"V1","V2","V3","V4","V5"
1.69722733275997,0.000896556601350242,0.927038234874002,3.83466643661593e-05,9.10968907845268e-31
0.0220729987869029,0.0234636253936677,3.55702031380296e-05,9.49268577096171e-07,3.40273536735503e-29
0.0212716701121736,0.0327589338539035,0.223794255021784,1.89314150509124e-14,9456.66911318655
0.0508979376144395,3.48090522794895e-07,506.319551392549,3.80563186195221e-14,0.00452034358957143
0.321201213006494,0.000641416541426303,0.529483119548587,47.489598202689,1.04051378230566e-24
1.51513636261191,0.000158773802266906,56.2390315629855,9.30723456645009e-17,4.3664873715824e-11
0.00100902983713191,0.0119476624503734,0.0165193637955518,2.6782573765794,9.06178328553802e-28
0.237002462269431,0.000607446651169359,2891.32039608253,3693776.89419106,1.76025565202486e-40
0.628113423265368,0.0017235213623139,0.000121225986847517,9.18522779459082e-06,3.66300016753815e-14
0.398195333930628,0.0678381053568383,0.0382970566886488,1.7409685580149e-08,3.07789056916532e-08
1.40630382972698,0.965043916950382,0.0130825108725908,7.38936592267735e-17,7.14555060815308e-20
0.124653817569768,0.00324129594332971,0.384056992435322,6.41252879896094e-07,6.26847397492967e-35
0.00370126348980732,0.000316450600612051,6.53709833598305e-09,2730.98114387596,1.67742266941938e-26
0.0820202273186578,0.000801873510835426,0.132481070389559,5.81957242842505e-13,4.49732594217325e-32
0.0246247820029294,0.0049829488766357,0.00060624425797013,3.13203602738936e-07,4.2494815818659e-29
0.932683765610157,0.0210893678014713,4.16031672800875e-07,7.37479282235724e-20,9.27060788237677e-23
0.0190028100746034,0.0017317985169597,4.81537201195571e-05,697.436805365744,2.61079326153263e-13
0.00230264693573758,0.0460482321334375,5.71533297661102e-07,2.32043072735639e-13,1.23340929113569e-27
0.103290261704213,0.0283123135724791,0.000858762161302768,2.10148997264839e-14,2.81328869838489e-29
0.0720742985971821,0.0181801354106944,0.006582420869571,2.30598731546181e-07,7.46041117097019e-37
0.0300078279321577,0.53105056900056,2.41373678507142e-05,1.1246967751943e-26,1.07790982844012e-14
0.00202616134229863,0.000919504044107812,0.000203559429231922,6.90906402070618e-13,1.27123181207751e-40
0.00393314270600594,0.200782372274977,1.35441220334997e-08,1.56064243447354e-05,7.42826910406808e-18
0.0916672023349421,0.0158127373576615,3.64973242860252e-05,5.50144444345033e-07,1.3403246354158e-24
0.380427943848723,0.0217510610715401,2.19363534600372e-09,2.95950271426821e-11,3.65403395566838e-43
0.0199720118747294,0.211116521236435,0.000489904003649751,1.77683484221365e-19,0.0750181013192847
0.152516732874423,0.599228400398695,0.000167899555889214,0.00708185776043433,1730.94076791865
0.0300149326361561,9.5234835608522e-06,7.78323086423309e-10,2.88446812341998e-12,2.09566398209054e-20
0.042336065077421,0.522767881957361,5.2487616487219e-05,3.12068688620169e-14,1.00604959357319e-14
0.18361939678912,0.0240167984607716,2.50428500731142e-05,6.34502034345993e-06,2.07289305681393e-18
1.04716550825427,0.0330887749883324,1.67735467619441e-10,6.85277499330781e-12,8.90566647231142e-38
0.0672915493451467,0.0194950938315662,0.124521773643558,7.41914466419047e-13,4.12904419379777e-29
0.350385178210744,0.0636086336096889,2.50405825377967e-05,2.17195204472117e-16,0.00022516782879259
0.0470334297922794,7.47818340787182e-06,0.000180317643394704,1.21873028742743e-11,3.12947900177048e-16
0.00256473032234518,0.0141660746513766,6.93928606446856e-05,1.2819490538355e-14,6.62661151615007e-26
0.0308023358380439,2.26248130883559,0.363409760295601,1614.93146208127,8.8319239168107e-27
0.000560879202432803,121.088488938457,2.66654564346598e-05,2.46515584296647e-18,2.67256593195862e-26
4.23781494346953,0.00130257453494653,1.54752901387976e-08,8.64920963863635e-17,5.47236330926866e-20
0.552631117600686,0.00214494643697683,1.33204224901307,7.16476125367604e-09,3.83046291145302e-09
0.0187492303311595,0.000108090049138528,0.000984517920611625,1.90213486579374e-15,1.03313692692573e-25
0.185519472352933,0.0338849359759461,2.29197404424336e-10,0.000513675261677009,14052473.0431568
0.0043864374228934,0.0101889011618305,0.000306751006781366,2.73860834273908e-14,1.09094724900631e-27
9.33492297707619,0.0012253141636932,4.93532147324021e-08,0.148527713018151,3.60983719745022e-25
0.00213088744236891,0.0969284471786886,1.34677533234393e-07,6.78887455949557e-32,2.06024053680297e-24
0.00107941830643149,0.0112832288485564,4.70885167542747e-08,0.00330763746806846,1.06061183910398e-21
0.0560816859732843,1.66684445389201,0.0324053395837612,5.31563629818275e-21,1.25935293372923e-37
0.0331145829644835,0.0185649780944464,1.25734298000946e-06,7.39382318601015e-08,7.75893332552864e-12
