"V1","V2","V3","V4","V5"
0.0192609854943782,0.0520749640166247,0.000298654778758666,5.67764784962472e-32,8.84123417446865e-15
0.128295433816791,2.77491255907004,6.39256705347526e-09,66.3331454517286,4.47203961337359e-18
0.305276717001641,1.26225253836298,0.0392189380266977,0.00091438913035976,2.47817828490173e-17
0.0453644293700833,0.007404350276425,9.53581727258011e-05,4.86153344257764e-19,2.43766272734219e-31
0.00732400282700472,0.0117956669785175,6.16801631421731e-09,4.23077178364609e-25,58893.9982424089
0.0338170573976739,0.00267862880980857,7.19334793559031e-05,5.7255602855652e-22,0.000467920673667028
0.0049034875802586,0.0243033356156771,6.93888567736174e-06,2.13603434295524e-15,2.57100950169789e-24
0.12552956200973,0.00587153800071585,0.0617994548474915,0.00258500950534654,0.00106870707518597
0.00754412468048581,0.00124643914809602,4.30188852949368e-10,2.13009260244657e-19,1.98759361576379e-17
0.0161916079095264,0.00782066721001255,0.0159807268060406,0.000172991370835708,2.44700796147092e-45
2.89142963587628,3.02151906683996,1.57788147888087e-05,5.56704480918426e-15,7.32178094540078e-13
35.2391657414616,0.000640956416578247,5.47367918199531e-06,134663.649563456,1.82078495988612e-35
0.191427366955129,15.4689684838813,1.06960872387905e-07,9.10602899874912e-21,6.25820745287063e-39
0.00393955652072333,1.06127907501887,0.0102530719253225,2.38393914621412e-13,1.52396308757356e-20
0.0157238540096198,0.000396301125485671,1.24104985967265e-05,6.54743191501932e-08,1.56802489636963e-24
0.390020450453533,0.000559548192914595,2.02622897515987e-06,0.00100202564102688,8.79357058447406e-18
0.00534882319932755,3.40456685072351,1.38909713514699e-07,6.26988489670953e-10,1.86648909721285e-30
0.0534231778559695,0.0304037377287183,4.36943187932185e-11,3.60571426063523e-25,1.37992049099405e-15
1.7293373815918,0.0362752868696348,1.218107236821e-05,3.8563297557735e-15,3.62481580449939e-27
0.135195002263988,0.0305833551560588,3.11706378100812e-05,4.08557472594733e-08,3.88555976037619e-23
0.0341500191183419,5.01473014925066,7.55067553999378e-05,3.2748995929135e-24,4.18796606631584e-17
0.00289984976885175,0.0333807186109046,2.45643098845709e-08,2.38031152004621e-11,1.09423785109164e-36
0.168772324606351,0.00119777987461184,0.000571921041084361,0.123617076248737,9.07270190978401e-23
0.0561547670372286,0.0498734938108211,1.92660236092396e-06,3231.79168297888,1.63520586483341e-20
8.90861655046473,0.000116546925982602,0.000450542030749707,1.52556674276814e-18,1331993.27000682
0.471109123194188,1.23501829194004e-05,0.000105424990435147,0.0146446325003908,1.57554869997214e-13
0.0307811148590896,0.174320110562529,1.94667630793347e-05,2.1226539180098e-18,2.25245649977584e-10
0.00837919126308958,4.57894545342137,8.12141381156077e-08,4.73990384416471e-28,0.000505380317594623
0.333935993756413,5.93782853433661e-05,0.000289386297969795,3.17212698474231e-08,1.74188598061109e-38
23.3798356565915,0.000174877834540876,3.81764486175534e-07,4.89578804284986e-09,5.75599990604831e-47
4.06493836439175,0.00828505042400323,2.31702021248295e-07,1.38658854130502e-06,1.4699526946859e-43
0.0424146514078068,0.00602577513401749,3.06414466138758e-09,2.48574219240711e-09,2.22146622834212e-20
0.0125872890351314,6.33172664606635e-08,3.00524907854827e-06,1.31891437871848e-07,6.93991066919331e-36
0.126396643790303,0.00848123763559656,0.027796768230491,2.3214042917113e-17,2.6434520515569e-22
0.279573812669352,0.00799192249448448,3.75113240279577e-10,7.45451194392976e-22,0.62017031705988
0.00130649959205134,0.430244563715938,2.94214560098345e-06,7.84289973423105e-12,6.3045438597853e-32
2.90816407752015,0.000203637088450466,0.654037452076914,8.17246192622506e-20,1.85613623632639
0.2878678665425,14.6217422035402,0.0331630722136123,3.41765784435819e-12,1106485.60112909
0.017475379480605,0.00393611809226126,4.88377879675679e-10,3.90207610758489e-07,7.91312547687372e-24
0.0592264466228994,0.0242560839507379,3.39694399145194e-07,4.55196996842563e-14,1.73640127672904e-33
0.0699589007439785,0.00536127740786606,0.11015439842523,9.58318502198519e-17,1.191270265582e-12
0.666791580900584,0.0164975943116057,0.367189222402062,32.2020861654496,9.12623774945235e-54
0.00965687028642336,8.24677395644842,0.0338471912495993,1.31322421661595e-08,2.62706089385999e-32
0.0142155604583504,2.15322913480704,2.88284812136623e-08,1.66365813851563e-07,0.0237428057817253
0.067996904577306,0.00242731682736565,0.00407069765005137,4.80367628553128e-11,2.44889407345074e-39
0.109543856194946,0.0841929939950889,5.08157264600733e-13,96.9441221607509,5.80329199817567e-30
0.0540593124139544,5.94474006254329,1.54111998995617,6.94934407512297e-12,5.77528000191938e-35
19.4337827717876,0.00240827770622291,1.00901931739817e-10,30.5547712862404,7.5986700807597e-34
0.0386646992730169,0.00300286901375534,0.000532759517229255,0.111571731172523,1.16150208371409e-51
1.54881834496027,0.00028487589756226,0.000122552810482072,0.0645458915762362,3.20543775876653e-29
0.602324045774838,0.000721992738095772,0.192161396462995,5.80029314741992e-24,1.26366306215957e-41
0.747962328379802,0.00440249948977298,0.0389059591594655,8.85076988044047e-09,2.16025093040456e-35
0.137713047860673,0.019528817253058,3.4038811841788e-06,1.52463660905524e-18,6.46838513698224e-21
