"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",89.7878326073739,71.6693362195055,74.4192470991648,118.566639389209,102.674923720248,59.8450903816703,95.7969158271985,68.6155975677146,98.4701494102201,109.29933020867,100.808174586402,92.9444583988238,60.917405037638,83.1088323782566,84.1630249670511,97.008268761886,68.1681068680662,48.4031059513113,47.9002004797271,63.9587727467311,81.6361558741075,73.4578205503657,90.5596373409015,70.4116630975188,92.1968876914194,68.5850766374498,69.3084725274716,42.0594528145801,78.4775939255057,51.9843353267456,95.6637015242491,87.2951355118743,66.9833255508756,86.7086836424726,77.7846686968179,68.0571902711001,88.6424278109008,85.3048380870394,75.6559064050717,67.01050898418,142.48437849364,104.319025991583,106.998012362238,78.1335591884155,94.9269436098104,81.0561483795724,131.447176062946,46.486791564123,114.165724549434,81.9061180473921,87.3014575921568,93.866543918109,100.718372315873,82.9925566784262,74.6308807765873,101.417208748358,66.2490704990283,81.873153784568,102.005180672295,95.3547371107761
"3",81.538882118539,50.1805220277174,77.6859188658608,105.157405533078,110.745408664447,72.4800358870287,88.2250919434291,74.7629858329968,85.5816443523892,106.880777251894,69.6295528025134,113.168949444993,63.0561174940173,88.6687690423562,84.3536323987272,113.032699410264,69.7594264729898,59.5736937334771,35.7889188619153,79.0935649489474,100.397336726072,100.922812219977,60.9734443513674,93.8465603403196,75.4690268516481,71.7724240675347,70.0939764327385,40.9279674973629,98.2302842101293,72.4596444528889,76.9158885752247,86.9539337946593,104.476252463783,104.362715827929,76.6080434413763,75.295417915183,81.2249984697373,55.3517289680253,85.698640651891,79.3974695691466,120.493685297229,95.0293094199781,86.7954194250254,75.621033799982,106.834316772292,86.1491944602247,106.94244472286,52.1264634581452,113.710192800147,61.6820171365027,97.6767406020306,122.682285651056,88.1758736844441,104.985638234677,46.856299553051,110.948000156316,49.0776561952558,86.1136279735462,61.8370653137967,90.2400361655763
"4",84.2686180688544,64.5886623588547,65.53513741899,97.0349929809487,86.132174945243,50.3740740376169,86.6746394700744,55.8057886388205,79.3528494436462,99.6083403416444,86.9386865954655,75.0396524552005,50.8341949031033,67.7443383345578,76.5296417244718,81.8759932305379,57.9071000117116,34.8253661278086,38.8918920246128,49.4013702628657,68.691102277276,56.9163105736836,89.6824867599642,55.772655246204,77.5573018623511,58.6678665959854,57.587489131197,39.077834028389,61.9954184694659,42.8389086452226,84.4013839803782,71.3346849978641,53.2549451621527,73.0060866605047,72.9406233340059,66.3920292249308,78.0023385439794,74.7800589121657,58.106344925506,59.2451759686578,116.884518682807,86.8717897031,95.5917574100156,62.6343307464024,79.3232809616705,62.5506584450799,119.675148549469,42.7554422440778,103.663565100605,73.6582589896878,72.5907104530024,78.1472600440648,87.5301796855943,62.8456279551092,59.8786615226221,77.0691961253613,58.5056968511096,67.3167456677283,90.3958006043551,83.1142292754328
"5",82.1326124293209,63.242543028886,62.2906680229592,95.4514407769173,83.6818130006278,48.4101124588988,83.7907901645484,55.0824516117019,78.9680946819664,98.0467928984893,86.0233101406134,73.3383666191963,50.1494173951269,66.9879766430125,74.8739665361911,78.8062810506142,55.933631367755,35.6281771589021,39.7097333019967,48.3649898192943,66.3599748758856,53.9434190899953,87.4830035473412,53.4632666618568,77.1988300341758,56.8556392845541,57.6262728787651,36.9288663046726,59.8069027492261,41.9051771339265,83.0720865942684,70.7947877952019,49.212581505444,69.8657666605757,71.4043955552553,62.4984209263647,76.2515861398348,74.4430838616589,56.9833960062988,57.5297845119884,114.911642801211,84.6286236291327,94.4737995578928,61.7765534390654,76.1064896950916,61.887044127679,116.91134164538,39.8744204510774,100.441141798602,69.3364506618649,69.4997865378577,74.0270379232525,85.8424867749189,60.2130614456268,57.5874316822137,76.3659858618594,59.1751414998705,65.2698203749406,90.5304108022883,82.5345915335591
"6",75.6129083625286,60.6071895366695,54.5846629603603,90.4295491892901,79.0402252612811,45.229420462059,75.8975449141908,52.235058701975,77.9339600988882,93.3947680575762,82.1214177198409,67.2598249362538,49.1207798879104,65.5200300539336,69.3354051577093,73.4741300093155,50.69573944583,35.852927510472,39.5741099216964,46.1651299378376,60.8570836809703,49.8664084932978,80.7808630409761,47.8952861297065,75.568415196295,53.87768736629,57.4505414553476,34.1084874630175,55.0110476119758,40.1590625858286,78.4387411625057,68.921450950128,43.7051780141391,64.0919944547135,66.8416914316259,54.1666118923953,71.802786410678,73.2744401118088,53.5190039212233,54.2359870726421,108.118604069063,79.076505488937,89.9227425956251,60.0170362712384,69.2841871559185,59.7024563197421,103.534033115391,34.7017732640868,91.0744062683012,60.8246720579331,63.1851959557422,66.6469333338284,77.2914951566966,55.4340112258015,52.8383886877561,73.9715920558567,58.403411732844,60.7882336488722,89.8991405467606,80.6031449060002
"7",87.4063326217638,64.9538241550891,71.5578039123718,97.7078226624551,89.0572229556005,52.6118797212811,91.1344036839765,56.0967817275911,78.7915906764271,100.813627886284,87.0972545461179,76.7737629731072,50.4543294091044,67.1912011894134,78.2620953529129,87.0140873003611,59.9849499499382,35.8525431348662,39.8060979430744,49.5762252026629,71.7871061527696,62.7285893130861,92.7358788924861,58.6699198928432,77.2522327481523,60.0099943557151,57.5648799020003,41.8526878718667,64.3925398316897,43.1882083491903,85.3362018889684,71.0662559334231,65.8039448554703,78.8449942190806,74.5827418993921,75.7316475913748,79.1868933090365,74.3786950263724,58.7153551187297,60.984135032516,118.372079183443,88.7386232047294,96.0408099275162,62.3164045450871,84.9028687099431,62.3653959209056,125.719784107303,47.4216885215431,110.936983838134,84.8760952639852,78.058138169879,90.2619240858141,89.9329291191907,66.1590881941735,62.1825086288165,76.7236520297344,59.2703672902816,69.4167407477096,90.4273085182034,82.8509004234343
"8",99.4082624839839,75.1121372999709,82.4844926517886,120.679850314907,109.329635649024,65.4308575731758,106.147485900327,70.0819541071427,98.5456399592609,119.931891237489,104.690248853239,100.058850817143,65.5816698301514,86.5917491187627,91.943004304042,107.472179934687,73.4644578390127,48.9409757371072,48.0223855283187,66.9436193144898,92.3390884110696,83.5983652659741,100.251072505963,79.7256318255036,93.502440038394,78.2910903355463,71.3838833192579,51.2829878373527,84.34479211149,62.9747645561796,99.585319396351,90.014625631508,84.9627806156237,98.1551849654971,88.0673262001968,88.9559366405835,91.1925959157815,86.1592791645114,78.3840072172038,77.4868243673885,143.708562865925,110.006946070027,109.226218778952,78.9577631735482,103.929923487992,81.8440049766945,139.944639731288,57.0670603872734,129.804976475777,92.0585339606494,96.8176863118647,111.72837916714,104.414147113069,88.2045663703638,75.5773857166293,102.558282984714,67.0576265531024,87.6312106215323,102.007647976273,98.7366638850067
"9",99.0628542606422,73.953524788974,86.7943765904595,128.365513619624,120.113150631606,72.3361034910176,108.901846783131,76.796260401364,102.46397530204,123.545686377227,105.533827429683,113.053517649198,70.6450629200241,96.1521269785671,94.5833237422263,118.301838777565,78.0182817742646,57.6546696248173,46.4941155110406,77.6646876067616,101.62011111611,97.7999475363399,94.0314927886639,91.7137311364682,95.9756304957315,83.4207759892596,76.395621196793,50.5827354996049,96.3257883000139,70.1807352637245,101.030168355196,97.0988551250323,97.2856203886991,107.821390196928,88.4143688920642,86.9073008979946,94.5153423706613,82.8729898403854,87.9252789990918,81.9496437877796,151.645179008507,117.829131894344,110.430685231915,85.7160038896305,114.392220009349,91.3042108598703,141.54508697392,57.9364265987685,134.847917784241,92.8581397122548,106.242010527282,124.516760275238,107.220614971824,103.178883937914,76.5244753259226,115.767752459841,64.7649280101009,95.5045091789197,95.7532621509057,103.232950491753
"10",98.054907446307,72.8283013767926,86.2924335682988,128.760736153168,118.239541180376,71.9073034342765,107.937424613646,77.649146503899,103.215134205271,122.594776154545,104.286719014408,112.57271488306,69.5356533446023,94.7201518655932,94.0620284803759,116.972890191094,78.1320557942437,58.1405987110409,46.9718974344317,77.1401508893642,100.984479444619,95.960201683913,92.7047629252158,90.1458125341374,95.9263057130847,81.2147271466367,76.8013520678915,48.4166880106716,96.0660398125963,68.5502226054081,100.565781906032,96.7174744234457,94.1060970175267,106.523114775462,87.6601369191648,83.6812109035997,95.0571982119132,83.314713272504,88.646605267752,80.9276127616739,152.151729815581,116.542044595579,109.955948273285,84.9986145289498,113.2874954988,91.1886997886484,140.464074944934,56.4324960356302,132.794200632289,91.0438201143364,105.103509190568,121.897963153157,108.040449240875,102.676727945437,76.5016348998043,115.948880146149,65.637587854356,94.7727733429584,96.1636195507313,102.730714640123
