"","P","D","W","ll","copula","params1","params2"
"413","8","256","128","-Inf","huslerReissCopula",NA,NA
"414","8","256","128","-Inf","tevCopula",NA,NA
"415","8","256","128","0.0355463223952863","tCopula","-0.0391195232152863","5049.59887246734"
"416","8","256","128","0.00144836679276844","rot gumbelCopula","1.0047958149255",NA
"417","8","256","128","-Inf","rot galambosCopula",NA,NA
"418","8","256","128","-Inf","rot huslerReissCopula",NA,NA
"419","9","256","128","0","Independent",NA,NA
"420","9","256","128","2.18969260489107","normalCopula","-0.286811486552594",NA
"421","9","256","128","0.956256010229989","claytonCopula","-0.119283209991379",NA
"422","9","256","128","-2.99425452453261e-07","gumbelCopula","1.00000001490116",NA
"423","9","256","128","-Inf","galambosCopula",NA,NA
"424","9","256","128","-Inf","huslerReissCopula",NA,NA
"425","9","256","128","-Inf","tevCopula",NA,NA
"426","9","256","128","2.4589888579828","tCopula","-0.291744003393862","6.86364682165554"
"427","9","256","128","-2.76683167207276e-07","rot gumbelCopula","1.00000001490116",NA
"428","9","256","128","-Inf","rot galambosCopula",NA,NA
"429","9","256","128","-Inf","rot huslerReissCopula",NA,NA
"430","10","256","128","0","Independent",NA,NA
"431","10","256","128","3.01376664428836","normalCopula","-0.330181326564601",NA
"432","10","256","128","1.73475408833392","claytonCopula","-0.124644984488472",NA
"433","10","256","128","-3.21729578312002e-07","gumbelCopula","1.00000001490116",NA
"434","10","256","128","-Inf","galambosCopula",NA,NA
"435","10","256","128","-Inf","huslerReissCopula",NA,NA
"436","10","256","128","-Inf","tevCopula",NA,NA
"437","10","256","128","3.01363247834428","tCopula","-0.33017206806575","15032.8381190721"
"438","10","256","128","-3.71493671694548e-07","rot gumbelCopula","1.00000001490116",NA
"439","10","256","128","-Inf","rot galambosCopula",NA,NA
"440","10","256","128","-Inf","rot huslerReissCopula",NA,NA
"441","11","256","128","0","Independent",NA,NA
"442","11","256","128","2.39642661117215","normalCopula","0.298338636485571",NA
"443","11","256","128","4.99676482071222","claytonCopula","0.59188619498413",NA
"444","11","256","128","1.88636722750502","gumbelCopula","1.20128314661657",NA
"445","11","256","128","1.63560345492793","galambosCopula","0.450757822785052",NA
"446","11","256","128","1.45440241460413","huslerReissCopula","0.780532447334228",NA
"447","11","256","128","2.10209542775198","tevCopula","-0.0101846711542941","1.55855579240431"
"448","11","256","128","4.26715179381213","tCopula","0.213432323845172","2.28933469108386"
"449","11","256","128","4.07686784561201","rot gumbelCopula","1.27867139435265",NA
"450","11","256","128","4.24001185188244","rot galambosCopula","0.556188925855797",NA
"451","11","256","128","4.26516463487137","rot huslerReissCopula","0.946268912733426",NA
"452","12","256","128","0","Independent",NA,NA
"453","12","256","128","1.68132308018265e-05","normalCopula","-0.000841502950895002",NA
"454","12","256","128","0.0143229110626673","claytonCopula","0.0293797460724721",NA
"455","12","256","128","0.0106569913498521","gumbelCopula","1.0125354047608",NA
"456","12","256","128","-Inf","galambosCopula",NA,NA
"457","12","256","128","-Inf","huslerReissCopula",NA,NA
"458","12","256","128","0.014620557881463","tevCopula","0.210367368145837","10.0946468994532"
"459","12","256","128","0.0855866276442714","tCopula","-0.0330531913149633","5.42555800200343"
"460","12","256","128","0.0213818970394168","rot gumbelCopula","1.01821465008632",NA
"461","12","256","128","-Inf","rot galambosCopula",NA,NA
"462","12","256","128","-Inf","rot huslerReissCopula",NA,NA
"463","13","256","128","0","Independent",NA,NA
"464","13","256","128","0.212758515425649","normalCopula","-0.0941106835593718",NA
"465","13","256","128","0.164543225011844","claytonCopula","0.0839004682014381",NA
"466","13","256","128","-1.24347500041547e-07","gumbelCopula","1.00000001490116",NA
"467","13","256","128","-Inf","galambosCopula",NA,NA
"468","13","256","128","-Inf","huslerReissCopula",NA,NA
"469","13","256","128","-Inf","tevCopula",NA,NA
"470","13","256","128","-Inf","tCopula",NA,NA
"471","13","256","128","0.0275650661930128","rot gumbelCopula","1.01796850174006",NA
"472","13","256","128","-Inf","rot galambosCopula",NA,NA
"473","13","256","128","-Inf","rot huslerReissCopula",NA,NA
"474","14","256","128","0","Independent",NA,NA
"475","14","256","128","2.37129128217229","normalCopula","0.296734535404104",NA
"476","14","256","128","1.89208243250272","claytonCopula","0.461739215300932",NA
"477","14","256","128","1.67043435877507","gumbelCopula","1.19136484988562",NA
"478","14","256","128","1.87356555578741","galambosCopula","0.458691155972778",NA
"479","14","256","128","1.9670390996013","huslerReissCopula","0.829423694935328",NA
"480","14","256","128","1.94416242448217","tevCopula","0.940486744564844","47.9760248621657"
"481","14","256","128","2.37036163881745","tCopula","0.296716126456771","6610.29467777727"
"482","14","256","128","2.03902294290298","rot gumbelCopula","1.2097155860766",NA
"483","14","256","128","2.06584477019313","rot galambosCopula","0.473886736594341",NA
"484","14","256","128","2.05932154060715","rot huslerReissCopula","0.836231450620984",NA
"485","15","256","128","0","Independent",NA,NA
"486","15","256","128","4.70683850066182","normalCopula","0.399238632632645",NA
"487","15","256","128","4.01298363418252","claytonCopula","0.73071504561006",NA
"488","15","256","128","4.71315837471954","gumbelCopula","1.34123258203689",NA
"489","15","256","128","4.59225172742566","galambosCopula","0.606884652820431",NA
"490","15","256","128","4.4733889956044","huslerReissCopula","0.987922640275222",NA
"491","15","256","128","4.74074035393072","tevCopula","0.446571817328435","2.4683419411532"
"492","15","256","128","5.07874473969225","tCopula","0.407469827380361","7.36065298947908"
"493","15","256","128","4.5252370715055","rot gumbelCopula","1.33622450748684",NA
"494","15","256","128","4.52451996263158","rot galambosCopula","0.606188016941312",NA
"495","15","256","128","4.42791514131669","rot huslerReissCopula","0.990228653823673",NA
"496","1","512","64","0","Independent",NA,NA
"497","1","512","64","1.37798026740213","normalCopula","-0.231547064853186",NA
"498","1","512","64","1.13308055325761","claytonCopula","-0.197950249610317",NA
"499","1","512","64","-2.07336778204614e-07","gumbelCopula","1.00000001490116",NA
"500","1","512","64","-Inf","galambosCopula",NA,NA
"501","1","512","64","-Inf","huslerReissCopula",NA,NA
"502","1","512","64","-Inf","tevCopula",NA,NA
"503","1","512","64","1.41208063523959","tCopula","-0.204682709818105","8.92803916005098"
"504","1","512","64","-2.17681183734691e-07","rot gumbelCopula","1.00000001490116",NA
"505","1","512","64","-Inf","rot galambosCopula",NA,NA
"506","1","512","64","-Inf","rot huslerReissCopula",NA,NA
"507","2","512","64","0","Independent",NA,NA
"508","2","512","64","0.793913355236897","normalCopula","-0.178574975979322",NA
"509","2","512","64","0.858318788105097","claytonCopula","-0.162871681958732",NA
"510","2","512","64","-7.13706334188463e-08","gumbelCopula","1.00000001490116",NA
"511","2","512","64","-Inf","galambosCopula",NA,NA
"512","2","512","64","-Inf","huslerReissCopula",NA,NA
"513","2","512","64","-Inf","tevCopula",NA,NA
"514","2","512","64","2.57289433326747","tCopula","-0.203652390256908","2.50228351563893"
"515","2","512","64","-1.80307859554488e-07","rot gumbelCopula","1.00000001490116",NA
"516","2","512","64","-Inf","rot galambosCopula",NA,NA
"517","2","512","64","-Inf","rot huslerReissCopula",NA,NA
"518","3","512","64","0","Independent",NA,NA
"519","3","512","64","0.139823385484555","normalCopula","0.0764286546285947",NA
"520","3","512","64","0.190857700692867","claytonCopula","0.126297849322258",NA
"521","3","512","64","0.109689767788113","gumbelCopula","1.04500472204153",NA
"522","3","512","64","0.134337604806703","galambosCopula","0.256913144649255",NA
"523","3","512","64","0.138388555450347","huslerReissCopula","0.550989802224542",NA
"524","3","512","64","0.135010660963178","tevCopula","0.673891432043464","18.2053547068313"
"525","3","512","64","0.345742411324281","tCopula","0.0868502703580162","5.54757793435519"
"526","3","512","64","0.353589307601032","rot gumbelCopula","1.08096196776571",NA
"527","3","512","64","0.19951910177695","rot galambosCopula","0.282524915448429",NA
"528","3","512","64","0.161524661429458","rot huslerReissCopula","0.564915051555684",NA
"529","4","512","64","0","Independent",NA,NA
"530","4","512","64","1.09996050165264","normalCopula","-0.208362843707185",NA
"531","4","512","64","1.11231780845281","claytonCopula","-0.20560626628808",NA
"532","4","512","64","-2.52441328944808e-07","gumbelCopula","1.00000001490116",NA
"533","4","512","64","-Inf","galambosCopula",NA,NA
"534","4","512","64","-Inf","huslerReissCopula",NA,NA
"535","4","512","64","-Inf","tevCopula",NA,NA
"536","4","512","64","1.09908860281718","tCopula","-0.208123039057","7789.86169673838"
"537","4","512","64","-2.25236576081606e-07","rot gumbelCopula","1.00000001490116",NA
"538","4","512","64","-Inf","rot galambosCopula",NA,NA
"539","4","512","64","-Inf","rot huslerReissCopula",NA,NA
"540","5","512","64","0","Independent",NA,NA
"541","5","512","64","1.27063050840415","normalCopula","-0.223005434353804",NA
"542","5","512","64","2.63409634068005","claytonCopula","-0.215445787543506",NA
"543","5","512","64","-1.86024689707853e-07","gumbelCopula","1.00000001490116",NA
"544","5","512","64","-Inf","galambosCopula",NA,NA
"545","5","512","64","-Inf","huslerReissCopula",NA,NA
"546","5","512","64","-Inf","tevCopula",NA,NA
"547","5","512","64","1.27058338025452","tCopula","-0.223002867284232","111593.885698237"
"548","5","512","64","-3.0651649102079e-07","rot gumbelCopula","1.00000001490116",NA
"549","5","512","64","-Inf","rot galambosCopula",NA,NA
"550","5","512","64","-Inf","rot huslerReissCopula",NA,NA
"551","6","512","64","0","Independent",NA,NA
"552","6","512","64","2.20373050790391","normalCopula","-0.287089282344658",NA
"553","6","512","64","2.57964194275713","claytonCopula","-0.280415825954086",NA
"554","6","512","64","-3.16621179630942e-07","gumbelCopula","1.00000001490116",NA
"555","6","512","64","-Inf","galambosCopula",NA,NA
"556","6","512","64","-Inf","huslerReissCopula",NA,NA
"557","6","512","64","-Inf","tevCopula",NA,NA
"558","6","512","64","2.2026787583401","tCopula","-0.287057046151569","3958.31002822103"
"559","6","512","64","-3.20765838165721e-07","rot gumbelCopula","1.00000001490116",NA
"560","6","512","64","-Inf","rot galambosCopula",NA,NA
"561","6","512","64","-Inf","rot huslerReissCopula",NA,NA
"562","7","512","64","0","Independent",NA,NA
"563","7","512","64","1.32102432110258","normalCopula","0.227063975203631",NA
"564","7","512","64","-0.450807685183842","claytonCopula","0.299388000294009",NA
"565","7","512","64","2.10338058660905","gumbelCopula","1.20208050364451",NA
"566","7","512","64","2.0612983244144","galambosCopula","0.46081994739271",NA
"567","7","512","64","2.05577970833685","huslerReissCopula","0.820087207063304",NA
"568","7","512","64","2.09849670385382","tevCopula","-0.0479663653988404","1.54932242515319"
"569","7","512","64","1.32016821652748","tCopula","0.226525452503276","5420.02290007364"
"570","7","512","64","0.282479130009471","rot gumbelCopula","1.07984483772202",NA
"571","7","512","64","0.456535290387997","rot galambosCopula","0.328748340419156",NA
"572","7","512","64","0.515640643925373","rot huslerReissCopula","0.664244890629747",NA
"573","8","512","64","0","Independent",NA,NA
"574","8","512","64","0.703816958320016","normalCopula","-0.168629895896834",NA
"575","8","512","64","2.15485147500844","claytonCopula","-0.203493100715753",NA
"576","8","512","64","-1.10535111591537e-07","gumbelCopula","1.00000001490116",NA
"577","8","512","64","-Inf","galambosCopula",NA,NA
"578","8","512","64","-Inf","huslerReissCopula",NA,NA
"579","8","512","64","-Inf","tevCopula",NA,NA
"580","8","512","64","0.703513320569898","tCopula","-0.168978007342233","13772.2187566649"
"581","8","512","64","-2.77398790639316e-07","rot gumbelCopula","1.00000001490116",NA
"582","8","512","64","-Inf","rot galambosCopula",NA,NA
"583","8","512","64","-Inf","rot huslerReissCopula",NA,NA
"584","9","512","64","0","Independent",NA,NA
"585","9","512","64","0.00295869799123949","normalCopula","0.011158585708516",NA
"586","9","512","64","0.00426182608986678","claytonCopula","0.0142326727590012",NA
"587","9","512","64","0.156438413533166","gumbelCopula","1.04659081563428",NA
"588","9","512","64","-Inf","galambosCopula",NA,NA
"589","9","512","64","-Inf","huslerReissCopula",NA,NA
"590","9","512","64","0.224810528977239","tevCopula","0.776633032737931","26.7252564571823"
"591","9","512","64","-Inf","tCopula",NA,NA
"592","9","512","64","0.0139175551631059","rot gumbelCopula","1.01401722506858",NA
"593","9","512","64","-Inf","rot galambosCopula",NA,NA
"594","9","512","64","-Inf","rot huslerReissCopula",NA,NA
"595","10","512","64","0","Independent",NA,NA
"596","10","512","64","0.00431141522303569","normalCopula","-0.0134659252747297",NA
"597","10","512","64","-0.125729973363839","claytonCopula","0.0205633581196317",NA
"598","10","512","64","0.153186815193544","gumbelCopula","1.05152905926479",NA
"599","10","512","64","0.0373975730268988","galambosCopula","0.220837434252292",NA
"600","10","512","64","0.020547762623228","huslerReissCopula","0.467347107327844",NA
"601","10","512","64","0.263822514719067","tevCopula","-0.569930855471455","1.38479325320491"
"602","10","512","64","0.00418327460377177","tCopula","-0.0133374622528552","3996.64981545226"
"603","10","512","64","-8.41987053833322e-08","rot gumbelCopula","1.00000001490116",NA
"604","10","512","64","-3.66270347401893e-11","rot galambosCopula","0.0271862356259932",NA
"605","10","512","64","-2.55755416852934e-11","rot huslerReissCopula","0.145310816571536",NA
"606","11","512","64","0","Independent",NA,NA
"607","11","512","64","1.49931930157433","normalCopula","-0.240837204686438",NA
"608","11","512","64","1.82545888044716","claytonCopula","-0.227313064324102",NA
"609","11","512","64","-2.81572177855422e-07","gumbelCopula","1.00000001490116",NA
"610","11","512","64","-Inf","galambosCopula",NA,NA
"611","11","512","64","-Inf","huslerReissCopula",NA,NA
"612","11","512","64","-Inf","tevCopula",NA,NA
"613","11","512","64","1.49886615226097","tCopula","-0.240836646883198","5607.45681705301"
"614","11","512","64","-2.94007559649163e-07","rot gumbelCopula","1.00000001490116",NA
"615","11","512","64","-Inf","rot galambosCopula",NA,NA
"616","11","512","64","-Inf","rot huslerReissCopula",NA,NA
"617","12","512","64","0","Independent",NA,NA
"618","12","512","64","0.263613115995477","normalCopula","0.104478045168656",NA
"619","12","512","64","0.923950299964439","claytonCopula","0.238965374735795",NA
"620","12","512","64","0.0701035982523297","gumbelCopula","1.03409422516953",NA
"621","12","512","64","0.15608598905401","galambosCopula","0.254426764294279",NA
"622","12","512","64","0.1696667188827","huslerReissCopula","0.552355928054878",NA
"623","12","512","64","0.160049971638334","tevCopula","0.712195956070444","21.002401008368"
"624","12","512","64","0.324119748651715","tCopula","0.0806171945985995","9.50220343889889"
"625","12","512","64","0.643874052648119","rot gumbelCopula","1.1000664402528",NA
"626","12","512","64","0.759080842945648","rot galambosCopula","0.34487065124542",NA
"627","12","512","64","0.784145288380299","rot huslerReissCopula","0.675134340853334",NA
"628","13","512","64","0","Independent",NA,NA
"629","13","512","64","0.476806883341029","normalCopula","0.139606157507136",NA
"630","13","512","64","-0.730902358527281","claytonCopula","0.178527881563473",NA
"631","13","512","64","1.1010639556734","gumbelCopula","1.14112489637984",NA
"632","13","512","64","1.05077904721352","galambosCopula","0.385871346278389",NA
"633","13","512","64","1.03904897626658","huslerReissCopula","0.722202391963465",NA
"634","13","512","64","1.17384013307572","tevCopula","-0.544467555607074","0.781705140064415"
"635","13","512","64","0.475861907938317","tCopula","0.139602561907084","5547.11142426071"
"636","13","512","64","0.000473016653223199","rot gumbelCopula","1.00329316056326",NA
"637","13","512","64","0.0206273505869979","rot galambosCopula","0.195068099041234",NA
"638","13","512","64","-4.66293670342566e-15","rot huslerReissCopula","0.120762591557222",NA
"639","14","512","64","0","Independent",NA,NA
"640","14","512","64","0.0251074066454675","normalCopula","0.0324736796447578",NA
"641","14","512","64","0.202557425583937","claytonCopula","0.1245057699441",NA
"642","14","512","64","0.0125251305732501","gumbelCopula","1.01536160230929",NA
"643","14","512","64","0.000792131779148503","galambosCopula","0.145742992051616",NA
"644","14","512","64","-6.34459152964582e-12","huslerReissCopula","0.149008504769797",NA
"645","14","512","64","0.0192661151324569","tevCopula","-0.756407397820298","1.76842989801539"
"646","14","512","64","0.608303486076307","tCopula","0.0660145332022625","4.13274177446869"
"647","14","512","64","0.263871430052807","rot gumbelCopula","1.06773709900344",NA
"648","14","512","64","0.131637132619783","rot galambosCopula","0.260386979072174",NA
"649","14","512","64","0.100968900191616","rot huslerReissCopula","0.532676768901886",NA
"650","15","512","64","0","Independent",NA,NA
"651","15","512","64","1.42141577775916","normalCopula","-0.23517170464694",NA
"652","15","512","64","2.33257462084109","claytonCopula","-0.217943893401779",NA
"653","15","512","64","-2.05816372192153e-07","gumbelCopula","1.00000001490116",NA
"654","15","512","64","-Inf","galambosCopula",NA,NA
"655","15","512","64","-Inf","huslerReissCopula",NA,NA
"656","15","512","64","-Inf","tevCopula",NA,NA
"657","15","512","64","1.42073704045122","tCopula","-0.235103046490617","6918.23960899773"
"658","15","512","64","-2.7157127735879e-07","rot gumbelCopula","1.00000001490116",NA
"659","15","512","64","-Inf","rot galambosCopula",NA,NA
"660","15","512","64","-Inf","rot huslerReissCopula",NA,NA
"661","1","512","96","0","Independent",NA,NA
"662","1","512","96","0.00288011207491268","normalCopula","-0.0110167493412759",NA
"663","1","512","96","0.0213424263443727","claytonCopula","-0.0158981668344564",NA
"664","1","512","96","-1.65972993855512e-08","gumbelCopula","1.00000001490116",NA
"665","1","512","96","-Inf","galambosCopula",NA,NA
"666","1","512","96","-Inf","huslerReissCopula",NA,NA
"667","1","512","96","-Inf","tevCopula",NA,NA
"668","1","512","96","0.00214369544144466","tCopula","-0.0104643593289411","4212.30256017567"
"669","1","512","96","-2.26125536524624e-09","rot gumbelCopula","1.00000001490116",NA
"670","1","512","96","-Inf","rot galambosCopula",NA,NA
"671","1","512","96","-Inf","rot huslerReissCopula",NA,NA
"672","2","512","96","0","Independent",NA,NA
"673","2","512","96","1.52626451427364","normalCopula","0.243190917043904",NA
"674","2","512","96","4.02833850808537","claytonCopula","0.553243573977614",NA
"675","2","512","96","0.459860112533978","gumbelCopula","1.09921616349713",NA
"676","2","512","96","0.606255488307866","galambosCopula","0.347515087090393",NA
"677","2","512","96","0.65987201197449","huslerReissCopula","0.685369956954591",NA
"678","2","512","96","0.636873984905605","tevCopula","0.866763048101375","30.8153672698139"
"679","2","512","96","1.6347135681007","tCopula","0.208580728063927","4.45496603586865"
"680","2","512","96","3.30080829967404","rot gumbelCopula","1.2509036007269",NA
"681","2","512","96","3.05072135485983","rot galambosCopula","0.51156951606116",NA
"682","2","512","96","2.91453794981634","rot huslerReissCopula","0.872174873008817",NA
"683","3","512","96","0","Independent",NA,NA
"684","3","512","96","5.77238353447659","normalCopula","0.434167798602925",NA
"685","3","512","96","6.23553375768227","claytonCopula","0.78056636085477",NA
"686","3","512","96","5.66538292803164","gumbelCopula","1.38250189969379",NA
"687","3","512","96","5.28763495796543","galambosCopula","0.646793132539275",NA
"688","3","512","96","4.97009646683589","huslerReissCopula","1.01907816692893",NA
"689","3","512","96","6.28771455675488","tevCopula","0.106167923243992","0.907888259750119"
"690","3","512","96","6.49666940171425","tCopula","0.430935687465086","3.72001517713095"
"691","3","512","96","6.5601818474023","rot gumbelCopula","1.40667700798647",NA
"692","3","512","96","6.38986730300953","rot galambosCopula","0.67467160840205",NA
"693","3","512","96","6.28968071640326","rot huslerReissCopula","1.07429319570154",NA
"694","4","512","96","0","Independent",NA,NA
"695","4","512","96","0.0717726028092549","normalCopula","-0.0548458116343622",NA
"696","4","512","96","0.0968756083611397","claytonCopula","0.0737594946061464",NA
"697","4","512","96","-5.50587523837076e-08","gumbelCopula","1.00000001490116",NA
"698","4","512","96","-Inf","galambosCopula",NA,NA
"699","4","512","96","-Inf","huslerReissCopula",NA,NA
"700","4","512","96","-Inf","tevCopula",NA,NA
"701","4","512","96","1.14344257849929","tCopula","-0.0489727513145711","2.69795313952653"
"702","4","512","96","0.0570342586707541","rot gumbelCopula","1.02885409552655",NA
"703","4","512","96","-Inf","rot galambosCopula",NA,NA
"704","4","512","96","-Inf","rot huslerReissCopula",NA,NA
"705","5","512","96","0","Independent",NA,NA
"706","5","512","96","0.270206822231336","normalCopula","0.105736458090805",NA
"707","5","512","96","-0.0638189138649092","claytonCopula","0.0928931980123213",NA
"708","5","512","96","0.439126560436024","gumbelCopula","1.08025947427319",NA
"709","5","512","96","0.693857353759586","galambosCopula","0.331319980022615",NA
"710","5","512","96","0.751627025725034","huslerReissCopula","0.664350038495488",NA
"711","5","512","96","0.735093680574396","tevCopula","0.900583739191573","44.4311364853338"
"712","5","512","96","0.27016844590609","tCopula","0.106197303594566","49808.0802613125"
"713","5","512","96","0.0185034842574892","rot gumbelCopula","1.01899528720702",NA
"714","5","512","96","0.10396403147747","rot galambosCopula","0.241558675070896",NA
"715","5","512","96","0.126877738334834","rot huslerReissCopula","0.543050433166918",NA
"716","6","512","96","0","Independent",NA,NA
"717","6","512","96","0.107268723434526","normalCopula","-0.0670034293199699",NA
"718","6","512","96","0.0236637430835155","claytonCopula","0.0321914038538319",NA
"719","6","512","96","-1.21719718930782e-07","gumbelCopula","1.00000001490116",NA
"720","6","512","96","-Inf","galambosCopula",NA,NA
"721","6","512","96","-Inf","huslerReissCopula",NA,NA
"722","6","512","96","-Inf","tevCopula",NA,NA
"723","6","512","96","0.504048180804245","tCopula","-0.126854113530623","4.58687275925663"
"724","6","512","96","0.00095280682743509","rot gumbelCopula","1.00342359115822",NA
"725","6","512","96","-Inf","rot galambosCopula",NA,NA
"726","6","512","96","-Inf","rot huslerReissCopula",NA,NA
"727","7","512","96","0","Independent",NA,NA
"728","7","512","96","1.49885419696752","normalCopula","0.240822907786051",NA
"729","7","512","96","0.765776906467994","claytonCopula","0.335275892603957",NA
"730","7","512","96","2.35514825387434","gumbelCopula","1.2169381704623",NA
"731","7","512","96","2.20158915347351","galambosCopula","0.471218930947245",NA
"732","7","512","96","2.12739925417805","huslerReissCopula","0.823903280196822",NA
"733","7","512","96","2.51453319310646","tevCopula","-0.17745241930363","1.06806783384507"
"734","7","512","96","2.61597797487306","tCopula","0.218986666077456","2.99446707387671"
"735","7","512","96","1.4428703214552","rot gumbelCopula","1.17150016203704",NA
"736","7","512","96","1.29285300804832","rot galambosCopula","0.418772076867527",NA
"737","7","512","96","1.17388217876307","rot huslerReissCopula","0.747028328217289",NA
"738","8","512","96","0","Independent",NA,NA
"739","8","512","96","1.67855346621914","normalCopula","-0.253746397382122",NA
"740","8","512","96","0.2931288171011","claytonCopula","-0.0847484830421912",NA
"741","8","512","96","-3.46713581431818e-07","gumbelCopula","1.00000001490116",NA
"742","8","512","96","-Inf","galambosCopula",NA,NA
"743","8","512","96","-Inf","huslerReissCopula",NA,NA
"744","8","512","96","-Inf","tevCopula",NA,NA
"745","8","512","96","1.78993270348906","tCopula","-0.267014671348567","10.4717927284739"
"746","8","512","96","-2.27025174867612e-07","rot gumbelCopula","1.00000001490116",NA
"747","8","512","96","-Inf","rot galambosCopula",NA,NA
"748","8","512","96","-Inf","rot huslerReissCopula",NA,NA
"749","9","512","96","0","Independent",NA,NA
"750","9","512","96","0.319147492076247","normalCopula","-0.114744155803086",NA
"751","9","512","96","0.369902357056519","claytonCopula","-0.10354245052578",NA
"752","9","512","96","-6.95646579476801e-08","gumbelCopula","1.00000001490116",NA
"753","9","512","96","-Inf","galambosCopula",NA,NA
"754","9","512","96","-Inf","huslerReissCopula",NA,NA
"755","9","512","96","-Inf","tevCopula",NA,NA
"756","9","512","96","0.752261879481067","tCopula","-0.0885617287381038","3.82193198622825"
"757","9","512","96","-1.0325929881462e-07","rot gumbelCopula","1.00000001490116",NA
"758","9","512","96","-Inf","rot galambosCopula",NA,NA
"759","9","512","96","-Inf","rot huslerReissCopula",NA,NA
"760","10","512","96","0","Independent",NA,NA
"761","10","512","96","1.30644728623275","normalCopula","0.225898341425807",NA
"762","10","512","96","1.20326268543498","claytonCopula","0.345125463139308",NA
"763","10","512","96","1.38378234904903","gumbelCopula","1.17069581789945",NA
"764","10","512","96","1.24299711642821","galambosCopula","0.413278141610114",NA
"765","10","512","96","1.20622756832845","huslerReissCopula","0.751574034148839",NA
"766","10","512","96","1.60322874826903","tevCopula","-0.314967413835078","1.00491117139648"
"767","10","512","96","1.33650210477454","tCopula","0.223879581047752","12.2211710592268"
"768","10","512","96","1.20121252402869","rot gumbelCopula","1.15392931488066",NA
"769","10","512","96","1.34616152321116","rot galambosCopula","0.411391130518425",NA
"770","10","512","96","1.39647057863244","rot huslerReissCopula","0.764395506149955",NA
"771","11","512","96","0","Independent",NA,NA
"772","11","512","96","0.758138837465778","normalCopula","-0.174657156296064",NA
"773","11","512","96","2.40900779954104","claytonCopula","-0.219285410650536",NA
"774","11","512","96","0.00100343391593603","gumbelCopula","1.00346916582926",NA
"775","11","512","96","-Inf","galambosCopula",NA,NA
"776","11","512","96","-Inf","huslerReissCopula",NA,NA
"777","11","512","96","-Inf","tevCopula",NA,NA
"778","11","512","96","2.75072420595489","tCopula","-0.168167659275056","2.30719649069633"
"779","11","512","96","-2.34368311775607e-07","rot gumbelCopula","1.00000001490116",NA
"780","11","512","96","-Inf","rot galambosCopula",NA,NA
"781","11","512","96","-Inf","rot huslerReissCopula",NA,NA
"782","12","512","96","0","Independent",NA,NA
"783","12","512","96","4.28308689053397","normalCopula","-0.383601759954558",NA
"784","12","512","96","2.75204796627361","claytonCopula","-0.193224408284642",NA
"785","12","512","96","-3.91664299700945e-07","gumbelCopula","1.00000001490116",NA
"786","12","512","96","-Inf","galambosCopula",NA,NA
"787","12","512","96","-Inf","huslerReissCopula",NA,NA
"788","12","512","96","-Inf","tevCopula",NA,NA
"789","12","512","96","4.33588827399783","tCopula","-0.385531890401424","17.9309336910687"
"790","12","512","96","-4.61987288798236e-07","rot gumbelCopula","1.00000001490116",NA
"791","12","512","96","-Inf","rot galambosCopula",NA,NA
"792","12","512","96","-Inf","rot huslerReissCopula",NA,NA
"793","13","512","96","0","Independent",NA,NA
"794","13","512","96","0.839613238115854","normalCopula","0.183450442128161",NA
"795","13","512","96","0.786835800580433","claytonCopula","0.254460193818907",NA
"796","13","512","96","1.35227222050658","gumbelCopula","1.16211090798561",NA
"797","13","512","96","1.17046147534655","galambosCopula","0.396299921771314",NA
"798","13","512","96","1.11643998222553","huslerReissCopula","0.726612146549658",NA
"799","13","512","96","2.94816777620027","tevCopula","-0.509820037020267","0.329076071762175"
"800","13","512","96","2.39526528262306","tCopula","0.196474884785193","2.39396161171087"
"801","13","512","96","1.10784390364594","rot gumbelCopula","1.15204668176939",NA
"802","13","512","96","0.890016527377604","rot galambosCopula","0.382513540380821",NA
"803","13","512","96","0.823387914138565","rot huslerReissCopula","0.704369969807086",NA
"804","14","512","96","0","Independent",NA,NA
"805","14","512","96","1.545525963421","normalCopula","-0.24418778215804",NA
"806","14","512","96","2.47084314237372","claytonCopula","-0.236116225842749",NA
"807","14","512","96","-2.61000272807916e-07","gumbelCopula","1.00000001490116",NA
"808","14","512","96","-Inf","galambosCopula",NA,NA
"809","14","512","96","-Inf","huslerReissCopula",NA,NA
"810","14","512","96","-Inf","tevCopula",NA,NA
"811","14","512","96","1.54536815211004","tCopula","-0.243843101382633","28994.7971158419"
"812","14","512","96","-2.75326622499548e-07","rot gumbelCopula","1.00000001490116",NA
"813","14","512","96","-Inf","rot galambosCopula",NA,NA
"814","14","512","96","-Inf","rot huslerReissCopula",NA,NA
"815","15","512","96","0","Independent",NA,NA
"816","15","512","96","0.18451508583167","normalCopula","-0.087616632280939",NA
"817","15","512","96","0.58747642711018","claytonCopula","-0.0996070236110343",NA
"818","15","512","96","-1.08568810067156e-07","gumbelCopula","1.00000001490116",NA
"819","15","512","96","-Inf","galambosCopula",NA,NA
"820","15","512","96","-Inf","huslerReissCopula",NA,NA
"821","15","512","96","-Inf","tevCopula",NA,NA
"822","15","512","96","0.184464724114471","tCopula","-0.0876148173899286","170519.650658641"
"823","15","512","96","-1.70281609969142e-07","rot gumbelCopula","1.00000001490116",NA
"824","15","512","96","-Inf","rot galambosCopula",NA,NA
"825","15","512","96","-Inf","rot huslerReissCopula",NA,NA
"826","1","512","128","0","Independent",NA,NA
