"","P","D","W","ll","copula","params1","params2"
"1228","7","1024","96","1.61502530778352","tevCopula","-0.0377744540738061","1.64414449741101"
"1229","7","1024","96","2.40671267068903","tCopula","0.254533461870016","4.10814949109803"
"1230","7","1024","96","2.30479036186661","rot gumbelCopula","1.21913414677857",NA
"1231","7","1024","96","2.31159518323435","rot galambosCopula","0.476662838883376",NA
"1232","7","1024","96","2.29067049286258","rot huslerReissCopula","0.836771519981449",NA
"1233","8","1024","96","0","Independent",NA,NA
"1234","8","1024","96","0.204321204357255","normalCopula","0.0923352723992742",NA
"1235","8","1024","96","0.804491412824912","claytonCopula","0.226478528811923",NA
"1236","8","1024","96","0.038426181380308","gumbelCopula","1.02736385319052",NA
"1237","8","1024","96","0.0182985582104774","galambosCopula","0.196607296644305",NA
"1238","8","1024","96","0.0155525571273306","huslerReissCopula","0.452874383665027",NA
"1239","8","1024","96","0.0534972804956493","tevCopula","-0.728890439957855","1.48699198480479"
"1240","8","1024","96","0.204192357646985","tCopula","0.0923286117969886","6132.3803895536"
"1241","8","1024","96","0.435323458201789","rot gumbelCopula","1.08372329129859",NA
"1242","8","1024","96","0.612669893896135","rot galambosCopula","0.329160301707762",NA
"1243","8","1024","96","0.657460727170424","rot huslerReissCopula","0.659216506764707",NA
"1244","9","1024","96","0","Independent",NA,NA
"1245","9","1024","96","1.57610047596946","normalCopula","0.246569188165416",NA
"1246","9","1024","96","0.160315873592198","claytonCopula","0.303629037917841",NA
"1247","9","1024","96","2.01181765786369","gumbelCopula","1.19247822363697",NA
"1248","9","1024","96","2.24503701379297","galambosCopula","0.461285340046824",NA
"1249","9","1024","96","2.3369048219909","huslerReissCopula","0.833430295093052",NA
"1250","9","1024","96","2.31434829917909","tevCopula","0.937776762642101","45.4166092063292"
"1251","9","1024","96","1.57606812980106","tCopula","0.246566821558345","96471.1371737301"
"1252","9","1024","96","0.540653044012884","rot gumbelCopula","1.10347527281753",NA
"1253","9","1024","96","0.895403088293941","rot galambosCopula","0.36959270221091",NA
"1254","9","1024","96","1.00348713766076","rot huslerReissCopula","0.723317073533346",NA
"1255","10","1024","96","0","Independent",NA,NA
"1256","10","1024","96","0.205483809293513","normalCopula","-0.0926035044325492",NA
"1257","10","1024","96","0.0413897355624003","claytonCopula","-0.0525049809744545",NA
"1258","10","1024","96","-1.46031359497811e-07","gumbelCopula","1.00000001490116",NA
"1259","10","1024","96","-Inf","galambosCopula",NA,NA
"1260","10","1024","96","-Inf","huslerReissCopula",NA,NA
"1261","10","1024","96","-Inf","tevCopula",NA,NA
"1262","10","1024","96","0.205458792669819","tCopula","-0.0926012119240042","45696.3350002013"
"1263","10","1024","96","-4.24099857732063e-08","rot gumbelCopula","1.00000001490116",NA
"1264","10","1024","96","-Inf","rot galambosCopula",NA,NA
"1265","10","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1266","11","1024","96","0","Independent",NA,NA
"1267","11","1024","96","0.401600422307877","normalCopula","0.128392345190345",NA
"1268","11","1024","96","0.184778597927001","claytonCopula","0.176617169928646",NA
"1269","11","1024","96","0.529681871985593","gumbelCopula","1.09557423978643",NA
"1270","11","1024","96","0.61827045224541","galambosCopula","0.333269462528782",NA
"1271","11","1024","96","0.64440694310242","huslerReissCopula","0.659592320606227",NA
"1272","11","1024","96","0.630322817316824","tevCopula","0.82134561068804","24.3770294441033"
"1273","11","1024","96","0.448396844522932","tCopula","0.127615925329213","8.96512056171368"
"1274","11","1024","96","0.364746123004316","rot gumbelCopula","1.08753719465341",NA
"1275","11","1024","96","0.281964489493682","rot galambosCopula","0.300976445330116",NA
"1276","11","1024","96","0.273943357076099","rot huslerReissCopula","0.605422788522578",NA
"1277","12","1024","96","0","Independent",NA,NA
"1278","12","1024","96","6.58421257480057e-05","normalCopula","0.00166456231506266",NA
"1279","12","1024","96","0.102598377657668","claytonCopula","-0.0406256500269413",NA
"1280","12","1024","96","0.040461450003493","gumbelCopula","1.02485851280931",NA
"1281","12","1024","96","-Inf","galambosCopula",NA,NA
"1282","12","1024","96","-Inf","huslerReissCopula",NA,NA
"1283","12","1024","96","0.0916588391985492","tevCopula","0.729178080993578","25.4233737256982"
"1284","12","1024","96","-2.03061488182055e-05","tCopula","0.00168924810494322","18904.3173485282"
"1285","12","1024","96","-6.84982355645541e-08","rot gumbelCopula","1.00000001490116",NA
"1286","12","1024","96","-Inf","rot galambosCopula",NA,NA
"1287","12","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1288","13","1024","96","0","Independent",NA,NA
"1289","13","1024","96","1.43860842234228","normalCopula","0.236238802998634",NA
"1290","13","1024","96","2.0274678055084","claytonCopula","0.387086069066926",NA
"1291","13","1024","96","0.837243974580416","gumbelCopula","1.13484028895327",NA
"1292","13","1024","96","0.844972963057269","galambosCopula","0.381115866665473",NA
"1293","13","1024","96","0.841980657706458","huslerReissCopula","0.716242053551311",NA
"1294","13","1024","96","0.84523187086878","tevCopula","0.533413047977681","6.86326681850927"
"1295","13","1024","96","1.43839063649506","tCopula","0.236236540802162","13416.6892255398"
"1296","13","1024","96","1.72740737208021","rot gumbelCopula","1.18717914727247",NA
"1297","13","1024","96","1.75294995591472","rot galambosCopula","0.443955238294582",NA
"1298","13","1024","96","1.79314268206918","rot huslerReissCopula","0.803934423861226",NA
"1299","14","1024","96","0","Independent",NA,NA
"1300","14","1024","96","1.06076745448441","normalCopula","0.204813497868728",NA
"1301","14","1024","96","1.3603906788786","claytonCopula","0.345851602895377",NA
"1302","14","1024","96","1.27303334433749","gumbelCopula","1.16156160931729",NA
"1303","14","1024","96","1.12224088935485","galambosCopula","0.401263816483134",NA
"1304","14","1024","96","1.06776386239587","huslerReissCopula","0.732954898285516",NA
"1305","14","1024","96","1.46234587242359","tevCopula","-0.288438773908209","1.09391631900627"
"1306","14","1024","96","2.4140646835406","tCopula","0.227479678828817","2.91788499006937"
"1307","14","1024","96","1.80477635348014","rot gumbelCopula","1.19425670279168",NA
"1308","14","1024","96","1.35334650027276","rot galambosCopula","0.429817814389464",NA
"1309","14","1024","96","1.13304350834001","rot huslerReissCopula","0.743595512026933",NA
"1310","15","1024","96","0","Independent",NA,NA
"1311","15","1024","96","0.17289898688712","normalCopula","-0.0848598761585522",NA
"1312","15","1024","96","0.760766071384337","claytonCopula","-0.127360536580924",NA
"1313","15","1024","96","-2.31882989823462e-08","gumbelCopula","1.00000001490116",NA
"1314","15","1024","96","-Inf","galambosCopula",NA,NA
"1315","15","1024","96","-Inf","huslerReissCopula",NA,NA
"1316","15","1024","96","-Inf","tevCopula",NA,NA
"1317","15","1024","96","0.17240554598596","tCopula","-0.0848892251467625","5840.97519068273"
"1318","15","1024","96","-2.01504782908202e-07","rot gumbelCopula","1.00000001490116",NA
"1319","15","1024","96","-Inf","rot galambosCopula",NA,NA
"1320","15","1024","96","-Inf","rot huslerReissCopula",NA,NA
"1321","1","1024","128","0","Independent",NA,NA
"1322","1","1024","128","0.117454870057247","normalCopula","-0.0700554395705434",NA
"1323","1","1024","128","0.0220316425362282","claytonCopula","-0.0331099386285496",NA
"1324","1","1024","128","-7.86317739115416e-08","gumbelCopula","1.00000001490116",NA
"1325","1","1024","128","-Inf","galambosCopula",NA,NA
"1326","1","1024","128","-Inf","huslerReissCopula",NA,NA
"1327","1","1024","128","-Inf","tevCopula",NA,NA
"1328","1","1024","128","0.324083553407348","tCopula","-0.100095022732262","5.17826663731686"
"1329","1","1024","128","-4.77121245793383e-08","rot gumbelCopula","1.00000001490116",NA
"1330","1","1024","128","-Inf","rot galambosCopula",NA,NA
"1331","1","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1332","2","1024","128","0","Independent",NA,NA
"1333","2","1024","128","0.216537375235121","normalCopula","-0.0948252685166539",NA
"1334","2","1024","128","0.000770490102825372","claytonCopula","-0.00678406547663035",NA
"1335","2","1024","128","-1.53652955491024e-07","gumbelCopula","1.00000001490116",NA
"1336","2","1024","128","-Inf","galambosCopula",NA,NA
"1337","2","1024","128","-Inf","huslerReissCopula",NA,NA
"1338","2","1024","128","-Inf","tevCopula",NA,NA
"1339","2","1024","128","0.216258865470133","tCopula","-0.0950296393891632","10580.4090518466"
"1340","2","1024","128","-6.57493197664394e-08","rot gumbelCopula","1.00000001490116",NA
"1341","2","1024","128","-Inf","rot galambosCopula",NA,NA
"1342","2","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1343","3","1024","128","0","Independent",NA,NA
"1344","3","1024","128","2.30879278172509","normalCopula","-0.293106188118173",NA
"1345","3","1024","128","1.41108292535915","claytonCopula","-0.117827207874798",NA
"1346","3","1024","128","-2.79192008321733e-07","gumbelCopula","1.00000001490116",NA
"1347","3","1024","128","-Inf","galambosCopula",NA,NA
"1348","3","1024","128","-Inf","huslerReissCopula",NA,NA
"1349","3","1024","128","-Inf","tevCopula",NA,NA
"1350","3","1024","128","2.39260093618193","tCopula","-0.301617913834439","7.85619843115342"
"1351","3","1024","128","-3.83579428428482e-07","rot gumbelCopula","1.00000001490116",NA
"1352","3","1024","128","-Inf","rot galambosCopula",NA,NA
"1353","3","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1354","4","1024","128","0","Independent",NA,NA
"1355","4","1024","128","3.15363321547503","normalCopula","0.336425558702609",NA
"1356","4","1024","128","4.98665461169457","claytonCopula","0.600886671251088",NA
"1357","4","1024","128","1.68233390153161","gumbelCopula","1.19582816225513",NA
"1358","4","1024","128","1.81561932648458","galambosCopula","0.459572472417572",NA
"1359","4","1024","128","1.88775664991461","huslerReissCopula","0.827066537227543",NA
"1360","4","1024","128","1.86113331629287","tevCopula","0.913208896402826","32.7247291168348"
"1361","4","1024","128","3.15316227125906","tCopula","0.336396639075742","6198.86321912233"
"1362","4","1024","128","4.10480225169348","rot gumbelCopula","1.28584434188516",NA
"1363","4","1024","128","4.36623023613829","rot galambosCopula","0.564930306428443",NA
"1364","4","1024","128","4.49995805460345","rot huslerReissCopula","0.966478046895851",NA
"1365","5","1024","128","0","Independent",NA,NA
"1366","5","1024","128","1.79060708223487","normalCopula","0.261274292070694",NA
"1367","5","1024","128","1.39259170361662","claytonCopula","0.345611441959119",NA
"1368","5","1024","128","1.8845350956467","gumbelCopula","1.19179822262698",NA
"1369","5","1024","128","1.99173410486037","galambosCopula","0.454358075529636",NA
"1370","5","1024","128","1.99348097230188","huslerReissCopula","0.812876667405152",NA
"1371","5","1024","128","1.99608851067168","tevCopula","0.830648710384864","16.6196567260717"
"1372","5","1024","128","1.83410022932361","tCopula","0.252279968016902","14.0249552549916"
"1373","5","1024","128","1.42879591015925","rot gumbelCopula","1.16770670759624",NA
"1374","5","1024","128","1.70161035803661","rot galambosCopula","0.432628960420328",NA
"1375","5","1024","128","1.80089421739202","rot huslerReissCopula","0.798052606947536",NA
"1376","6","1024","128","0","Independent",NA,NA
"1377","6","1024","128","0.0333226378077285","normalCopula","-0.0374149541088999",NA
"1378","6","1024","128","0.00649201741347166","claytonCopula","0.0179684232467441",NA
"1379","6","1024","128","4.03546034314466e-05","gumbelCopula","1.00053196368584",NA
"1380","6","1024","128","-Inf","galambosCopula",NA,NA
"1381","6","1024","128","-Inf","huslerReissCopula",NA,NA
"1382","6","1024","128","0.0187130962650098","tevCopula","0.37594900977118","13.8249156367496"
"1383","6","1024","128","1.93928843690645","tCopula","-0.104202133080626","2.33226914385937"
"1384","6","1024","128","0.00686494659821929","rot gumbelCopula","1.00994536377238",NA
"1385","6","1024","128","-Inf","rot galambosCopula",NA,NA
"1386","6","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1387","7","1024","128","0","Independent",NA,NA
"1388","7","1024","128","0.628429448432583","normalCopula","-0.159619922807555",NA
"1389","7","1024","128","0.590569174519656","claytonCopula","-0.143880075221514",NA
"1390","7","1024","128","-1.75071768024077e-07","gumbelCopula","1.00000001490116",NA
"1391","7","1024","128","-Inf","galambosCopula",NA,NA
"1392","7","1024","128","-Inf","huslerReissCopula",NA,NA
"1393","7","1024","128","-Inf","tevCopula",NA,NA
"1394","7","1024","128","0.628383317668889","tCopula","-0.159617910936713","51853.0786683805"
"1395","7","1024","128","-1.37741795809554e-07","rot gumbelCopula","1.00000001490116",NA
"1396","7","1024","128","-Inf","rot galambosCopula",NA,NA
"1397","7","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1398","8","1024","128","0","Independent",NA,NA
"1399","8","1024","128","1.01871008872988","normalCopula","0.200969123154377",NA
"1400","8","1024","128","0.20171436060613","claytonCopula","0.284416288405211",NA
"1401","8","1024","128","1.4813541230677","gumbelCopula","1.16510050653095",NA
"1402","8","1024","128","1.54812175489482","galambosCopula","0.422261310557155",NA
"1403","8","1024","128","1.56218273956922","huslerReissCopula","0.773317231509226",NA
"1404","8","1024","128","1.5556045869839","tevCopula","0.871121094062362","24.7204272787516"
"1405","8","1024","128","1.16233300340287","tCopula","0.196290653846565","8.61346877631207"
"1406","8","1024","128","0.676193971274425","rot gumbelCopula","1.11559215980111",NA
"1407","8","1024","128","0.690282028293937","rot galambosCopula","0.359916324537071",NA
"1408","8","1024","128","0.648070385713871","rot huslerReissCopula","0.680154826296764",NA
"1409","9","1024","128","0","Independent",NA,NA
"1410","9","1024","128","0.726717287960359","normalCopula","0.171146006075314",NA
"1411","9","1024","128","0.533837490015072","claytonCopula","0.238716070652748",NA
"1412","9","1024","128","0.882874519463672","gumbelCopula","1.13016215656585",NA
"1413","9","1024","128","0.788015306140688","galambosCopula","0.368977769391076",NA
"1414","9","1024","128","0.723279897472802","huslerReissCopula","0.687990660457675",NA
"1415","9","1024","128","0.939292964824118","tevCopula","-0.0859559882756036","2.02743352456656"
"1416","9","1024","128","0.737814225390349","tCopula","0.174255730493736","26.9688059902612"
"1417","9","1024","128","0.544185228262754","rot gumbelCopula","1.10589908497858",NA
"1418","9","1024","128","0.6149970014856","rot galambosCopula","0.348359148401696",NA
"1419","9","1024","128","0.640441700251091","rot huslerReissCopula","0.679414769482651",NA
"1420","10","1024","128","0","Independent",NA,NA
"1421","10","1024","128","0.547587459844363","normalCopula","0.149287705291599",NA
"1422","10","1024","128","0.614835224600402","claytonCopula","0.210975589528222",NA
"1423","10","1024","128","0.551141336495035","gumbelCopula","1.0994008224748",NA
"1424","10","1024","128","0.651239190822907","galambosCopula","0.339275209685483",NA
"1425","10","1024","128","0.680088911560529","huslerReissCopula","0.667975161020097",NA
"1426","10","1024","128","0.665666860929256","tevCopula","0.836111762247447","25.9696889945381"
"1427","10","1024","128","0.817587034646483","tCopula","0.131681051799781","5.33000474491834"
"1428","10","1024","128","0.630558186596108","rot gumbelCopula","1.10719686930053",NA
"1429","10","1024","128","0.695596142841003","rot galambosCopula","0.347775243417389",NA
"1430","10","1024","128","0.698494013008756","rot huslerReissCopula","0.673409650717233",NA
"1431","11","1024","128","0","Independent",NA,NA
"1432","11","1024","128","0.0126335707166532","normalCopula","-0.023053829256935",NA
"1433","11","1024","128","-0.0204297998496849","claytonCopula","0.010240521327058",NA
"1434","11","1024","128","0.0314756585573667","gumbelCopula","1.02319878148621",NA
"1435","11","1024","128","-2.57043275635717e-11","galambosCopula","0.0279372797006474",NA
"1436","11","1024","128","-9.24796906734972e-11","huslerReissCopula","0.152758118750378",NA
"1437","11","1024","128","0.752882509174749","tevCopula","-0.919608627304944","0.206035347441757"
"1438","11","1024","128","0.0125089489688806","tCopula","-0.0229384354111058","2858.10734515089"
"1439","11","1024","128","-5.58439167755442e-08","rot gumbelCopula","1.00000001490116",NA
"1440","11","1024","128","-1.29907196506711e-11","rot galambosCopula","0.0291606070623095",NA
"1441","11","1024","128","-1.24427916496773e-10","rot huslerReissCopula","0.160663983683423",NA
"1442","12","1024","128","0","Independent",NA,NA
"1443","12","1024","128","0.910998812824638","normalCopula","0.19058678291071",NA
"1444","12","1024","128","0.716335067416658","claytonCopula","0.227323140724404",NA
"1445","12","1024","128","0.845105000838073","gumbelCopula","1.12551054229618",NA
"1446","12","1024","128","0.971393132230332","galambosCopula","0.375093937148789",NA
"1447","12","1024","128","1.01395507747524","huslerReissCopula","0.717100923675156",NA
"1448","12","1024","128","0.998941039762594","tevCopula","0.891342429625648","34.6289034392706"
"1449","12","1024","128","0.910717294154734","tCopula","0.190214389081369","6781.1026963529"
"1450","12","1024","128","0.695740494362476","rot gumbelCopula","1.11423487555975",NA
"1451","12","1024","128","0.860263446740539","rot galambosCopula","0.36732058640408",NA
"1452","12","1024","128","0.926347033335167","rot huslerReissCopula","0.712298260774186",NA
"1453","13","1024","128","0","Independent",NA,NA
"1454","13","1024","128","0.202188235096264","normalCopula","-0.0916799260498281",NA
"1455","13","1024","128","0.681185075378204","claytonCopula","-0.112763585637905",NA
"1456","13","1024","128","-5.29083693245891e-08","gumbelCopula","1.00000001490116",NA
"1457","13","1024","128","-Inf","galambosCopula",NA,NA
"1458","13","1024","128","-Inf","huslerReissCopula",NA,NA
"1459","13","1024","128","-Inf","tevCopula",NA,NA
"1460","13","1024","128","0.201654189066141","tCopula","-0.0917059956680064","5452.28004256265"
"1461","13","1024","128","-1.33875910961201e-07","rot gumbelCopula","1.00000001490116",NA
"1462","13","1024","128","-Inf","rot galambosCopula",NA,NA
"1463","13","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1464","14","1024","128","0","Independent",NA,NA
"1465","14","1024","128","5.32937806802501","normalCopula","0.420040118377473",NA
"1466","14","1024","128","6.77373716484309","claytonCopula","0.74221336661875",NA
"1467","14","1024","128","4.26230517681238","gumbelCopula","1.33275635920632",NA
"1468","14","1024","128","3.97473833486842","galambosCopula","0.592464254250505",NA
"1469","14","1024","128","3.80455006397545","huslerReissCopula","0.963382091084154",NA
"1470","14","1024","128","5.08679255717027","tevCopula","-0.184046393723318","0.547182000143382"
"1471","14","1024","128","5.34411897483369","tCopula","0.421062745431673","15.4260044060512"
"1472","14","1024","128","6.41082579767261","rot gumbelCopula","1.39699391121712",NA
"1473","14","1024","128","6.31630929619546","rot galambosCopula","0.66558403428529",NA
"1474","14","1024","128","6.32371175117667","rot huslerReissCopula","1.07311397426793",NA
"1475","15","1024","128","0","Independent",NA,NA
"1476","15","1024","128","2.52903974744612","normalCopula","-0.305292632013351",NA
"1477","15","1024","128","6.7919324843905","claytonCopula","-0.337588570789474",NA
"1478","15","1024","128","-1.82142529052409e-07","gumbelCopula","1.00000001490116",NA
"1479","15","1024","128","-Inf","galambosCopula",NA,NA
"1480","15","1024","128","-Inf","huslerReissCopula",NA,NA
"1481","15","1024","128","-Inf","tevCopula",NA,NA
"1482","15","1024","128","3.89612241839008","tCopula","-0.299940892345731","2.60803830137363"
"1483","15","1024","128","-3.88644074787465e-07","rot gumbelCopula","1.00000001490116",NA
"1484","15","1024","128","-Inf","rot galambosCopula",NA,NA
"1485","15","1024","128","-Inf","rot huslerReissCopula",NA,NA
"1486","1","1408","64","0","Independent",NA,NA
"1487","1","1408","64","0.105772582511541","normalCopula","0.0664879920677163",NA
"1488","1","1408","64","0.063888263327145","claytonCopula","0.0960053246299995",NA
"1489","1","1408","64","0.157195916974727","gumbelCopula","1.05128612297774",NA
"1490","1","1408","64","0.251488969320645","galambosCopula","0.275284422334864",NA
"1491","1","1408","64","0.272819789837412","huslerReissCopula","0.582359097817302",NA
"1492","1","1408","64","0.26346579647851","tevCopula","0.828279907338051","32.7515378210526"
"1493","1","1408","64","0.631759517915776","tCopula","0.0591904606332102","3.68565181007217"
"1494","1","1408","64","0.20196696767297","rot gumbelCopula","1.06111521584264",NA
"1495","1","1408","64","0.115398049289646","rot galambosCopula","0.253131018925431",NA
"1496","1","1408","64","0.103810793858058","rot huslerReissCopula","0.533947125759886",NA
"1497","2","1408","64","0","Independent",NA,NA
"1498","2","1408","64","0.444467579881002","normalCopula","-0.134899914137263",NA
"1499","2","1408","64","0.104743736844217","claytonCopula","-0.0659342390955555",NA
"1500","2","1408","64","-1.42707327958642e-07","gumbelCopula","1.00000001490116",NA
"1501","2","1408","64","-Inf","galambosCopula",NA,NA
"1502","2","1408","64","-Inf","huslerReissCopula",NA,NA
"1503","2","1408","64","-Inf","tevCopula",NA,NA
"1504","2","1408","64","1.22626836663493","tCopula","-0.126558912144742","3.44555749256621"
"1505","2","1408","64","-7.96278566295855e-08","rot gumbelCopula","1.00000001490116",NA
"1506","2","1408","64","-Inf","rot galambosCopula",NA,NA
"1507","2","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1508","3","1408","64","0","Independent",NA,NA
"1509","3","1408","64","0.44560923339001","normalCopula","-0.135092298694635",NA
"1510","3","1408","64","0.624192883213629","claytonCopula","-0.14496219591399",NA
"1511","3","1408","64","-9.56010029491e-08","gumbelCopula","1.00000001490116",NA
"1512","3","1408","64","-Inf","galambosCopula",NA,NA
"1513","3","1408","64","-Inf","huslerReissCopula",NA,NA
"1514","3","1408","64","-Inf","tevCopula",NA,NA
"1515","3","1408","64","0.536859378983448","tCopula","-0.134438821588886","8.2101894358308"
"1516","3","1408","64","-1.7561147393208e-07","rot gumbelCopula","1.00000001490116",NA
"1517","3","1408","64","-Inf","rot galambosCopula",NA,NA
"1518","3","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1519","4","1408","64","0","Independent",NA,NA
"1520","4","1408","64","0.167207816013249","normalCopula","-0.0834327533336035",NA
"1521","4","1408","64","0.0742631883689979","claytonCopula","0.0614476306282728",NA
"1522","4","1408","64","-1.06833870104628e-07","gumbelCopula","1.00000001490116",NA
"1523","4","1408","64","-Inf","galambosCopula",NA,NA
"1524","4","1408","64","-Inf","huslerReissCopula",NA,NA
"1525","4","1408","64","-Inf","tevCopula",NA,NA
"1526","4","1408","64","0.600393859079016","tCopula","-0.0717880316720731","4.17089567527187"
"1527","4","1408","64","0.0015002745713364","rot gumbelCopula","1.00454599896884",NA
"1528","4","1408","64","-Inf","rot galambosCopula",NA,NA
"1529","4","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1530","5","1408","64","0","Independent",NA,NA
"1531","5","1408","64","1.17962196632449","normalCopula","-0.215306798922953",NA
"1532","5","1408","64","0.358322369534639","claytonCopula","-0.0493509571196678",NA
"1533","5","1408","64","-2.0143877871694e-07","gumbelCopula","1.00000001490116",NA
"1534","5","1408","64","-Inf","galambosCopula",NA,NA
"1535","5","1408","64","-Inf","huslerReissCopula",NA,NA
"1536","5","1408","64","-Inf","tevCopula",NA,NA
"1537","5","1408","64","1.58580396932909","tCopula","-0.228487633612401","5.878683963478"
"1538","5","1408","64","-2.35561330851064e-07","rot gumbelCopula","1.00000001490116",NA
"1539","5","1408","64","-Inf","rot galambosCopula",NA,NA
"1540","5","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1541","6","1408","64","0","Independent",NA,NA
"1542","6","1408","64","0.649892502341134","normalCopula","0.16215822408469",NA
"1543","6","1408","64","-0.349804199280004","claytonCopula","0.264355772600733",NA
"1544","6","1408","64","1.74546267238237","gumbelCopula","1.19011160850518",NA
"1545","6","1408","64","1.32695519023354","galambosCopula","0.419300255081312",NA
"1546","6","1408","64","1.17608125944077","huslerReissCopula","0.739844605860497",NA
"1547","6","1408","64","3.11476267645877","tevCopula","-0.472131961385656","0.44776635182119"
"1548","6","1408","64","1.80979846785192","tCopula","0.202452395763377","2.79356049244425"
"1549","6","1408","64","0.342358314662723","rot gumbelCopula","1.08814543442615",NA
"1550","6","1408","64","0.276104131022825","rot galambosCopula","0.300431225527234",NA
"1551","6","1408","64","0.274687637201655","rot huslerReissCopula","0.606712411048059",NA
"1552","7","1408","64","0","Independent",NA,NA
"1553","7","1408","64","0.0138642125270905","normalCopula","-0.0241448851609203",NA
"1554","7","1408","64","0.365837725044491","claytonCopula","0.14337880127033",NA
"1555","7","1408","64","-5.21083651366938e-08","gumbelCopula","1.00000001490116",NA
"1556","7","1408","64","-Inf","galambosCopula",NA,NA
"1557","7","1408","64","-Inf","huslerReissCopula",NA,NA
"1558","7","1408","64","-Inf","tevCopula",NA,NA
"1559","7","1408","64","-Inf","tCopula",NA,NA
"1560","7","1408","64","0.277433207530616","rot gumbelCopula","1.06235928456561",NA
"1561","7","1408","64","-Inf","rot galambosCopula",NA,NA
"1562","7","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1563","8","1408","64","0","Independent",NA,NA
"1564","8","1408","64","0.013598181770347","normalCopula","-0.0239171534374762",NA
"1565","8","1408","64","0.253627759483302","claytonCopula","-0.0385346499067424",NA
"1566","8","1408","64","0.0753932165952429","gumbelCopula","1.03334138722413",NA
"1567","8","1408","64","-Inf","galambosCopula",NA,NA
"1568","8","1408","64","-Inf","huslerReissCopula",NA,NA
"1569","8","1408","64","0.125720755925208","tevCopula","0.698002069668401","21.6114570566679"
"1570","8","1408","64","0.013555723401502","tCopula","-0.0239129568710054","27662.3918895999"
"1571","8","1408","64","-1.2460775883523e-07","rot gumbelCopula","1.00000001490116",NA
"1572","8","1408","64","-Inf","rot galambosCopula",NA,NA
"1573","8","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1574","9","1408","64","0","Independent",NA,NA
"1575","9","1408","64","5.20159356424454","normalCopula","-0.415884477250689",NA
"1576","9","1408","64","3.24045382649565","claytonCopula","-0.200184020663411",NA
"1577","9","1408","64","-3.76519062952191e-07","gumbelCopula","1.00000001490116",NA
"1578","9","1408","64","-Inf","galambosCopula",NA,NA
"1579","9","1408","64","-Inf","huslerReissCopula",NA,NA
"1580","9","1408","64","-Inf","tevCopula",NA,NA
"1581","9","1408","64","5.63090777468128","tCopula","-0.397777520366173","5.01147705276708"
"1582","9","1408","64","-4.77060941065158e-07","rot gumbelCopula","1.00000001490116",NA
"1583","9","1408","64","-Inf","rot galambosCopula",NA,NA
"1584","9","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1585","10","1408","64","0","Independent",NA,NA
"1586","10","1408","64","1.12768922131404","normalCopula","-0.210805793815823",NA
"1587","10","1408","64","0.423448150857681","claytonCopula","-0.0805612836015189",NA
"1588","10","1408","64","-1.68030966380978e-07","gumbelCopula","1.00000001490116",NA
"1589","10","1408","64","-Inf","galambosCopula",NA,NA
"1590","10","1408","64","-Inf","huslerReissCopula",NA,NA
"1591","10","1408","64","-Inf","tevCopula",NA,NA
"1592","10","1408","64","3.23399489601182","tCopula","-0.278566812793859","2.58130973698383"
"1593","10","1408","64","-2.08016387517884e-07","rot gumbelCopula","1.00000001490116",NA
"1594","10","1408","64","-Inf","rot galambosCopula",NA,NA
"1595","10","1408","64","-Inf","rot huslerReissCopula",NA,NA
"1596","11","1408","64","0","Independent",NA,NA
"1597","11","1408","64","0.191723510960914","normalCopula","0.08927603486813",NA
"1598","11","1408","64","0.688226098402616","claytonCopula","0.221443974818939",NA
"1599","11","1408","64","0.015332424461018","gumbelCopula","1.01642514867028",NA
"1600","11","1408","64","0.0502972095825063","galambosCopula","0.21700412582305",NA
"1601","11","1408","64","0.0563298336630824","huslerReissCopula","0.498546860660922",NA
"1602","11","1408","64","0.0499647967020522","tevCopula","0.553268915814627","15.9355714722986"
"1603","11","1408","64","0.191294985217498","tCopula","0.0919046131598002","7758.92659961863"
"1604","11","1408","64","0.58515116616251","rot gumbelCopula","1.0987539728693",NA
"1605","11","1408","64","0.493828044107464","rot galambosCopula","0.327025257626253",NA
"1606","11","1408","64","0.461199616145167","rot huslerReissCopula","0.637145383209184",NA
"1607","12","1408","64","0","Independent",NA,NA
"1608","12","1408","64","2.03157333781381","normalCopula","0.276689528719037",NA
"1609","12","1408","64","1.00160876087316","claytonCopula","0.397410831355387",NA
"1610","12","1408","64","1.83778336008485","gumbelCopula","1.19666898579081",NA
"1611","12","1408","64","1.94711808205246","galambosCopula","0.462725418078383",NA
"1612","12","1408","64","1.96606171103365","huslerReissCopula","0.825528272337344",NA
"1613","12","1408","64","1.95839506043563","tevCopula","0.878704025963869","23.0078717259384"
