"","P","S","ll","copula","params1","params2"
"88","1","2","2.71636761891514","rot huslerReissCopula","0.868736214960525",NA
"89","1","3","0","Independent",NA,NA
"90","1","3","0.247584208125504","normalCopula","0.0966024340859259",NA
"91","1","3","-0.107322909245211","claytonCopula","0.0594044438038086",NA
"92","1","3","0.755326747149491","gumbelCopula","1.09796378955109",NA
"93","1","3","0.964784256805459","galambosCopula","0.345749594030312",NA
"94","1","3","1.01396502678202","huslerReissCopula","0.679896657535778",NA
"95","1","3","0.998411592427049","tevCopula","0.8929401139442","39.1790067454583"
"96","1","3","0.555175474369608","tCopula","0.0465324148314204","4.52859646331675"
"97","1","3","0.0324649962718118","rot gumbelCopula","1.02302090892826",NA
"98","1","3","0.0755657899164861","rot galambosCopula","0.224512468293261",NA
"99","1","3","0.0877152797405279","rot huslerReissCopula","0.512061368387931",NA
"100","1","4","0","Independent",NA,NA
"101","1","4","3.95787518810169","normalCopula","0.367555582269713",NA
"102","1","4","6.6115933341933","claytonCopula","0.696227049159446",NA
"103","1","4","2.34911367269671","gumbelCopula","1.23524893045609",NA
"104","1","4","2.2660480482175","galambosCopula","0.492468770674393",NA
"105","1","4","2.24341073847933","huslerReissCopula","0.85445805401615",NA
"106","1","4","2.39692431150827","tevCopula","-0.118727202849151","1.13659698816398"
"107","1","4","3.95759276160805","tCopula","0.367522754147234","1811.68024054468"
"108","1","4","5.4203509600688","rot gumbelCopula","1.33232083293829",NA
"109","1","4","5.67215546832012","rot galambosCopula","0.615726602934141",NA
"110","1","4","5.79455490426414","rot huslerReissCopula","1.02808310357222",NA
"111","10","0","0","Independent",NA,NA
"112","10","0","1.16036567169404","normalCopula","0.208918623372796",NA
"113","10","0","4.03057148197244","claytonCopula","0.509411238248511",NA
"114","10","0","0.327948167013834","gumbelCopula","1.08443730292462",NA
"115","10","0","0.25829575562062","galambosCopula","0.29912949099309",NA
"116","10","0","0.244784172233887","huslerReissCopula","0.600273848404334",NA
"117","10","0","0.424617339319848","tevCopula","-0.599466821706305","0.997337713854028"
"118","10","0","1.8452908592475","tCopula","0.18103504157529","3.55498502041247"
"119","10","0","2.85851340833628","rot gumbelCopula","1.21846315811447",NA
"120","10","0","2.9209193075115","rot galambosCopula","0.483179813305757",NA
"121","10","0","2.92185780135348","rot huslerReissCopula","0.850939296607451",NA
"122","10","1","0","Independent",NA,NA
"123","10","1","5.28136876321107","normalCopula","0.40712344281425",NA
"124","10","1","6.38710741665106","claytonCopula","0.732068600941036",NA
"125","10","1","3.0149971207014","gumbelCopula","1.26515679237754",NA
"126","10","1","3.34416816524333","galambosCopula","0.537569141481392",NA
"127","10","1","3.55379161691347","huslerReissCopula","0.933429938126453",NA
"128","10","1","3.51554327124401","tevCopula","0.963214431655556","61.6703711723612"
"129","10","1","5.28123114678034","tCopula","0.407120600123517","45183.0094477331"
"130","10","1","5.67043570247488","rot gumbelCopula","1.34982634390315",NA
"131","10","1","5.92569965509065","rot galambosCopula","0.631498955799522",NA
"132","10","1","6.03972825736958","rot huslerReissCopula","1.04276329545366",NA
"133","10","2","0","Independent",NA,NA
"134","10","2","3.00547724470128","normalCopula","0.314346328392484",NA
"135","10","2","-Inf","claytonCopula",NA,NA
"136","10","2","3.35417728618816","gumbelCopula","1.23971199398383",NA
"137","10","2","3.56076566073602","galambosCopula","0.514050186399114",NA
"138","10","2","3.57223483787999","huslerReissCopula","0.890654885796763",NA
"139","10","2","3.57402979536941","tevCopula","0.874823411207907","19.0351082524108"
"140","10","2","3.43211075545038","tCopula","0.269038921167827","4.65480624153542"
"141","10","2","2.80234744217721","rot gumbelCopula","1.22703321847483",NA
"142","10","2","2.92829589440365","rot galambosCopula","0.492369673739759",NA
"143","10","2","2.98108351794973","rot huslerReissCopula","0.865385345586599",NA
"144","10","3","0","Independent",NA,NA
"145","10","3","1.28462988160613","normalCopula","-0.209711643455006",NA
"146","10","3","0.431815941972384","claytonCopula","-0.128629259655075",NA
"147","10","3","-2.67105191397235e-07","gumbelCopula","1.00000001490116",NA
"148","10","3","-Inf","galambosCopula",NA,NA
"149","10","3","-Inf","huslerReissCopula",NA,NA
"150","10","3","-Inf","tevCopula",NA,NA
"151","10","3","1.45091528489754","tCopula","-0.16916392669141","4.99737090970163"
"152","10","3","-1.85454819542907e-07","rot gumbelCopula","1.00000001490116",NA
"153","10","3","-Inf","rot galambosCopula",NA,NA
"154","10","3","-Inf","rot huslerReissCopula",NA,NA
"155","10","4","0","Independent",NA,NA
"156","10","4","0.480644330896307","normalCopula","0.134101522608328",NA
"157","10","4","0.409780766938128","claytonCopula","0.159754870356781",NA
"158","10","4","0.666753858750023","gumbelCopula","1.10227191370806",NA
"159","10","4","0.568387010286131","galambosCopula","0.332543221653402",NA
"160","10","4","0.519005135653174","huslerReissCopula","0.641521573573645",NA
"161","10","4","0.726682305107916","tevCopula","-0.343293250280744","1.56047094680953"
"162","10","4","0.496511623974134","tCopula","0.129299580423461","20.8417200286929"
"163","10","4","0.346456562600749","rot gumbelCopula","1.07506828934041",NA
"164","10","4","0.556008814346252","rot galambosCopula","0.320058221453465",NA
"165","10","4","0.611972488073709","rot huslerReissCopula","0.649292603638342",NA
"166","11","0","0","Independent",NA,NA
"167","11","0","21.2559272831488","normalCopula","-0.821606817841579",NA
"168","11","0","7.5347240728839","claytonCopula","-0.395274592870922",NA
"169","11","0","-5.04237765902582e-07","gumbelCopula","1.00000001490116",NA
"170","11","0","-Inf","galambosCopula",NA,NA
"171","11","0","-Inf","huslerReissCopula",NA,NA
"172","11","0","-Inf","tevCopula",NA,NA
"173","11","0","21.2582870721047","tCopula","-0.821889263203191","109.622382935426"
"174","11","0","-5.21043165196966e-07","rot gumbelCopula","1.00000001490116",NA
"175","11","0","-Inf","rot galambosCopula",NA,NA
"176","11","0","-Inf","rot huslerReissCopula",NA,NA
"177","11","1","0","Independent",NA,NA
"178","11","1","3.01433369327997","normalCopula","0.318438963004816",NA
"179","11","1","9.27187098669401","claytonCopula","0.79671220997511",NA
"180","11","1","0.500416703972896","gumbelCopula","1.10896021865063",NA
"181","11","1","0.560721800792723","galambosCopula","0.351342745337311",NA
"182","11","1","0.571163552580596","huslerReissCopula","0.679292529220663",NA
"183","11","1","0.564747789389474","tevCopula","0.801693131099842","20.338692989193"
"184","11","1","3.01430040449927","tCopula","0.318472705059075","52155.8700792807"
"185","11","1","6.15930081042037","rot gumbelCopula","1.32884301056626",NA
"186","11","1","6.48757790719237","rot galambosCopula","0.617497000021869",NA
"187","11","1","6.67247774344464","rot huslerReissCopula","1.0389708000391",NA
"188","11","2","0","Independent",NA,NA
"189","11","2","9.4688013816345","normalCopula","0.514582399575579",NA
"190","11","2","3.02831361993378","claytonCopula","1.03348121708623",NA
"191","11","2","8.52715738581037","gumbelCopula","1.46775465296754",NA
"192","11","2","9.07251809926619","galambosCopula","0.755807817032154",NA
"193","11","2","9.45874842419714","huslerReissCopula","1.20360708284358",NA
"194","11","2","9.38464199565161","tevCopula","0.971306158382273","47.4616839648524"
"195","11","2","9.46307000804184","tCopula","0.514505757981254","1709.20238721254"
"196","11","2","6.28424622187838","rot gumbelCopula","1.40747339229602",NA
"197","11","2","6.54167424443193","rot galambosCopula","0.682661748354785",NA
"198","11","2","6.73830579815246","rot huslerReissCopula","1.09983879025572",NA
"199","11","3","0","Independent",NA,NA
"200","11","3","18.9408724164051","normalCopula","0.66701978079164",NA
"201","11","3","-0.0928941257407083","claytonCopula","1.93470770495721",NA
"202","11","3","21.5858269745229","gumbelCopula","1.9116427904202",NA
"203","11","3","21.3606868841378","galambosCopula","1.19280730772776",NA
"204","11","3","20.9024513249389","huslerReissCopula","1.65210694498595",NA
"205","11","3","21.4429164175226","tevCopula","0.837904910729403","3.44787796485485"
"206","11","3","18.9401972783923","tCopula","0.666881876225655","4372.92759787925"
"207","11","3","13.3470169735066","rot gumbelCopula","1.68188669697759",NA
"208","11","3","13.3070021142446","rot galambosCopula","0.947082734582146",NA
"209","11","3","13.1294702715303","rot huslerReissCopula","1.37205091389708",NA
"210","11","4","0","Independent",NA,NA
"211","11","4","17.0114601057367","normalCopula","0.699734556754862",NA
"212","11","4","9.11109385194741","claytonCopula","2.10277589807235",NA
"213","11","4","13.9512584162758","gumbelCopula","1.79204251524835",NA
"214","11","4","14.4774456673119","galambosCopula","1.08163122711701",NA
"215","11","4","15.1318546306465","huslerReissCopula","1.60637148907602",NA
"216","11","4","15.010984572817","tevCopula","0.983901189539786","47.7240920959303"
"217","11","4","17.0079966482751","tCopula","0.699684638329723","3224.50548030304"
"218","11","4","14.6656996534058","rot gumbelCopula","1.83320148009046",NA
"219","11","4","14.8359908261244","rot galambosCopula","1.11236293138238",NA
"220","11","4","15.1160437732644","rot huslerReissCopula","1.60491175302006",NA
"221","12","0","0","Independent",NA,NA
"222","12","0","3.19788854060928","normalCopula","0.326300067897371",NA
"223","12","0","2.89247059384512","claytonCopula","0.558375027064515",NA
"224","12","0","3.41344703340479","gumbelCopula","1.27413259419695",NA
"225","12","0","2.99582813246184","galambosCopula","0.523210824207486",NA
"226","12","0","2.80803715298346","huslerReissCopula","0.875085740344751",NA
"227","12","0","4.84660024986554","tevCopula","-0.30764544770782","0.499175381467732"
"228","12","0","3.415413147837","tCopula","0.335497566787041","6.66854054949845"
"229","12","0","3.10742508509672","rot gumbelCopula","1.25709974357215",NA
"230","12","0","3.14000486806539","rot galambosCopula","0.519006017603701",NA
"231","12","0","3.16618608261528","rot huslerReissCopula","0.893350494501815",NA
"232","12","1","0","Independent",NA,NA
"233","12","1","9.09448196012192","normalCopula","0.505883208027236",NA
"234","12","1","4.32765983158078","claytonCopula","0.952903553198815",NA
"235","12","1","9.34281233280641","gumbelCopula","1.46810444655068",NA
"236","12","1","9.7135819865687","galambosCopula","0.756862727501825",NA
"237","12","1","10.0139221370218","huslerReissCopula","1.20771015039674",NA
"238","12","1","9.94224052735158","tevCopula","0.966347973020103","40.1919581166368"
"239","12","1","9.09443436086582","tCopula","0.505881805353522","117884.458022705"
"240","12","1","6.7083804905185","rot gumbelCopula","1.39702979616774",NA
"241","12","1","7.11933186371894","rot galambosCopula","0.682805248263235",NA
"242","12","1","7.3380869103882","rot huslerReissCopula","1.10841240953523",NA
"243","12","2","0","Independent",NA,NA
"244","12","2","2.10863223437097","normalCopula","0.258629278476851",NA
"245","12","2","3.44135760394474","claytonCopula","0.433051950672453",NA
"246","12","2","1.05812993857274","gumbelCopula","1.14069191836391",NA
"247","12","2","1.1202291535754","galambosCopula","0.391388958755264",NA
"248","12","2","1.1492906352882","huslerReissCopula","0.734620144842173",NA
"249","12","2","1.13665048071285","tevCopula","0.882654413417768","30.2995397492843"
"250","12","2","2.10855794514167","tCopula","0.258768379552317","49209.4882629678"
"251","12","2","2.79176548606842","rot gumbelCopula","1.19985588721763",NA
"252","12","2","3.04817057059711","rot galambosCopula","0.469378510933027",NA
"253","12","2","3.13979071219568","rot huslerReissCopula","0.842091874936611",NA
"254","12","3","0","Independent",NA,NA
"255","12","3","0.0901301413625066","normalCopula","-0.0595016368168858",NA
"256","12","3","0.0920325017026569","claytonCopula","0.0652017395721999",NA
"257","12","3","-9.66745615452874e-08","gumbelCopula","1.00000001490116",NA
"258","12","3","-Inf","galambosCopula",NA,NA
"259","12","3","-Inf","huslerReissCopula",NA,NA
"260","12","3","-Inf","tevCopula",NA,NA
"261","12","3","0.395405948234894","tCopula","-0.0626085456116859","5.5657041692767"
"262","12","3","0.00217591796679591","rot gumbelCopula","1.00512714629103",NA
"263","12","3","-Inf","rot galambosCopula",NA,NA
"264","12","3","-Inf","rot huslerReissCopula",NA,NA
"265","12","4","0","Independent",NA,NA
"266","12","4","0.398708538085826","normalCopula","0.127293101900354",NA
"267","12","4","1.07124900965535","claytonCopula","0.270216130642487",NA
"268","12","4","0.0746853525774242","gumbelCopula","1.0376879848145",NA
"269","12","4","0.171211368759001","galambosCopula","0.263594211619759",NA
"270","12","4","0.197598140520372","huslerReissCopula","0.571373836284961",NA
"271","12","4","0.18188729074412","tevCopula","0.771139443713617","25.3701852115585"
"272","12","4","0.398493359155662","tCopula","0.127677350330682","3317.51185350107"
"273","12","4","0.985844527283542","rot gumbelCopula","1.12787753095948",NA
"274","12","4","0.859175568461501","rot galambosCopula","0.36444220825333",NA
"275","12","4","0.820921511297432","rot huslerReissCopula","0.688430518181819",NA
"276","13","0","0","Independent",NA,NA
"277","13","0","7.49380678038179","normalCopula","0.4698118848445",NA
"278","13","0","7.08317520571901","claytonCopula","0.830846597120318",NA
"279","13","0","5.49133718955756","gumbelCopula","1.34501465245471",NA
"280","13","0","6.1574428696478","galambosCopula","0.634758109889714",NA
"281","13","0","6.56558801843427","huslerReissCopula","1.06892034025272",NA
"282","13","0","6.48729246810404","tevCopula","0.966741219113698","52.2385340415038"
"283","13","0","7.49197574063767","tCopula","0.469739270162617","3154.25709298735"
"284","13","0","7.04304003395362","rot gumbelCopula","1.39422538635082",NA
"285","13","0","7.53183256483995","rot galambosCopula","0.683798389029877",NA
"286","13","0","7.85273325768825","rot huslerReissCopula","1.12174593326902",NA
"287","13","1","0","Independent",NA,NA
"288","13","1","0.0439127187536725","normalCopula","0.0416693540944603",NA
"289","13","1","1.32751704095433","claytonCopula","0.276681727434069",NA
"290","13","1","-6.28271656505364e-08","gumbelCopula","1.00000001490116",NA
"291","13","1","-1.55746526791453e-11","galambosCopula","0.0263417989309977",NA
"292","13","1","-1.11022302462517e-16","huslerReissCopula","0.107463330315848",NA
"293","13","1","-Inf","tevCopula",NA,NA
"294","13","1","0.708275395233756","tCopula","0.0395528699163585","4.01849065026413"
"295","13","1","0.795513674853933","rot gumbelCopula","1.10378886542702",NA
"296","13","1","0.816439124771862","rot galambosCopula","0.341669776195711",NA
"297","13","1","0.808301510630678","rot huslerReissCopula","0.664597438922883",NA
"298","13","2","0","Independent",NA,NA
"299","13","2","0.980061065871551","normalCopula","0.189072088829561",NA
"300","13","2","0.529774237686516","claytonCopula","0.270374799639381",NA
"301","13","2","1.81875585317498","gumbelCopula","1.18054938712949",NA
"302","13","2","1.43203927795066","galambosCopula","0.41853343114128",NA
"303","13","2","1.22939106927968","huslerReissCopula","0.735019944209468",NA
"304","13","2","2.30677833690711","tevCopula","-0.190492954943422","1.14009870328914"
"305","13","2","1.80511766430654","tCopula","0.188837753845463","3.6354764914836"
"306","13","2","0.769608891845768","rot gumbelCopula","1.11873609005157",NA
"307","13","2","0.846486118936633","rot galambosCopula","0.36147913882021",NA
"308","13","2","0.88091308509202","rot huslerReissCopula","0.697015948288838",NA
"309","13","3","0","Independent",NA,NA
"310","13","3","3.91618913025576","normalCopula","0.359937098537487",NA
"311","13","3","1.04768519247366","claytonCopula","0.59368367266298",NA
"312","13","3","5.32783523151768","gumbelCopula","1.33301381504432",NA
"313","13","3","5.29718644796871","galambosCopula","0.603858570284139",NA
"314","13","3","5.24017567851438","huslerReissCopula","0.994583392919956",NA
"315","13","3","5.32598270062134","tevCopula","0.612969223487419","4.12843514893554"
"316","13","3","4.20727899500007","tCopula","0.352959434789051","5.61527186926381"
"317","13","3","2.71013563389862","rot gumbelCopula","1.25044121478195",NA
"318","13","3","2.6428354018464","rot galambosCopula","0.50568325421894",NA
"319","13","3","2.65016602922661","rot huslerReissCopula","0.873796678708466",NA
"320","13","4","0","Independent",NA,NA
"321","13","4","0.835755622994984","normalCopula","-0.177379175886833",NA
"322","13","4","0.489703899362919","claytonCopula","-0.119275057561119",NA
"323","13","4","-1.77181928224732e-07","gumbelCopula","1.00000001490116",NA
"324","13","4","-Inf","galambosCopula",NA,NA
"325","13","4","-Inf","huslerReissCopula",NA,NA
"326","13","4","-Inf","tevCopula",NA,NA
"327","13","4","0.853029087232335","tCopula","-0.172609670476133","20.3967389025726"
"328","13","4","-1.99282279457827e-07","rot gumbelCopula","1.00000001490116",NA
"329","13","4","-Inf","rot galambosCopula",NA,NA
"330","13","4","-Inf","rot huslerReissCopula",NA,NA
"331","14","0","0","Independent",NA,NA
"332","14","0","2.70384318484373","normalCopula","-0.316537483021684",NA
"333","14","0","0.0254163469501617","claytonCopula","-0.0280065913562504",NA
"334","14","0","-4.65467371404439e-07","gumbelCopula","1.00000001490116",NA
"335","14","0","-Inf","galambosCopula",NA,NA
"336","14","0","-Inf","huslerReissCopula",NA,NA
"337","14","0","-Inf","tevCopula",NA,NA
"338","14","0","3.31091865624605","tCopula","-0.346197791070508","5.31313577107388"
"339","14","0","-1.85518358772341e-07","rot gumbelCopula","1.00000001490116",NA
"340","14","0","-Inf","rot galambosCopula",NA,NA
"341","14","0","-Inf","rot huslerReissCopula",NA,NA
"342","14","1","0","Independent",NA,NA
"343","14","1","0.368886292942469","normalCopula","-0.137740833252169",NA
"344","14","1","0.146871461481387","claytonCopula","0.0907112852932274",NA
"345","14","1","-2.34380051974264e-07","gumbelCopula","1.00000001490116",NA
"346","14","1","-Inf","galambosCopula",NA,NA
"347","14","1","-Inf","huslerReissCopula",NA,NA
"348","14","1","-Inf","tevCopula",NA,NA
"349","14","1","0.395358977111531","tCopula","-0.150409616861902","15.1272306868469"
"350","14","1","0.000333930016951187","rot gumbelCopula","1.00220626483213",NA
"351","14","1","-Inf","rot galambosCopula",NA,NA
"352","14","1","-Inf","rot huslerReissCopula",NA,NA
"353","14","2","0","Independent",NA,NA
"354","14","2","0.00352839631112345","normalCopula","-0.0134643366905753",NA
"355","14","2","0.423532328076539","claytonCopula","0.163791664335155",NA
"356","14","2","-1.34514948436915e-07","gumbelCopula","1.00000001490116",NA
"357","14","2","-Inf","galambosCopula",NA,NA
"358","14","2","-Inf","huslerReissCopula",NA,NA
"359","14","2","-Inf","tevCopula",NA,NA
"360","14","2","0.00322841247713668","tCopula","-0.0114592621770646","5067.00408486823"
"361","14","2","0.101523758721601","rot gumbelCopula","1.03987584940375",NA
"362","14","2","-Inf","rot galambosCopula",NA,NA
"363","14","2","-Inf","rot huslerReissCopula",NA,NA
"364","14","3","0","Independent",NA,NA
"365","14","3","6.0823506160188","normalCopula","-0.554862998208442",NA
"366","14","3","2.63415754283229","claytonCopula","-0.306658285841021",NA
"367","14","3","-3.39300719714997e-07","gumbelCopula","1.00000001490116",NA
"368","14","3","-Inf","galambosCopula",NA,NA
"369","14","3","-Inf","huslerReissCopula",NA,NA
"370","14","3","-Inf","tevCopula",NA,NA
"371","14","3","6.08213838461876","tCopula","-0.554896794264162","5558.25889980964"
"372","14","3","-3.43601540268856e-07","rot gumbelCopula","1.00000001490116",NA
"373","14","3","-Inf","rot galambosCopula",NA,NA
"374","14","3","-Inf","rot huslerReissCopula",NA,NA
"375","14","4","0","Independent",NA,NA
"376","14","4","6.21661455351605","normalCopula","0.689866329080269",NA
"377","14","4","4.00573224763213","claytonCopula","1.92866455728767",NA
"378","14","4","5.96920406416955","gumbelCopula","1.86640934485458",NA
"379","14","4","6.02908501552781","galambosCopula","1.1549385519046",NA
"380","14","4","6.09146037618137","huslerReissCopula","1.65774807086427",NA
"381","14","4","6.06874527321733","tevCopula","0.968977447212799","22.651711957731"
"382","14","4","6.31977039305097","tCopula","0.692237001515324","11.4381929820432"
"383","14","4","5.81026167951718","rot gumbelCopula","1.86331295066289",NA
"384","14","4","5.69982623185769","rot galambosCopula","1.14712723722454",NA
"385","14","4","5.43382800980766","rot huslerReissCopula","1.57819783750522",NA
"386","2","0","0","Independent",NA,NA
"387","2","0","2.74938344158418","normalCopula","-0.306476497120853",NA
"388","2","0","2.16639807519232","claytonCopula","-0.226302685461438",NA
"389","2","0","-2.82616334286445e-07","gumbelCopula","1.00000001490116",NA
"390","2","0","-Inf","galambosCopula",NA,NA
"391","2","0","-Inf","huslerReissCopula",NA,NA
"392","2","0","-Inf","tevCopula",NA,NA
"393","2","0","-Inf","tCopula",NA,NA
"394","2","0","-3.62633072953714e-07","rot gumbelCopula","1.00000001490116",NA
"395","2","0","-Inf","rot galambosCopula",NA,NA
"396","2","0","-Inf","rot huslerReissCopula",NA,NA
"397","2","1","0","Independent",NA,NA
"398","2","1","5.05200268495439","normalCopula","0.382949526567342",NA
"399","2","1","-1.12494742616381","claytonCopula","0.566867904755888",NA
"400","2","1","8.53042240878801","gumbelCopula","1.39533590852627",NA
"401","2","1","8.73012591801591","galambosCopula","0.682270130496671",NA
"402","2","1","8.81273648741469","huslerReissCopula","1.10739498593667",NA
"403","2","1","8.7925491829531","tevCopula","0.95227007071693","33.4108863342745"
"404","2","1","5.22694750079697","tCopula","0.378459424322681","8.49077872702369"
"405","2","1","2.09935507109467","rot gumbelCopula","1.21608040597201",NA
"406","2","1","2.05218811522508","rot galambosCopula","0.470967590637363",NA
"407","2","1","1.99111275792062","rot huslerReissCopula","0.821795573682311",NA
"408","2","2","0","Independent",NA,NA
"409","2","2","2.97249410174492","normalCopula","0.304433520910613",NA
"410","2","2","3.35576165222753","claytonCopula","0.452401953291831",NA
"411","2","2","2.59781522993573","gumbelCopula","1.20423973365392",NA
"412","2","2","2.84849697213508","galambosCopula","0.470315804317751",NA
"413","2","2","2.95725096407604","huslerReissCopula","0.844142352201092",NA
"414","2","2","2.92891304399906","tevCopula","0.935852309081783","42.8360283715813"
"415","2","2","3.04036718042334","tCopula","0.263036519796918","5.58279647671536"
"416","2","2","3.33320406212093","rot gumbelCopula","1.2396300605383",NA
"417","2","2","3.40391141075592","rot galambosCopula","0.505456618082516",NA
"418","2","2","3.45972089130111","rot huslerReissCopula","0.881691435324205",NA
"419","2","3","0","Independent",NA,NA
"420","2","3","4.15872480629032","normalCopula","0.350395891368381",NA
"421","2","3","4.73529065039424","claytonCopula","0.532720865849563",NA
"422","2","3","2.58776970773647","gumbelCopula","1.218780119673",NA
"423","2","3","2.95414056000182","galambosCopula","0.491838169533032",NA
"424","2","3","3.04389069297659","huslerReissCopula","0.867793282718596",NA
"425","2","3","3.02592673456741","tevCopula","0.933834620854641","39.0487309299536"
"426","2","3","4.15735455885036","tCopula","0.350364983900326","1819.68759338798"
