"","P","I","ll","copula","params1","params2"
"421","4","2","35.7889188619153","claytonCopula","1.5190634589047",NA
"422","4","2","38.8918920246128","gumbelCopula","1.5708160737763",NA
"423","4","2","39.7097333019967","galambosCopula","0.848701681345442",NA
"424","4","2","39.5741099216964","huslerReissCopula","1.27330496693377",NA
"425","4","2","39.8060979430744","tevCopula","0.920623486871466","14.1803338600364"
"426","4","2","48.0223855283187","tCopula","0.598746865807531","37.1100074862181"
"427","4","2","46.4941155110406","rot gumbelCopula","1.63101355726743",NA
"428","4","2","46.9718974344317","rot galambosCopula","0.912634249865131",NA
"429","4","2","46.8199833240141","rot huslerReissCopula","1.35280310169278",NA
"430","4","3","0","Independent",NA,NA
"431","4","3","63.9587727467311","normalCopula","0.663754009870554",NA
"432","4","3","79.0935649489474","claytonCopula","1.89007635666563",NA
"433","4","3","49.4013702628657","gumbelCopula","1.70243913119601",NA
"434","4","3","48.3649898192943","galambosCopula","0.963665733762182",NA
"435","4","3","46.1651299378376","huslerReissCopula","1.35361842597572",NA
"436","4","3","49.5762252026629","tevCopula","0.743600497392861","2.69981039558329"
"437","4","3","66.9436193144898","tCopula","0.671596311477753","5.63367042722011"
"438","4","3","77.6646876067616","rot gumbelCopula","1.93797303381559",NA
"439","4","3","77.1401508893642","rot galambosCopula","1.22679450682914",NA
"440","4","3","75.6201468200129","rot huslerReissCopula","1.70102426391344",NA
"441","5","0","0","Independent",NA,NA
"442","5","0","81.6361558741075","normalCopula","0.721495495793534",NA
"443","5","0","100.397336726072","claytonCopula","2.51453620303309",NA
"444","5","0","68.691102277276","gumbelCopula","1.9162426999899",NA
"445","5","0","66.3599748758856","galambosCopula","1.17485891950598",NA
"446","5","0","60.8570836809703","huslerReissCopula","1.52050105839537",NA
"447","5","0","71.7871061527696","tevCopula","0.762532653845993","1.78931042529179"
"448","5","0","92.3390884110696","tCopula","0.742174384439388","3.74989059548048"
"449","5","0","101.62011111611","rot gumbelCopula","2.20984808402708",NA
"450","5","0","100.984479444619","rot galambosCopula","1.50378730413403",NA
"451","5","0","97.8978168333859","rot huslerReissCopula","1.99118755092037",NA
"452","5","1","0","Independent",NA,NA
"453","5","1","73.4578205503657","normalCopula","0.696298494142645",NA
"454","5","1","100.922812219977","claytonCopula","2.57198723624723",NA
"455","5","1","56.9163105736836","gumbelCopula","1.82108736758619",NA
"456","5","1","53.9434190899953","galambosCopula","1.05995092755818",NA
"457","5","1","49.8664084932978","huslerReissCopula","1.40147181790594",NA
"458","5","1","62.7285893130861","tevCopula","0.645512538540208","0.995290110628561"
"459","5","1","83.5983652659741","tCopula","0.732690675858879","3.5630284661028"
"460","5","1","97.7999475363399","rot gumbelCopula","2.18522134334428",NA
"461","5","1","95.960201683913","rot galambosCopula","1.47380760139273",NA
