"","P","I","ll","copula","params"
"326","2","2","35.101087357323","gumbelCopula","2.22319491023024"
"327","2","2","35.5955586065897","galambosCopula","1.5139280200639"
"328","2","2","36.3315277348475","huslerReissCopula","2.08665586335673"
"329","2","2","36.160474944073","tevCopula","0.985673382423947"
"330","2","2","41.121700142515","tCopula","0.810564098747018"
"331","2","2","38.6871736944757","rot gumbelCopula","2.31403428270575"
"332","2","2","39.2346330318538","rot galambosCopula","1.61619975539179"
"333","2","2","40.0627775781462","rot huslerReissCopula","2.22994795134715"
"334","2","3","16.4223250599449","claytonCopula","2.14706959208468"
"335","2","3","21.4217074590403","gumbelCopula","1.82758693232174"
"336","2","3","21.7376819827215","galambosCopula","1.11052291422971"
"337","2","3","22.108046650629","huslerReissCopula","1.60441800038172"
"338","2","3","22.0221332843263","tevCopula","0.979153056944373"
"339","2","3","25.1039374588278","tCopula","0.704299779858316"
"340","2","3","23.1626168712488","rot gumbelCopula","1.86671090977338"
"341","2","3","23.6775755930646","rot galambosCopula","1.15581903692235"
"342","2","3","24.3576870614482","rot huslerReissCopula","1.68319311562291"
"343","2","4","0.849927972585404","claytonCopula","3.74150803389835"
"344","2","4","31.8416854371312","gumbelCopula","2.46025643131582"
"345","2","4","31.8898362618084","galambosCopula","1.75092685893823"
"346","2","4","31.8274890768006","huslerReissCopula","2.3178447795211"
"347","2","4","31.8852432896556","tevCopula","0.975142286459417"
"348","2","4","31.0012084799666","tCopula","0.809240558484981"
"349","2","4","25.3746563265203","rot gumbelCopula","2.22590303433807"
"350","2","4","25.2002907347433","rot galambosCopula","1.49423005171718"
"351","2","4","24.6413696345234","rot huslerReissCopula","1.95005441393417"
"352","3","0","7.58445799901666","claytonCopula","1.76347848762884"
"353","3","0","20.2980256283408","gumbelCopula","1.81381954536083"
"354","3","0","20.8544010625348","galambosCopula","1.11329555332801"
"355","3","0","21.5403535382409","huslerReissCopula","1.65149640291611"
"356","3","0","21.3761737897248","tevCopula","0.979864656184098"
"357","3","0","20.2996019010954","tCopula","0.676516408882402"
"358","3","0","15.6511934186396","rot gumbelCopula","1.69557616221357"
"359","3","0","16.2439199974564","rot galambosCopula","0.983463652149721"
"360","3","0","16.9006461410278","rot huslerReissCopula","1.48177439261709"
"361","3","1","29.8368578560849","claytonCopula","5.66403593170262"
"362","3","1","49.0880461766079","gumbelCopula","2.92501370870576"
"363","3","1","48.8997753823192","galambosCopula","2.19768456224098"
"364","3","1","48.1533847647835","huslerReissCopula","2.72708720064822"
"365","3","1","48.8334653296538","tevCopula","0.956410239528509"
"366","3","1","54.5251017929194","tCopula","0.883804525468718"
"367","3","1","52.7327381629949","rot gumbelCopula","3.06986534259455"
"368","3","1","52.534920075588","rot galambosCopula","2.35457979242321"
"369","3","1","51.3784174663455","rot huslerReissCopula","2.89144445207322"
"370","3","2","5.44933258218378","claytonCopula","1.83641444248445"
"371","3","2","21.5596074992827","gumbelCopula","1.86189298501892"
"372","3","2","21.9742002956234","galambosCopula","1.15906206295829"
"373","3","2","22.4838850896664","huslerReissCopula","1.69177168214422"
"374","3","2","22.3507263231727","tevCopula","0.978711069841539"
"375","3","2","20.7158350163252","tCopula","0.681055869862862"
"376","3","2","15.4239801444624","rot gumbelCopula","1.71459641789422"
"377","3","2","15.6406172711171","rot galambosCopula","0.990126478977374"
"378","3","2","15.8492784519196","rot huslerReissCopula","1.44853625992178"
"379","3","3","3.53898417506565","claytonCopula","2.82570176456341"
"380","3","3","33.8044828307174","gumbelCopula","2.21906464711681"
"381","3","3","34.4304401879329","galambosCopula","1.52838273110385"
"382","3","3","35.3957216772312","huslerReissCopula","2.15727987392187"
"383","3","3","35.1518679788589","tevCopula","0.985639020002415"
"384","3","3","33.0100242347251","tCopula","0.777975191133101"
"385","3","3","24.9123094491079","rot gumbelCopula","1.98557330997157"
"386","3","3","25.3923659589775","rot galambosCopula","1.27101465888841"
"387","3","3","25.8479614425946","rot huslerReissCopula","1.78392827418388"
"388","3","4","0.644616793530775","claytonCopula","3.12923303390125"
"389","3","4","36.09073402496","gumbelCopula","2.34551242006391"
"390","3","4","36.5531144481413","galambosCopula","1.65683667347233"
"391","3","4","37.191966447059","huslerReissCopula","2.29058262024796"
"392","3","4","37.022418846235","tevCopula","0.984559207964075"
"393","3","4","34.1079882380774","tCopula","0.792768748610659"
"394","3","4","25.8364955490762","rot gumbelCopula","2.04365519717439"
"395","3","4","26.3193338590133","rot galambosCopula","1.32370202413199"
"396","3","4","27.0898111686533","rot huslerReissCopula","1.86358408674593"
"397","4","0","-1.53594602881085","claytonCopula","2.54154670139075"
"398","4","0","34.877017895797","gumbelCopula","2.23862156404187"
"399","4","0","34.9677370217384","galambosCopula","1.53739899542658"
"400","4","0","35.0536823685642","huslerReissCopula","2.11104398355408"
"401","4","0","35.031128293304","tevCopula","0.97860944088485"
"402","4","0","29.374946855155","tCopula","0.74466842043245"
"403","4","0","21.3116447784823","rot gumbelCopula","1.878881907984"
"404","4","0","21.2267867644044","rot galambosCopula","1.14048879546542"
"405","4","0","21.2007504676426","rot huslerReissCopula","1.59399811514439"
"406","4","1","12.4335957853936","claytonCopula","3.13188319283926"
"407","4","1","27.4935500092951","gumbelCopula","2.1814506747365"
"408","4","1","27.9248675217509","galambosCopula","1.47587976095514"
"409","4","1","28.5821857578022","huslerReissCopula","2.058583117299"
"410","4","1","28.4251952057489","tevCopula","0.985212810394169"
"411","4","1","29.6896786426419","tCopula","0.785222372039262"
"412","4","1","26.4444300088463","rot gumbelCopula","2.1611066763679"
"413","4","1","26.4299689434142","rot galambosCopula","1.45325000240524"
"414","4","1","25.5376276780005","rot huslerReissCopula","1.91212957745115"
"415","4","2","6.14592052956966","claytonCopula","3.11398003947642"
"416","4","2","28.7972964322077","gumbelCopula","2.33575178392174"
"417","4","2","28.7902085684381","galambosCopula","1.62468694174794"
"418","4","2","28.6745183126188","huslerReissCopula","2.17404416578137"
"419","4","2","28.7497810528223","tevCopula","0.961051122215245"
"420","4","2","27.2374385996861","tCopula","0.785025558809086"
"421","4","2","23.0292087719849","rot gumbelCopula","2.14087691196021"
"422","4","2","22.6434524223391","rot galambosCopula","1.41208355986548"
"423","4","2","21.4767642212252","rot huslerReissCopula","1.81930565105435"
"424","4","3","20.1943323392982","claytonCopula","2.59793472651534"
"425","4","3","17.9803937671355","gumbelCopula","1.94876552277534"
"426","4","3","18.1585214967225","galambosCopula","1.22650995672975"
"427","4","3","18.3658854928212","huslerReissCopula","1.7258955637858"
"428","4","3","18.3111236681993","tevCopula","0.976990780687546"
"429","4","3","22.1212931250137","tCopula","0.749273935582879"
"430","4","3","23.1147356093128","rot gumbelCopula","2.13590899764919"
"431","4","3","23.2063613528109","rot galambosCopula","1.42977280957048"
"432","4","3","23.2256083338664","rot huslerReissCopula","1.96553533995455"
"433","4","4","-2.30113772521114","claytonCopula","3.40266201947826"
"434","4","4","29.8373336405587","gumbelCopula","2.37827073467778"
"435","4","4","29.9574303021127","galambosCopula","1.67715049690648"
"436","4","4","29.9903319786035","huslerReissCopula","2.2548196568317"
"437","4","4","30.0026699723835","tevCopula","0.976898488743443"
"438","4","4","27.7685284172925","tCopula","0.790921662447583"
"439","4","4","21.8116592585924","rot gumbelCopula","2.09319428676413"
"440","4","4","21.8417409068174","rot galambosCopula","1.37201358820356"
"441","4","4","21.5183290647778","rot huslerReissCopula","1.83832960000709"
"442","5","0","29.512372083164","claytonCopula","3.77217036654378"
"443","5","0","33.2663428950552","gumbelCopula","2.34464654188221"
"444","5","0","33.4690372783236","galambosCopula","1.62417400854408"
"445","5","0","33.8350141638949","huslerReissCopula","2.1813230706069"
"446","5","0","33.7211123296259","tevCopula","0.983703837668527"
"447","5","0","39.2207705909858","tCopula","0.829624202752891"
"448","5","0","38.7567465698289","rot gumbelCopula","2.5329873750979"
"449","5","0","38.9114785730424","rot galambosCopula","1.82515563911196"
"450","5","0","39.1463690774675","rot huslerReissCopula","2.42626730392762"
