,participant,id,mt
643,4,2.662965012722429,0.948
644,4,2.662965012722429,1.483
645,4,2.662965012722429,0.985
646,4,2.662965012722429,1.002
647,4,2.662965012722429,0.95
648,4,2.662965012722429,1.193
649,4,2.662965012722429,0.967
650,4,2.662965012722429,1.102
651,4,2.662965012722429,1.003
652,4,2.662965012722429,0.795
653,4,2.662965012722429,0.822
654,4,2.662965012722429,0.849
655,4,2.662965012722429,0.697
656,4,2.662965012722429,0.886
657,4,2.662965012722429,0.787
658,4,2.662965012722429,1.293
659,4,2.662965012722429,1.048
660,4,2.662965012722429,0.695
661,4,2.662965012722429,0.769
662,4,2.662965012722429,0.649
663,4,2.662965012722429,0.913
664,4,2.662965012722429,0.723
665,4,2.662965012722429,0.651
666,4,2.662965012722429,0.705
667,4,2.662965012722429,0.722
668,4,2.662965012722429,1.836
669,4,2.662965012722429,1.084
670,4,2.662965012722429,1.113
671,4,2.662965012722429,0.732
672,4,2.662965012722429,1.229
673,4,2.662965012722429,0.814
674,4,2.662965012722429,0.695
675,4,2.662965012722429,0.74
676,4,2.662965012722429,1.889
677,4,2.662965012722429,1.193
678,4,2.662965012722429,0.929
679,4,2.662965012722429,0.885
680,4,2.321928094887362,0.641
681,4,2.321928094887362,0.761
682,4,2.321928094887362,0.731
683,4,2.321928094887362,0.724
684,4,2.321928094887362,0.587
685,4,2.321928094887362,1.627
686,4,2.321928094887362,0.588
687,4,2.321928094887362,0.642
688,4,2.321928094887362,0.813
689,4,2.321928094887362,0.768
690,4,2.321928094887362,1.337
691,4,2.321928094887362,0.759
692,4,2.321928094887362,0.849
693,4,2.321928094887362,0.553
694,4,2.321928094887362,1.39
695,4,2.321928094887362,0.695
696,4,2.321928094887362,0.722
697,4,2.321928094887362,0.668
698,4,2.321928094887362,1.084
699,4,2.321928094887362,0.877
700,4,2.321928094887362,0.777
701,4,2.321928094887362,0.687
702,4,2.321928094887362,0.614
703,4,2.321928094887362,0.541
704,4,2.321928094887362,0.533
705,4,2.321928094887362,1.473
706,4,2.321928094887362,1.13
707,4,2.321928094887362,0.84
708,4,2.321928094887362,0.65
709,4,2.321928094887362,0.579
710,4,2.321928094887362,0.985
711,4,2.321928094887362,0.669
712,4,2.321928094887362,0.687
713,4,2.321928094887362,0.569
714,4,2.321928094887362,0.678
715,4,2.321928094887362,0.524
716,4,2.321928094887362,0.94
717,4,2.321928094887362,0.678
718,4,2.321928094887362,0.742
719,4,2.321928094887362,0.642
720,4,4.087462841250339,1.058
721,4,4.087462841250339,1.084
722,4,4.087462841250339,2.115
723,4,4.087462841250339,1.175
724,4,4.087462841250339,1.192
725,4,4.087462841250339,0.941
726,4,4.087462841250339,1.12
727,4,4.087462841250339,1.084
728,4,4.087462841250339,2.414
729,4,4.087462841250339,0.904
730,4,4.087462841250339,1.357
731,4,4.087462841250339,1.111
732,4,4.087462841250339,1.236
733,4,4.087462841250339,0.883
734,4,4.087462841250339,2.088
735,4,4.087462841250339,0.894
736,4,4.087462841250339,1.364
737,4,4.087462841250339,0.994
738,4,4.087462841250339,2.396
739,4,4.087462841250339,0.993
740,4,4.087462841250339,1.518
741,4,4.087462841250339,1.039
742,4,4.087462841250339,1.409
743,4,4.087462841250339,1.085
744,4,4.087462841250339,1.003
745,4,4.087462841250339,1.003
746,4,4.087462841250339,1.085
747,4,4.087462841250339,0.995
748,4,4.087462841250339,1.709
749,4,4.087462841250339,0.967
750,4,4.087462841250339,3.461
751,4,4.087462841250339,1.509
752,4,4.087462841250339,2.324
753,4,4.087462841250339,1.59
754,4,4.087462841250339,4.198
755,4,4.087462841250339,1.661
756,4,4.087462841250339,1.435
757,4,4.087462841250339,1.971
758,4,4.087462841250339,2.846
759,4,4.087462841250339,1.455
760,4,3.5443205162238103,0.84
761,4,3.5443205162238103,2.348
762,4,3.5443205162238103,1.625
763,4,3.5443205162238103,0.93
764,4,3.5443205162238103,0.984
765,4,3.5443205162238103,0.894
766,4,3.5443205162238103,1.977
767,4,3.5443205162238103,1.048
768,4,3.5443205162238103,0.968
769,4,3.5443205162238103,0.804
770,4,3.5443205162238103,1.201
771,4,3.5443205162238103,1.579
772,4,3.5443205162238103,1.038
773,4,3.5443205162238103,1.022
774,4,3.5443205162238103,1.555
775,4,3.5443205162238103,1.022
776,4,3.5443205162238103,1.084
777,4,3.5443205162238103,0.812
778,4,3.5443205162238103,1.003
779,4,3.5443205162238103,0.759
780,4,3.5443205162238103,1.391
781,4,3.5443205162238103,1.083
782,4,3.5443205162238103,1.148
783,4,3.5443205162238103,0.867
784,4,3.5443205162238103,1.446
785,4,3.5443205162238103,1.409
786,4,3.5443205162238103,0.923
787,4,3.5443205162238103,1.364
788,4,3.5443205162238103,1.157
789,4,3.5443205162238103,1.13
790,4,3.5443205162238103,3.074
791,4,3.5443205162238103,1.247
792,4,3.5443205162238103,3.028
793,4,3.5443205162238103,1.246
794,4,3.5443205162238103,2.73
795,4,3.5443205162238103,1.617
796,4,3.5443205162238103,1.455
797,4,3.5443205162238103,1.545
798,4,3.5443205162238103,1.21
799,4,3.5443205162238103,1.654
800,4,3.169925001442312,0.967
801,4,3.169925001442312,0.974
802,4,3.169925001442312,0.875
803,4,3.169925001442312,0.85
804,4,3.169925001442312,0.668
805,4,3.169925001442312,1.139
806,4,3.169925001442312,0.695
807,4,3.169925001442312,0.976
808,4,3.169925001442312,0.84
809,4,3.169925001442312,0.769
810,4,3.169925001442312,0.759
811,4,3.169925001442312,0.885
812,4,3.169925001442312,0.921
813,4,3.169925001442312,0.975
814,4,3.169925001442312,1.194
815,4,3.169925001442312,0.677
816,4,3.169925001442312,1.055
817,4,3.169925001442312,0.795
818,4,3.169925001442312,0.849
819,4,3.169925001442312,0.849
820,4,3.169925001442312,1.315
821,4,3.169925001442312,0.795
822,4,3.169925001442312,0.838
823,4,3.169925001442312,0.822
824,4,3.169925001442312,1.048
825,4,3.169925001442312,0.904
826,4,3.169925001442312,0.849
827,4,3.169925001442312,0.903
828,4,3.169925001442312,0.723
829,4,3.169925001442312,0.941
830,4,3.169925001442312,0.984
831,4,3.169925001442312,1.056
832,4,3.169925001442312,2.72
833,4,3.169925001442312,1.174
834,4,3.169925001442312,1.528
835,4,3.169925001442312,1.056
836,4,3.169925001442312,1.131
837,4,3.169925001442312,0.877
838,4,3.169925001442312,0.866
839,4,3.169925001442312,0.913
840,4,4.523561956057013,1.418
841,4,4.523561956057013,1.791
842,4,4.523561956057013,1.437
843,4,4.523561956057013,1.293
844,4,4.523561956057013,1.453
845,4,4.523561956057013,1.472
846,4,4.523561956057013,1.256
847,4,4.523561956057013,1.826
848,4,4.523561956057013,1.627
849,4,4.523561956057013,1.174
850,4,4.523561956057013,1.68
851,4,4.523561956057013,1.229
852,4,4.523561956057013,1.446
853,4,4.523561956057013,1.372
854,4,4.523561956057013,2.05
855,4,4.523561956057013,1.347
856,4,4.523561956057013,2.015
857,4,4.523561956057013,1.08
858,4,4.523561956057013,1.591
859,4,4.523561956057013,1.382
860,4,4.523561956057013,1.191
861,4,4.523561956057013,1.589
862,4,4.523561956057013,1.148
863,4,4.523561956057013,0.94
864,4,4.523561956057013,1.348
865,4,4.523561956057013,1.22
