participant,strategy,repetition,ide,mt
1,1,3,2.1792872415901785,0.6999999999999957
1,1,3,2.1792872415901785,1.0300000000000011
1,1,3,2.1792872415901785,0.8000000000000043
1,1,3,2.1792872415901785,0.7099999999999937
1,1,3,2.1792872415901785,1.1899999999999977
1,1,4,3.068948033193389,0.9000000000000001
1,1,4,3.068948033193389,1.02
1,1,4,3.068948033193389,0.8399999999999999
1,1,4,3.068948033193389,0.6799999999999997
1,1,4,3.068948033193389,0.4299999999999997
1,1,4,3.068948033193389,0.9400000000000013
1,1,4,3.068948033193389,1.25
1,1,4,3.068948033193389,1.2100000000000009
1,1,4,3.068948033193389,1.3399999999999999
1,1,4,3.068948033193389,1.5500000000000007
1,1,4,3.068948033193389,0.9800000000000004
1,1,4,3.068948033193389,0.990000000000002
1,1,4,3.068948033193389,1.0
1,1,4,3.068948033193389,0.9500000000000028
1,1,4,3.068948033193389,1.0
1,1,4,3.068948033193389,1.0499999999999972
1,1,5,3.606006876617459,0.88
1,1,5,3.606006876617459,0.7899999999999996
1,1,5,3.606006876617459,1.0200000000000005
1,1,5,3.606006876617459,1.0500000000000007
1,1,5,3.606006876617459,0.8100000000000005
1,1,5,3.606006876617459,1.179999999999998
1,1,5,3.606006876617459,0.6900000000000013
1,1,5,3.606006876617459,0.8499999999999979
1,1,5,3.606006876617459,1.5300000000000011
1,1,5,3.606006876617459,0.8200000000000003
1,1,5,3.606006876617459,0.8900000000000006
1,1,5,3.606006876617459,0.3999999999999986
1,1,5,3.606006876617459,0.8299999999999983
1,1,5,3.606006876617459,0.6900000000000048
1,1,5,3.606006876617459,0.8399999999999963
1,1,5,3.606006876617459,0.9499999999999957
1,2,1,3.0172151941777434,0.8599999999999999
1,2,1,3.0172151941777434,1.4299999999999997
1,2,1,3.0172151941777434,0.45000000000000107
1,2,1,3.0172151941777434,0.5500000000000007
1,2,1,3.0172151941777434,0.6900000000000013
1,2,1,3.0172151941777434,0.4800000000000004
1,2,1,3.0172151941777434,0.5800000000000018
1,2,1,3.0172151941777434,1.0399999999999991
1,2,1,3.0172151941777434,0.7800000000000011
1,2,1,3.0172151941777434,1.0700000000000003
1,2,1,3.0172151941777434,0.6799999999999997
1,2,1,3.0172151941777434,0.75
1,2,1,3.0172151941777434,0.8400000000000034
1,2,1,3.0172151941777434,0.6499999999999986
1,2,1,3.0172151941777434,0.6199999999999974
1,2,1,3.0172151941777434,0.8800000000000026
1,2,2,3.7660865260719594,0.6800000000000002
1,2,2,3.7660865260719594,0.8899999999999997
1,2,2,3.7660865260719594,0.5600000000000005
1,2,2,3.7660865260719594,0.5399999999999991
1,2,2,3.7660865260719594,0.8399999999999999
1,2,2,3.7660865260719594,1.0700000000000003
1,2,2,3.7660865260719594,0.8399999999999999
1,2,2,3.7660865260719594,0.8999999999999986
1,2,2,3.7660865260719594,0.6999999999999993
1,2,2,3.7660865260719594,0.7899999999999991
1,2,2,3.7660865260719594,0.7000000000000028
1,2,2,3.7660865260719594,0.5500000000000043
1,2,2,3.7660865260719594,0.4100000000000037
1,2,2,3.7660865260719594,0.6799999999999997
1,2,2,3.7660865260719594,0.759999999999998
1,2,2,3.7660865260719594,0.7800000000000011
1,2,3,4.573476993565791,1.02
1,2,3,4.573476993565791,0.5100000000000002
1,2,3,4.573476993565791,0.9199999999999999
1,2,3,4.573476993565791,1.2300000000000004
1,2,3,4.573476993565791,1.1999999999999993
1,2,3,4.573476993565791,1.4100000000000001
1,2,3,4.573476993565791,1.3900000000000006
1,2,3,4.573476993565791,1.2700000000000031
1,2,3,4.573476993565791,1.1400000000000006
1,2,3,4.573476993565791,1.1300000000000026
1,2,3,4.573476993565791,0.8399999999999963
1,2,3,4.573476993565791,1.5599999999999952
1,2,3,4.573476993565791,1.1300000000000026
1,2,3,4.573476993565791,0.9600000000000009
1,2,3,4.573476993565791,1.240000000000002
1,2,3,4.573476993565791,1.2899999999999991
1,2,4,4.8607624763710735,1.2900000000000003
1,2,4,4.8607624763710735,1.1100000000000003
1,2,4,4.8607624763710735,1.5
1,2,4,4.8607624763710735,1.3000000000000007
1,2,4,4.8607624763710735,1.0099999999999998
1,2,4,4.8607624763710735,0.6899999999999995
1,2,4,4.8607624763710735,0.8900000000000006
1,2,4,4.8607624763710735,1.0300000000000011
1,2,4,4.8607624763710735,0.75
1,2,4,4.8607624763710735,1.5599999999999987
1,2,4,4.8607624763710735,1.4600000000000009
1,2,4,4.8607624763710735,1.0000000000000036
1,2,4,4.8607624763710735,1.1400000000000006
1,2,4,4.8607624763710735,1.1600000000000037
1,2,4,4.8607624763710735,0.8699999999999974
1,2,4,4.8607624763710735,0.8599999999999994
1,2,5,5.730517320208487,1.3900000000000001
1,2,5,5.730517320208487,1.3600000000000003
1,2,5,5.730517320208487,1.2300000000000004
1,2,5,5.730517320208487,1.3200000000000003
1,2,5,5.730517320208487,1.040000000000001
1,2,5,5.730517320208487,0.7199999999999989
1,2,5,5.730517320208487,1.0400000000000027
1,2,5,5.730517320208487,1.240000000000002
1,2,5,5.730517320208487,0.8999999999999986
1,2,5,5.730517320208487,1.0500000000000007
1,2,5,5.730517320208487,1.0899999999999999
1,2,5,5.730517320208487,1.2700000000000031
1,2,5,5.730517320208487,1.1000000000000014
1,2,5,5.730517320208487,1.0200000000000031
1,2,5,5.730517320208487,0.8299999999999983
1,2,5,5.730517320208487,1.269999999999996
1,3,1,6.001018585265076,1.6700000000000002
1,3,1,6.001018585265076,0.8399999999999999
1,3,1,6.001018585265076,1.1799999999999997
1,3,1,6.001018585265076,1.0099999999999998
1,3,1,6.001018585265076,1.1900000000000013
1,3,1,6.001018585265076,1.120000000000001
1,3,1,6.001018585265076,1.1699999999999982
1,3,1,6.001018585265076,1.0700000000000003
1,3,1,6.001018585265076,0.8500000000000014
1,3,1,6.001018585265076,2.1199999999999974
1,3,1,6.001018585265076,1.6799999999999997
1,3,1,6.001018585265076,0.7000000000000028
1,3,1,6.001018585265076,1.2800000000000011
1,3,1,6.001018585265076,1.25
1,3,1,6.001018585265076,1.1400000000000006
1,3,1,6.001018585265076,1.3800000000000026
1,3,2,5.241508468981021,1.14
1,3,2,5.241508468981021,1.7199999999999998
1,3,2,5.241508468981021,0.7800000000000002
1,3,2,5.241508468981021,0.9700000000000006
1,3,2,5.241508468981021,0.5099999999999998
1,3,2,5.241508468981021,1.209999999999999
1,3,2,5.241508468981021,0.8200000000000003
1,3,2,5.241508468981021,1.2399999999999984
1,3,2,5.241508468981021,0.6799999999999997
1,3,2,5.241508468981021,0.9100000000000001
1,3,2,5.241508468981021,1.2399999999999984
1,3,2,5.241508468981021,0.6900000000000013
1,3,2,5.241508468981021,1.240000000000002
1,3,2,5.241508468981021,0.730000000000004
1,3,2,5.241508468981021,0.8700000000000045
1,3,2,5.241508468981021,1.269999999999996
1,3,3,7.2896182761622095,1.3900000000000001
1,3,3,7.2896182761622095,1.5900000000000007
1,3,3,7.2896182761622095,1.6900000000000013
1,3,3,7.2896182761622095,0.9900000000000002
1,3,3,7.2896182761622095,2.539999999999999
1,3,3,7.2896182761622095,1.8599999999999994
1,3,3,7.2896182761622095,1.629999999999999
1,3,3,7.2896182761622095,2.099999999999998
1,3,3,7.2896182761622095,1.2600000000000016
1,3,3,7.2896182761622095,1.3500000000000014
1,3,3,7.2896182761622095,1.3299999999999983
1,3,3,7.2896182761622095,1.6199999999999974
1,3,3,7.2896182761622095,1.1799999999999997
1,3,3,7.2896182761622095,1.2899999999999991
1,3,3,7.2896182761622095,1.4600000000000009
1,3,3,7.2896182761622095,1.4699999999999989
1,3,4,2.647799731130619,1.8600000000000003
1,3,4,2.647799731130619,1.0099999999999998
1,3,4,2.647799731130619,1.2599999999999998
1,3,4,2.647799731130619,1.2300000000000004
1,3,4,2.647799731130619,1.1300000000000008
1,3,4,2.647799731130619,1.2899999999999991
1,3,4,2.647799731130619,1.25
1,3,4,2.647799731130619,1.7300000000000004
1,3,4,2.647799731130619,1.120000000000001
1,3,4,2.647799731130619,1.4000000000000021
1,3,4,2.647799731130619,1.5700000000000003
1,3,4,2.647799731130619,1.240000000000002
1,3,4,2.647799731130619,1.6200000000000045
1,3,4,2.647799731130619,1.3599999999999994
1,3,4,2.647799731130619,1.5900000000000034
1,3,4,2.647799731130619,1.1199999999999974
1,3,4,2.647799731130619,0.759999999999998
1,3,5,3.86073300474091,1.17
1,3,5,3.86073300474091,1.4800000000000004
1,3,5,3.86073300474091,1.1899999999999995
1,3,5,3.86073300474091,1.0099999999999998
1,3,5,3.86073300474091,1.2599999999999998
1,3,5,3.86073300474091,1.1399999999999988
1,3,5,3.86073300474091,0.9699999999999989
1,3,5,3.86073300474091,1.1099999999999994
1,3,5,3.86073300474091,1.0999999999999979
1,3,5,3.86073300474091,1.2100000000000009
1,3,5,3.86073300474091,1.2600000000000016
1,3,5,3.86073300474091,1.5799999999999983
1,3,5,3.86073300474091,1.0999999999999943
1,3,5,3.86073300474091,1.1499999999999986
1,3,5,3.86073300474091,0.8699999999999974
1,3,5,3.86073300474091,0.7100000000000009
1,4,1,4.1657481303128865,2.08
1,4,1,4.1657481303128865,1.9799999999999995
1,4,1,4.1657481303128865,0.8399999999999999
1,4,1,4.1657481303128865,1.5299999999999994
1,4,1,4.1657481303128865,0.879999999999999
1,4,1,4.1657481303128865,0.7799999999999976
1,4,1,4.1657481303128865,1.4499999999999993
1,4,1,4.1657481303128865,1.490000000000002
1,4,1,4.1657481303128865,1.5399999999999991
1,4,1,4.1657481303128865,0.5499999999999972
1,4,1,4.1657481303128865,0.8900000000000006
1,4,1,4.1657481303128865,0.8599999999999994
1,4,1,4.1657481303128865,1.230000000000004
1,4,1,4.1657481303128865,1.1100000000000065
1,4,1,4.1657481303128865,1.0899999999999963
1,4,1,4.1657481303128865,0.9300000000000068
1,4,1,4.1657481303128865,1.2299999999999969
1,4,2,6.834102411632509,1.1700000000000002
1,4,2,6.834102411632509,2.1500000000000004
1,4,2,6.834102411632509,1.3099999999999996
1,4,2,6.834102411632509,0.9700000000000006
1,4,2,6.834102411632509,1.4000000000000004
1,4,2,6.834102411632509,1.3299999999999983
1,4,2,6.834102411632509,1.1900000000000013
1,4,2,6.834102411632509,2.009999999999998
1,4,2,6.834102411632509,2.0599999999999987
1,4,2,6.834102411632509,1.5599999999999987
1,4,2,6.834102411632509,2.280000000000001
1,4,2,6.834102411632509,1.1199999999999974
1,4,2,6.834102411632509,1.1200000000000045
1,4,2,6.834102411632509,1.4500000000000028
1,4,2,6.834102411632509,1.9200000000000017
1,4,2,6.834102411632509,1.4099999999999966
1,4,3,7.032572760051169,2.66
1,4,3,7.032572760051169,1.5200000000000005
1,4,3,7.032572760051169,1.7400000000000002
1,4,3,7.032572760051169,1.6600000000000001
1,4,3,7.032572760051169,2.6000000000000014
1,4,3,7.032572760051169,1.3000000000000007
1,4,3,7.032572760051169,1.8900000000000006
1,4,3,7.032572760051169,1.240000000000002
1,4,3,7.032572760051169,2.4800000000000004
1,4,3,7.032572760051169,1.2199999999999989
1,4,3,7.032572760051169,1.3299999999999983
1,4,3,7.032572760051169,1.5900000000000034
1,4,3,7.032572760051169,1.2299999999999969
1,4,3,7.032572760051169,1.1799999999999997
1,4,3,7.032572760051169,1.3900000000000006
1,4,3,7.032572760051169,1.1099999999999994
1,4,4,6.7839746697504815,1.9299999999999997
1,4,4,6.7839746697504815,2.0699999999999994
1,4,4,6.7839746697504815,1.4000000000000004
1,4,4,6.7839746697504815,1.2599999999999998
1,4,4,6.7839746697504815,1.7699999999999996
1,4,4,6.7839746697504815,0.7799999999999976
1,4,4,6.7839746697504815,2.469999999999999
1,4,4,6.7839746697504815,1.7199999999999989
1,4,4,6.7839746697504815,1.3499999999999979
1,4,4,6.7839746697504815,1.1000000000000014
1,4,4,6.7839746697504815,1.3999999999999986
1,4,4,6.7839746697504815,1.3200000000000003
1,4,4,6.7839746697504815,0.9299999999999997
1,4,4,6.7839746697504815,1.3599999999999994
1,4,4,6.7839746697504815,1.769999999999996
1,4,4,6.7839746697504815,1.1499999999999986
1,4,5,6.894835702209783,1.3000000000000003
1,4,5,6.894835702209783,2.06
1,4,5,6.894835702209783,1.7199999999999998
1,4,5,6.894835702209783,1.5600000000000005
1,4,5,6.894835702209783,1.1199999999999992
1,4,5,6.894835702209783,1.9700000000000024
1,4,5,6.894835702209783,1.6000000000000014
1,4,5,6.894835702209783,1.6799999999999997
1,4,5,6.894835702209783,2.0799999999999983
1,4,5,6.894835702209783,1.2399999999999984
1,4,5,6.894835702209783,0.9699999999999989
1,4,5,6.894835702209783,1.6000000000000014
1,4,5,6.894835702209783,1.6600000000000037
1,4,5,6.894835702209783,1.2899999999999991
1,4,5,6.894835702209783,1.4499999999999957
1,4,5,6.894835702209783,1.980000000000004
1,5,1,8.462426775150314,2.0200000000000005
1,5,1,8.462426775150314,2.46
1,5,1,8.462426775150314,1.1500000000000004
1,5,1,8.462426775150314,2.0799999999999983
1,5,1,8.462426775150314,2.5
1,5,1,8.462426775150314,1.7399999999999984
1,5,1,8.462426775150314,3.379999999999999
1,5,1,8.462426775150314,2.759999999999998
1,5,1,8.462426775150314,2.710000000000001
1,5,1,8.462426775150314,1.7800000000000011
1,5,1,8.462426775150314,2.030000000000001
1,5,1,8.462426775150314,3.020000000000003
1,5,1,8.462426775150314,2.25
1,5,1,8.462426775150314,2.1200000000000045
1,5,1,8.462426775150314,3.3299999999999983
1,5,1,8.462426775150314,2.3400000000000034
1,5,2,8.775489681000668,2.38
1,5,2,8.775489681000668,2.92
1,5,2,8.775489681000668,2.2700000000000014
1,5,2,8.775489681000668,1.7699999999999996
1,5,2,8.775489681000668,2.210000000000001
1,5,2,8.775489681000668,1.870000000000001
1,5,2,8.775489681000668,2.039999999999999
1,5,2,8.775489681000668,2.6600000000000037
1,5,2,8.775489681000668,2.5700000000000003
1,5,2,8.775489681000668,3.6499999999999986
1,5,2,8.775489681000668,1.9799999999999969
1,5,2,8.775489681000668,2.3699999999999974
1,5,2,8.775489681000668,1.9699999999999989
1,5,2,8.775489681000668,4.57
1,5,2,8.775489681000668,2.0
1,5,2,8.775489681000668,3.030000000000001
1,5,3,8.77660406991024,3.42
1,5,3,8.77660406991024,3.26
1,5,3,8.77660406991024,1.4799999999999986
1,5,3,8.77660406991024,3.289999999999999
1,5,3,8.77660406991024,2.4200000000000017
1,5,3,8.77660406991024,3.8099999999999987
1,5,3,8.77660406991024,2.039999999999999
1,5,3,8.77660406991024,3.190000000000005
1,5,3,8.77660406991024,3.200000000000003
1,5,3,8.77660406991024,2.1899999999999977
1,5,3,8.77660406991024,5.770000000000003
1,5,3,8.77660406991024,2.6400000000000006
1,5,3,8.77660406991024,2.3299999999999983
1,5,3,8.77660406991024,1.3600000000000065
1,5,3,8.77660406991024,3.030000000000001
1,5,3,8.77660406991024,1.5699999999999932
1,5,4,8.32409550831318,2.0900000000000003
1,5,4,8.32409550831318,2.2800000000000002
1,5,4,8.32409550831318,2.610000000000001
1,5,4,8.32409550831318,1.7800000000000011
1,5,4,8.32409550831318,3.1700000000000017
1,5,4,8.32409550831318,1.9499999999999993
1,5,4,8.32409550831318,2.219999999999999
1,5,4,8.32409550831318,2.210000000000001
1,5,4,8.32409550831318,2.25
1,5,4,8.32409550831318,1.8900000000000006
1,5,4,8.32409550831318,2.0999999999999943
1,5,4,8.32409550831318,2.8900000000000006
1,5,4,8.32409550831318,2.8299999999999983
1,5,4,8.32409550831318,1.8599999999999994
1,5,4,8.32409550831318,1.9200000000000017
1,5,4,8.32409550831318,2.809999999999995
1,5,5,8.549269108572615,1.98
1,5,5,8.549269108572615,2.08
1,5,5,8.549269108572615,1.9100000000000001
1,5,5,8.549269108572615,2.49
1,5,5,8.549269108572615,1.7399999999999984
1,5,5,8.549269108572615,1.0899999999999999
1,5,5,8.549269108572615,2.84
1,5,5,8.549269108572615,2.5100000000000016
1,5,5,8.549269108572615,2.8200000000000003
1,5,5,8.549269108572615,1.2700000000000031
1,5,5,8.549269108572615,2.5700000000000003
1,5,5,8.549269108572615,1.5600000000000023
1,5,5,8.549269108572615,2.289999999999999
1,5,5,8.549269108572615,3.3599999999999994
1,5,5,8.549269108572615,2.1300000000000026
1,5,5,8.549269108572615,1.5600000000000023
2,1,1,2.203912629576957,0.5599999999999996
2,1,1,2.203912629576957,0.6500000000000004
2,1,1,2.203912629576957,0.48999999999999844
2,1,1,2.203912629576957,0.6800000000000015
2,1,1,2.203912629576957,0.4400000000000013
2,1,1,2.203912629576957,0.6600000000000001
2,1,1,2.203912629576957,0.3999999999999986
2,1,1,2.203912629576957,0.4200000000000017
2,1,1,2.203912629576957,0.5500000000000043
2,1,1,2.203912629576957,0.490000000000002
2,1,1,2.203912629576957,0.36999999999999744
2,1,1,2.203912629576957,0.4099999999999966
2,1,1,2.203912629576957,0.5
2,1,1,2.203912629576957,0.6199999999999974
2,1,1,2.203912629576957,0.4200000000000017
2,1,2,2.2039755249604855,0.51
2,1,2,2.2039755249604855,0.5500000000000007
2,1,2,2.2039755249604855,0.6099999999999994
2,1,2,2.2039755249604855,0.6900000000000013
2,1,2,2.2039755249604855,0.7100000000000009
2,1,2,2.2039755249604855,0.610000000000003
2,1,2,2.2039755249604855,0.4700000000000024
2,1,2,2.2039755249604855,0.5399999999999991
2,1,2,2.2039755249604855,0.740000000000002
2,1,2,2.2039755249604855,0.6999999999999957
2,1,2,2.2039755249604855,1.0600000000000023
2,1,2,2.2039755249604855,0.5300000000000011
2,1,2,2.2039755249604855,0.7800000000000011
2,1,2,2.2039755249604855,0.4799999999999969
2,1,2,2.2039755249604855,0.509999999999998
2,1,2,2.2039755249604855,0.7899999999999991
2,1,2,2.2039755249604855,0.5900000000000034
2,1,2,2.2039755249604855,0.6099999999999994
2,1,3,2.952297667557197,0.9099999999999997
2,1,3,2.952297667557197,0.4299999999999997
2,1,3,2.952297667557197,0.4800000000000004
2,1,3,2.952297667557197,0.5300000000000011
2,1,3,2.952297667557197,0.4900000000000002
2,1,3,2.952297667557197,0.5599999999999987
2,1,3,2.952297667557197,0.7200000000000024
2,1,3,2.952297667557197,0.7699999999999996
2,1,3,2.952297667557197,0.759999999999998
2,1,3,2.952297667557197,0.6299999999999955
2,1,3,2.952297667557197,0.5999999999999943
2,1,3,2.952297667557197,0.7000000000000028
2,1,3,2.952297667557197,0.5
2,1,3,2.952297667557197,0.509999999999998
2,1,3,2.952297667557197,0.38000000000000256
2,1,3,2.952297667557197,0.490000000000002
2,1,3,2.952297667557197,0.46000000000000085
2,1,4,2.6258469179779107,0.6300000000000001
2,1,4,2.6258469179779107,0.7599999999999998
2,1,4,2.6258469179779107,0.6599999999999993
2,1,4,2.6258469179779107,0.5299999999999994
2,1,4,2.6258469179779107,0.45000000000000107
2,1,4,2.6258469179779107,0.5099999999999998
2,1,4,2.6258469179779107,0.490000000000002
2,1,4,2.6258469179779107,0.5700000000000003
2,1,4,2.6258469179779107,0.5400000000000027
2,1,4,2.6258469179779107,0.5700000000000003
2,1,4,2.6258469179779107,0.5199999999999996
2,1,4,2.6258469179779107,0.5900000000000034
2,1,4,2.6258469179779107,0.5300000000000011
2,1,4,2.6258469179779107,0.6299999999999955
2,1,4,2.6258469179779107,0.6300000000000026
2,1,4,2.6258469179779107,0.6300000000000026
2,1,5,2.3148749338036674,0.6699999999999999
2,1,5,2.3148749338036674,0.7400000000000002
2,1,5,2.3148749338036674,0.5
2,1,5,2.3148749338036674,0.4900000000000002
2,1,5,2.3148749338036674,0.7299999999999986
2,1,5,2.3148749338036674,0.5399999999999991
2,1,5,2.3148749338036674,0.7699999999999996
2,1,5,2.3148749338036674,0.5700000000000003
2,1,5,2.3148749338036674,0.5
2,1,5,2.3148749338036674,1.1499999999999986
2,1,5,2.3148749338036674,0.6000000000000014
2,1,5,2.3148749338036674,0.39000000000000057
2,1,5,2.3148749338036674,0.5200000000000031
2,1,5,2.3148749338036674,0.6300000000000026
2,1,5,2.3148749338036674,0.5800000000000054
2,1,5,2.3148749338036674,0.45000000000000284
2,2,1,3.2873668172261943,0.6400000000000006
2,2,1,3.2873668172261943,0.7200000000000006
2,2,1,3.2873668172261943,0.41999999999999993
2,2,1,3.2873668172261943,0.9300000000000015
2,2,1,3.2873668172261943,0.48999999999999844
2,2,1,3.2873668172261943,0.5999999999999979
2,2,1,3.2873668172261943,0.5
2,2,1,3.2873668172261943,0.5
2,2,1,3.2873668172261943,0.5299999999999976
2,2,1,3.2873668172261943,1.1400000000000006
2,2,1,3.2873668172261943,0.8699999999999974
2,2,1,3.2873668172261943,0.7899999999999991
2,2,1,3.2873668172261943,0.9400000000000048
2,2,1,3.2873668172261943,0.5499999999999972
2,2,1,3.2873668172261943,0.7899999999999991
2,2,2,2.9567299476643925,1.4299999999999997
2,2,2,2.9567299476643925,0.5999999999999996
2,2,2,2.9567299476643925,1.2400000000000002
2,2,2,2.9567299476643925,0.5399999999999991
2,2,2,2.9567299476643925,0.9600000000000009
2,2,2,2.9567299476643925,1.0800000000000018
2,2,2,2.9567299476643925,1.2199999999999989
2,2,2,2.9567299476643925,0.4799999999999969
2,2,2,2.9567299476643925,0.8500000000000014
2,2,2,2.9567299476643925,0.6400000000000006
2,2,2,2.9567299476643925,1.0900000000000034
2,2,2,2.9567299476643925,1.0700000000000003
2,2,2,2.9567299476643925,0.47000000000000597
2,2,2,2.9567299476643925,1.4799999999999969
2,2,2,2.9567299476643925,1.2600000000000051
2,2,2,2.9567299476643925,1.0700000000000074
2,2,2,2.9567299476643925,1.2399999999999949
2,2,3,3.272122339347241,0.94
2,2,3,3.272122339347241,0.5099999999999998
2,2,3,3.272122339347241,0.7400000000000002
2,2,3,3.272122339347241,0.46999999999999886
2,2,3,3.272122339347241,0.5600000000000005
2,2,3,3.272122339347241,0.9100000000000001
2,2,3,3.272122339347241,0.860000000000003
2,2,3,3.272122339347241,0.39000000000000057
2,2,3,3.272122339347241,0.9200000000000017
2,2,3,3.272122339347241,0.6499999999999986
2,2,3,3.272122339347241,0.7100000000000009
2,2,3,3.272122339347241,0.9399999999999977
2,2,3,3.272122339347241,1.0799999999999983
2,2,3,3.272122339347241,0.75
2,2,3,3.272122339347241,0.9399999999999977
2,2,3,3.272122339347241,0.7899999999999991
2,2,3,3.272122339347241,0.8100000000000023
2,2,4,3.7216403431147786,1.5
2,2,4,3.7216403431147786,0.6300000000000008
2,2,4,3.7216403431147786,0.629999999999999
2,2,4,3.7216403431147786,0.7900000000000009
2,2,4,3.7216403431147786,0.7100000000000009
2,2,4,3.7216403431147786,0.8000000000000007
2,2,4,3.7216403431147786,0.990000000000002
2,2,4,3.7216403431147786,1.0399999999999991
2,2,4,3.7216403431147786,0.8799999999999955
2,2,4,3.7216403431147786,0.8799999999999955
2,2,4,3.7216403431147786,0.9600000000000009
2,2,4,3.7216403431147786,0.8900000000000006
2,2,4,3.7216403431147786,1.2199999999999989
2,2,4,3.7216403431147786,1.0499999999999972
2,2,4,3.7216403431147786,0.7100000000000009
2,2,4,3.7216403431147786,0.8399999999999963
2,2,5,4.059240736773722,0.5899999999999999
2,2,5,4.059240736773722,1.2000000000000002
2,2,5,4.059240736773722,1.0299999999999994
2,2,5,4.059240736773722,0.9800000000000004
2,2,5,4.059240736773722,0.8800000000000008
2,2,5,4.059240736773722,0.9800000000000004
2,2,5,4.059240736773722,0.7399999999999984
2,2,5,4.059240736773722,0.8500000000000014
2,2,5,4.059240736773722,0.5299999999999976
2,2,5,4.059240736773722,0.9699999999999989
2,2,5,4.059240736773722,0.8999999999999986
2,2,5,4.059240736773722,1.2700000000000031
2,2,5,4.059240736773722,0.9000000000000057
2,2,5,4.059240736773722,0.9200000000000017
2,2,5,4.059240736773722,1.0600000000000023
2,2,5,4.059240736773722,0.5399999999999991
2,2,5,4.059240736773722,0.6799999999999997
2,2,5,4.059240736773722,1.0499999999999972
2,3,1,4.775147299760788,1.01
2,3,1,4.775147299760788,0.8100000000000005
2,3,1,4.775147299760788,1.9000000000000004
2,3,1,4.775147299760788,0.9499999999999993
2,3,1,4.775147299760788,0.9600000000000009
2,3,1,4.775147299760788,1.75
2,3,1,4.775147299760788,1.0800000000000018
2,3,1,4.775147299760788,1.8199999999999967
2,3,1,4.775147299760788,1.7900000000000027
2,3,1,4.775147299760788,1.1499999999999986
2,3,1,4.775147299760788,1.0799999999999983
2,3,1,4.775147299760788,1.8100000000000023
2,3,1,4.775147299760788,0.5700000000000003
2,3,1,4.775147299760788,0.8299999999999983
2,3,1,4.775147299760788,1.3100000000000023
2,3,1,4.775147299760788,1.0
2,3,2,4.445998676243113,2.3
2,3,2,4.445998676243113,2.4499999999999993
2,3,2,4.445998676243113,1.379999999999999
2,3,2,4.445998676243113,0.7899999999999991
2,3,2,4.445998676243113,1.4299999999999997
2,3,2,4.445998676243113,0.6499999999999986
2,3,2,4.445998676243113,1.6699999999999982
2,3,2,4.445998676243113,2.229999999999997
2,3,2,4.445998676243113,1.4699999999999989
2,3,2,4.445998676243113,1.1000000000000014
2,3,2,4.445998676243113,1.0500000000000043
2,3,2,4.445998676243113,0.5200000000000031
2,3,2,4.445998676243113,0.980000000000004
2,3,2,4.445998676243113,1.3400000000000034
2,3,2,4.445998676243113,1.309999999999988
2,3,2,4.445998676243113,1.3500000000000085
2,3,2,4.445998676243113,1.480000000000004
2,3,3,4.032753682787324,0.5899999999999999
2,3,3,4.032753682787324,1.5999999999999996
2,3,3,4.032753682787324,0.8899999999999988
2,3,3,4.032753682787324,1.1000000000000014
2,3,3,4.032753682787324,1.1900000000000013
2,3,3,4.032753682787324,1.7600000000000016
2,3,3,4.032753682787324,0.9199999999999946
2,3,3,4.032753682787324,1.6499999999999986
2,3,3,4.032753682787324,1.1700000000000017
