"",participant,day,iteration,A,W,ID,IDe(2d),Duration
1200,9,2,3,1024,64,4.0875,3.9823,1.672
1201,9,2,3,1024,64,4.0875,3.9823,1.401
1202,9,2,3,1024,64,4.0875,3.9823,1.085
1203,9,2,3,1024,64,4.0875,3.9823,1.022
1204,9,2,3,1024,64,4.0875,3.9823,1.372
1205,9,2,3,1024,64,4.0875,3.9823,1.165
1206,9,2,3,1024,64,4.0875,3.9823,1.111
1207,9,2,3,1024,64,4.0875,3.9823,0.976
1208,9,2,3,1024,64,4.0875,3.9823,1.942
1209,9,2,3,1024,64,4.0875,3.9823,1.274
1210,9,2,3,1024,64,4.0875,3.9823,1.166
1211,9,2,3,1024,64,4.0875,3.9823,1.275
1212,9,2,3,1024,64,4.0875,3.9823,1.202
1213,9,2,3,1024,64,4.0875,3.9823,1.427
1214,9,2,3,1024,64,4.0875,3.9823,1.565
1215,9,2,3,1024,64,4.0875,3.9823,1.753
1216,9,2,3,1024,64,4.0875,3.9823,1.518
1217,9,2,3,1024,64,4.0875,3.9823,1.104
1218,9,2,3,1024,64,4.0875,3.9823,1.272
1219,9,2,3,1024,64,4.0875,3.9823,1.085
1220,9,2,3,1024,96,3.5443,3.506,1.003
1221,9,2,3,1024,96,3.5443,3.506,0.723
1222,9,2,3,1024,96,3.5443,3.506,0.849
1223,9,2,3,1024,96,3.5443,3.506,0.878
1224,9,2,3,1024,96,3.5443,3.506,0.84
1225,9,2,3,1024,96,3.5443,3.506,0.813
1226,9,2,3,1024,96,3.5443,3.506,1.084
1227,9,2,3,1024,96,3.5443,3.506,1.247
1228,9,2,3,1024,96,3.5443,3.506,0.874
1229,9,2,3,1024,96,3.5443,3.506,1.31
1230,9,2,3,1024,96,3.5443,3.506,0.723
1231,9,2,3,1024,96,3.5443,3.506,0.895
1232,9,2,3,1024,96,3.5443,3.506,0.803
1233,9,2,3,1024,96,3.5443,3.506,1.113
1234,9,2,3,1024,96,3.5443,3.506,0.895
1235,9,2,3,1024,96,3.5443,3.506,1.129
1236,9,2,3,1024,96,3.5443,3.506,1.075
1237,9,2,3,1024,96,3.5443,3.506,2.286
1238,9,2,3,1024,96,3.5443,3.506,0.821
1239,9,2,3,1024,96,3.5443,3.506,0.994
1240,9,2,3,1024,128,3.1699,3.3277,1.039
1241,9,2,3,1024,128,3.1699,3.3277,0.895
1242,9,2,3,1024,128,3.1699,3.3277,0.803
1243,9,2,3,1024,128,3.1699,3.3277,0.876
1244,9,2,3,1024,128,3.1699,3.3277,0.957
1245,9,2,3,1024,128,3.1699,3.3277,0.659
1246,9,2,3,1024,128,3.1699,3.3277,0.931
1247,9,2,3,1024,128,3.1699,3.3277,0.877
1248,9,2,3,1024,128,3.1699,3.3277,0.867
1249,9,2,3,1024,128,3.1699,3.3277,0.878
1250,9,2,3,1024,128,3.1699,3.3277,0.958
1251,9,2,3,1024,128,3.1699,3.3277,0.759
1252,9,2,3,1024,128,3.1699,3.3277,1.3
1253,9,2,3,1024,128,3.1699,3.3277,0.74
1254,9,2,3,1024,128,3.1699,3.3277,1.236
1255,9,2,3,1024,128,3.1699,3.3277,0.93
1256,9,2,3,1024,128,3.1699,3.3277,1.238
1257,9,2,3,1024,128,3.1699,3.3277,2.098
1258,9,2,3,1024,128,3.1699,3.3277,0.723
1259,9,2,3,1024,128,3.1699,3.3277,1.048
1260,9,2,3,1408,64,4.5236,4.4168,1.382
1261,9,2,3,1408,64,4.5236,4.4168,1.022
1262,9,2,3,1408,64,4.5236,4.4168,1.463
1263,9,2,3,1408,64,4.5236,4.4168,1.744
1264,9,2,3,1408,64,4.5236,4.4168,1.264
1265,9,2,3,1408,64,4.5236,4.4168,1.5
1266,9,2,3,1408,64,4.5236,4.4168,1.897
1267,9,2,3,1408,64,4.5236,4.4168,1.582
1268,9,2,3,1408,64,4.5236,4.4168,2.441
