"",participant,day,iteration,A,W,ID,IDe(2d),Duration
15360,1,2,2,1408,96,3.9696,3.8323,1.257
15361,1,2,2,1408,96,3.9696,3.8323,1.586
15362,1,2,2,1408,96,3.9696,3.8323,0.74
15363,1,2,2,1408,96,3.9696,3.8323,2.078
15364,1,2,2,1408,96,3.9696,3.8323,1.317
15365,1,2,2,1408,96,3.9696,3.8323,1.408
15366,1,2,2,1408,96,3.9696,3.8323,1.274
15367,1,2,2,1408,96,3.9696,3.8323,1.626
15368,1,2,2,1408,96,3.9696,3.8323,1.336
15369,1,2,2,1408,96,3.9696,3.8323,1.502
15370,1,2,2,1408,96,3.9696,3.8323,1.272
15371,1,2,2,1408,96,3.9696,3.8323,1.428
15372,1,2,2,1408,96,3.9696,3.8323,1.552
15373,1,2,2,1408,96,3.9696,3.8323,1.663
15374,1,2,2,1408,96,3.9696,3.8323,1.382
15375,1,2,2,1408,96,3.9696,3.8323,1.245
15376,1,2,2,1408,96,3.9696,3.8323,1.183
15377,1,2,2,1408,96,3.9696,3.8323,1.239
15378,1,2,2,1408,96,3.9696,3.8323,1.321
15379,1,2,2,1408,96,3.9696,3.8323,1.165
15380,1,2,2,1408,64,4.5236,4.3187,1.12
15381,1,2,2,1408,64,4.5236,4.3187,1.311
15382,1,2,2,1408,64,4.5236,4.3187,1.001
15383,1,2,2,1408,64,4.5236,4.3187,1.443
15384,1,2,2,1408,64,4.5236,4.3187,1.779
15385,1,2,2,1408,64,4.5236,4.3187,1.31
15386,1,2,2,1408,64,4.5236,4.3187,1.917
15387,1,2,2,1408,64,4.5236,4.3187,1.265
15388,1,2,2,1408,64,4.5236,4.3187,1.201
15389,1,2,2,1408,64,4.5236,4.3187,1.365
15390,1,2,2,1408,64,4.5236,4.3187,1.075
15391,1,2,2,1408,64,4.5236,4.3187,1.374
15392,1,2,2,1408,64,4.5236,4.3187,1.075
15393,1,2,2,1408,64,4.5236,4.3187,1.6
15394,1,2,2,1408,64,4.5236,4.3187,1.709
15395,1,2,2,1408,64,4.5236,4.3187,1.996
15396,1,2,2,1408,64,4.5236,4.3187,1.681
15397,1,2,2,1408,64,4.5236,4.3187,1.329
15398,1,2,2,1408,64,4.5236,4.3187,1.399
15399,1,2,2,1408,64,4.5236,4.3187,1.399
15400,1,2,2,1408,128,3.585,3.626,1.318
15401,1,2,2,1408,128,3.585,3.626,1.075
15402,1,2,2,1408,128,3.585,3.626,1.13
15403,1,2,2,1408,128,3.585,3.626,0.985
15404,1,2,2,1408,128,3.585,3.626,1.011
15405,1,2,2,1408,128,3.585,3.626,0.985
15406,1,2,2,1408,128,3.585,3.626,0.984
15407,1,2,2,1408,128,3.585,3.626,1.048
15408,1,2,2,1408,128,3.585,3.626,1.545
15409,1,2,2,1408,128,3.585,3.626,1.139
15410,1,2,2,1408,128,3.585,3.626,0.832
15411,1,2,2,1408,128,3.585,3.626,1.32
15412,1,2,2,1408,128,3.585,3.626,1.238
15413,1,2,2,1408,128,3.585,3.626,1.238
15414,1,2,2,1408,128,3.585,3.626,1.14
15415,1,2,2,1408,128,3.585,3.626,0.848
15416,1,2,2,1408,128,3.585,3.626,1.083
15417,1,2,2,1408,128,3.585,3.626,1.553
15418,1,2,2,1408,128,3.585,3.626,1.355
15419,1,2,2,1408,128,3.585,3.626,0.886
15420,1,2,2,256,96,1.8745,1.7254,0.587
15421,1,2,2,256,96,1.8745,1.7254,0.551
15422,1,2,2,256,96,1.8745,1.7254,0.569
15423,1,2,2,256,96,1.8745,1.7254,0.551
15424,1,2,2,256,96,1.8745,1.7254,0.488
15425,1,2,2,256,96,1.8745,1.7254,0.57
15426,1,2,2,256,96,1.8745,1.7254,0.533
15427,1,2,2,256,96,1.8745,1.7254,0.696
15428,1,2,2,256,96,1.8745,1.7254,0.452
15429,1,2,2,256,96,1.8745,1.7254,1.717
15430,1,2,2,256,96,1.8745,1.7254,0.587
15431,1,2,2,256,96,1.8745,1.7254,0.515
15432,1,2,2,256,96,1.8745,1.7254,0.63
15433,1,2,2,256,96,1.8745,1.7254,0.922
15434,1,2,2,256,96,1.8745,1.7254,0.678
15435,1,2,2,256,96,1.8745,1.7254,0.615
15436,1,2,2,256,96,1.8745,1.7254,0.759
15437,1,2,2,256,96,1.8745,1.7254,0.506
15438,1,2,2,256,96,1.8745,1.7254,0.814
15439,1,2,2,256,96,1.8745,1.7254,0.624
15440,1,2,2,256,64,2.3219,2.3669,0.596
15441,1,2,2,256,64,2.3219,2.3669,2.144
15442,1,2,2,256,64,2.3219,2.3669,1.427
15443,1,2,2,256,64,2.3219,2.3669,1.284
15444,1,2,2,256,64,2.3219,2.3669,1.166
15445,1,2,2,256,64,2.3219,2.3669,0.75
15446,1,2,2,256,64,2.3219,2.3669,0.552
15447,1,2,2,256,64,2.3219,2.3669,0.922
15448,1,2,2,256,64,2.3219,2.3669,0.803
15449,1,2,2,256,64,2.3219,2.3669,0.885
15450,1,2,2,256,64,2.3219,2.3669,0.641
15451,1,2,2,256,64,2.3219,2.3669,0.923
15452,1,2,2,256,64,2.3219,2.3669,1.797
15453,1,2,2,256,64,2.3219,2.3669,0.524
15454,1,2,2,256,64,2.3219,2.3669,0.811
15455,1,2,2,256,64,2.3219,2.3669,0.976
15456,1,2,2,256,64,2.3219,2.3669,0.865
15457,1,2,2,256,64,2.3219,2.3669,0.723
15458,1,2,2,256,64,2.3219,2.3669,0.958
15459,1,2,2,256,64,2.3219,2.3669,0.696
15460,1,2,2,256,128,1.585,1.3764,0.634
15461,1,2,2,256,128,1.585,1.3764,1.138
15462,1,2,2,256,128,1.585,1.3764,0.66
15463,1,2,2,256,128,1.585,1.3764,0.414
15464,1,2,2,256,128,1.585,1.3764,0.66
15465,1,2,2,256,128,1.585,1.3764,0.615
15466,1,2,2,256,128,1.585,1.3764,0.541
15467,1,2,2,256,128,1.585,1.3764,0.461
15468,1,2,2,256,128,1.585,1.3764,0.488
15469,1,2,2,256,128,1.585,1.3764,0.551
15470,1,2,2,256,128,1.585,1.3764,0.433
15471,1,2,2,256,128,1.585,1.3764,0.533
15472,1,2,2,256,128,1.585,1.3764,0.513
15473,1,2,2,256,128,1.585,1.3764,0.551
15474,1,2,2,256,128,1.585,1.3764,0.524
15475,1,2,2,256,128,1.585,1.3764,0.506
15476,1,2,2,256,128,1.585,1.3764,0.632
15477,1,2,2,256,128,1.585,1.3764,0.426
15478,1,2,2,256,128,1.585,1.3764,0.804
15479,1,2,2,256,128,1.585,1.3764,0.488
15480,1,2,2,512,96,2.663,2.3979,1.834
15481,1,2,2,512,96,2.663,2.3979,0.867
15482,1,2,2,512,96,2.663,2.3979,0.642
15483,1,2,2,512,96,2.663,2.3979,0.95
15484,1,2,2,512,96,2.663,2.3979,0.958
