"",participant,day,iteration,A,W,ID,IDe(2d),Duration
16560,13,2,3,1408,96,3.9696,3.8488,1.226
16561,13,2,3,1408,96,3.9696,3.8488,1.012
16562,13,2,3,1408,96,3.9696,3.8488,1.048
16563,13,2,3,1408,96,3.9696,3.8488,1.176
16564,13,2,3,1408,96,3.9696,3.8488,1.085
16565,13,2,3,1408,96,3.9696,3.8488,1.13
16566,13,2,3,1408,96,3.9696,3.8488,1.137
16567,13,2,3,1408,96,3.9696,3.8488,1.012
16568,13,2,3,1408,96,3.9696,3.8488,1.202
16569,13,2,3,1408,96,3.9696,3.8488,1.247
16570,13,2,3,1408,96,3.9696,3.8488,1.22
16571,13,2,3,1408,96,3.9696,3.8488,1.248
16572,13,2,3,1408,96,3.9696,3.8488,1.284
16573,13,2,3,1408,96,3.9696,3.8488,1.319
16574,13,2,3,1408,96,3.9696,3.8488,1.273
16575,13,2,3,1408,96,3.9696,3.8488,1.24
16576,13,2,3,1408,96,3.9696,3.8488,1.427
16577,13,2,3,1408,96,3.9696,3.8488,1.473
16578,13,2,3,1408,96,3.9696,3.8488,1.347
16579,13,2,3,1408,96,3.9696,3.8488,1.364
16580,13,2,3,1408,64,4.5236,4.2817,1.283
16581,13,2,3,1408,64,4.5236,4.2817,1.356
16582,13,2,3,1408,64,4.5236,4.2817,1.256
16583,13,2,3,1408,64,4.5236,4.2817,2.385
16584,13,2,3,1408,64,4.5236,4.2817,1.509
16585,13,2,3,1408,64,4.5236,4.2817,1.292
16586,13,2,3,1408,64,4.5236,4.2817,1.12
16587,13,2,3,1408,64,4.5236,4.2817,1.391
16588,13,2,3,1408,64,4.5236,4.2817,1.399
16589,13,2,3,1408,64,4.5236,4.2817,1.565
16590,13,2,3,1408,64,4.5236,4.2817,1.373
16591,13,2,3,1408,64,4.5236,4.2817,1.3
16592,13,2,3,1408,64,4.5236,4.2817,1.255
16593,13,2,3,1408,64,4.5236,4.2817,1.111
16594,13,2,3,1408,64,4.5236,4.2817,1.236
16595,13,2,3,1408,64,4.5236,4.2817,2.177
16596,13,2,3,1408,64,4.5236,4.2817,1.166
16597,13,2,3,1408,64,4.5236,4.2817,1.265
16598,13,2,3,1408,64,4.5236,4.2817,1.193
16599,13,2,3,1408,64,4.5236,4.2817,1.707
16600,13,2,3,1408,128,3.585,3.6224,1.091
16601,13,2,3,1408,128,3.585,3.6224,0.968
16602,13,2,3,1408,128,3.585,3.6224,0.993
16603,13,2,3,1408,128,3.585,3.6224,0.949
16604,13,2,3,1408,128,3.585,3.6224,1.057
16605,13,2,3,1408,128,3.585,3.6224,2.366
16606,13,2,3,1408,128,3.585,3.6224,0.786
16607,13,2,3,1408,128,3.585,3.6224,2.206
16608,13,2,3,1408,128,3.585,3.6224,0.885
16609,13,2,3,1408,128,3.585,3.6224,1.013
16610,13,2,3,1408,128,3.585,3.6224,1.056
16611,13,2,3,1408,128,3.585,3.6224,1.021
16612,13,2,3,1408,128,3.585,3.6224,1.011
16613,13,2,3,1408,128,3.585,3.6224,1.03
16614,13,2,3,1408,128,3.585,3.6224,1.084
16615,13,2,3,1408,128,3.585,3.6224,1.129
16616,13,2,3,1408,128,3.585,3.6224,2.557
16617,13,2,3,1408,128,3.585,3.6224,2.197
16618,13,2,3,1408,128,3.585,3.6224,1.428
16619,13,2,3,1408,128,3.585,3.6224,1.039
16620,13,2,3,512,96,2.663,2.5537,0.723
16621,13,2,3,512,96,2.663,2.5537,0.723
16622,13,2,3,512,96,2.663,2.5537,0.714
16623,13,2,3,512,96,2.663,2.5537,0.741
16624,13,2,3,512,96,2.663,2.5537,0.776
16625,13,2,3,512,96,2.663,2.5537,1.094
16626,13,2,3,512,96,2.663,2.5537,0.694
16627,13,2,3,512,96,2.663,2.5537,0.722
16628,13,2,3,512,96,2.663,2.5537,0.75
16629,13,2,3,512,96,2.663,2.5537,0.57
16630,13,2,3,512,96,2.663,2.5537,0.741
16631,13,2,3,512,96,2.663,2.5537,0.723
16632,13,2,3,512,96,2.663,2.5537,0.759
16633,13,2,3,512,96,2.663,2.5537,0.668
16634,13,2,3,512,96,2.663,2.5537,0.76
16635,13,2,3,512,96,2.663,2.5537,0.795
16636,13,2,3,512,96,2.663,2.5537,0.75
16637,13,2,3,512,96,2.663,2.5537,0.813
16638,13,2,3,512,96,2.663,2.5537,0.886
16639,13,2,3,512,96,2.663,2.5537,0.848
16640,13,2,3,512,64,3.1699,2.9929,0.723
16641,13,2,3,512,64,3.1699,2.9929,0.777
16642,13,2,3,512,64,3.1699,2.9929,1.013
16643,13,2,3,512,64,3.1699,2.9929,0.669
16644,13,2,3,512,64,3.1699,2.9929,0.976
16645,13,2,3,512,64,3.1699,2.9929,0.94
16646,13,2,3,512,64,3.1699,2.9929,0.849
16647,13,2,3,512,64,3.1699,2.9929,0.758
16648,13,2,3,512,64,3.1699,2.9929,0.885
16649,13,2,3,512,64,3.1699,2.9929,0.796
16650,13,2,3,512,64,3.1699,2.9929,2.549
16651,13,2,3,512,64,3.1699,2.9929,2.025
16652,13,2,3,512,64,3.1699,2.9929,1.274
16653,13,2,3,512,64,3.1699,2.9929,0.858
16654,13,2,3,512,64,3.1699,2.9929,0.813
16655,13,2,3,512,64,3.1699,2.9929,0.894
16656,13,2,3,512,64,3.1699,2.9929,1.681
16657,13,2,3,512,64,3.1699,2.9929,1.003
16658,13,2,3,512,64,3.1699,2.9929,0.731
16659,13,2,3,512,64,3.1699,2.9929,0.742
16660,13,2,3,512,128,2.3219,2.1529,0.623
16661,13,2,3,512,128,2.3219,2.1529,0.759
16662,13,2,3,512,128,2.3219,2.1529,0.614
16663,13,2,3,512,128,2.3219,2.1529,0.633
16664,13,2,3,512,128,2.3219,2.1529,1.807
16665,13,2,3,512,128,2.3219,2.1529,0.551
16666,13,2,3,512,128,2.3219,2.1529,0.568
16667,13,2,3,512,128,2.3219,2.1529,0.561
16668,13,2,3,512,128,2.3219,2.1529,1.789
