"",participant,day,iteration,A,W,ID,IDe(2d),Duration
10320,14,1,0,256,64,2.3219,2.2877,0.858
10321,14,1,0,256,64,2.3219,2.2877,0.876
10322,14,1,0,256,64,2.3219,2.2877,1.084
10323,14,1,0,256,64,2.3219,2.2877,0.859
10324,14,1,0,256,64,2.3219,2.2877,0.971
10325,14,1,0,256,64,2.3219,2.2877,0.659
10326,14,1,0,256,64,2.3219,2.2877,0.884
10327,14,1,0,256,64,2.3219,2.2877,0.633
10328,14,1,0,256,64,2.3219,2.2877,0.736
10329,14,1,0,256,64,2.3219,2.2877,0.772
10330,14,1,0,256,64,2.3219,2.2877,1.205
10331,14,1,0,256,64,2.3219,2.2877,0.834
10332,14,1,0,256,64,2.3219,2.2877,0.614
10333,14,1,0,256,64,2.3219,2.2877,0.624
10334,14,1,0,256,64,2.3219,2.2877,0.676
10335,14,1,0,256,64,2.3219,2.2877,0.885
10336,14,1,0,256,64,2.3219,2.2877,1.093
10337,14,1,0,256,64,2.3219,2.2877,1.032
10338,14,1,0,256,64,2.3219,2.2877,0.816
10339,14,1,0,256,64,2.3219,2.2877,0.711
10340,14,1,0,256,96,1.8745,1.9365,0.485
10341,14,1,0,256,96,1.8745,1.9365,0.582
10342,14,1,0,256,96,1.8745,1.9365,0.555
10343,14,1,0,256,96,1.8745,1.9365,0.875
10344,14,1,0,256,96,1.8745,1.9365,0.695
10345,14,1,0,256,96,1.8745,1.9365,0.521
10346,14,1,0,256,96,1.8745,1.9365,0.641
10347,14,1,0,256,96,1.8745,1.9365,0.555
10348,14,1,0,256,96,1.8745,1.9365,0.684
10349,14,1,0,256,96,1.8745,1.9365,0.59
10350,14,1,0,256,96,1.8745,1.9365,0.511
10351,14,1,0,256,96,1.8745,1.9365,0.477
10352,14,1,0,256,96,1.8745,1.9365,0.693
10353,14,1,0,256,96,1.8745,1.9365,0.485
10354,14,1,0,256,96,1.8745,1.9365,0.493
10355,14,1,0,256,96,1.8745,1.9365,0.538
10356,14,1,0,256,96,1.8745,1.9365,0.762
10357,14,1,0,256,96,1.8745,1.9365,0.546
10358,14,1,0,256,96,1.8745,1.9365,0.529
10359,14,1,0,256,96,1.8745,1.9365,0.512
10360,14,1,0,256,128,1.585,1.4707,0.52
10361,14,1,0,256,128,1.585,1.4707,0.791
10362,14,1,0,256,128,1.585,1.4707,0.485
10363,14,1,0,256,128,1.585,1.4707,0.581
10364,14,1,0,256,128,1.585,1.4707,0.676
10365,14,1,0,256,128,1.585,1.4707,0.5
10366,14,1,0,256,128,1.585,1.4707,0.616
10367,14,1,0,256,128,1.585,1.4707,0.409
10368,14,1,0,256,128,1.585,1.4707,0.511
10369,14,1,0,256,128,1.585,1.4707,0.451
10370,14,1,0,256,128,1.585,1.4707,0.563
10371,14,1,0,256,128,1.585,1.4707,0.546
10372,14,1,0,256,128,1.585,1.4707,0.493
10373,14,1,0,256,128,1.585,1.4707,0.513
10374,14,1,0,256,128,1.585,1.4707,0.476
10375,14,1,0,256,128,1.585,1.4707,0.459
10376,14,1,0,256,128,1.585,1.4707,0.537
10377,14,1,0,256,128,1.585,1.4707,0.459
10378,14,1,0,256,128,1.585,1.4707,0.39
10379,14,1,0,256,128,1.585,1.4707,0.607
10380,14,1,0,512,64,3.1699,2.9135,0.763
10381,14,1,0,512,64,3.1699,2.9135,1.821
10382,14,1,0,512,64,3.1699,2.9135,1.189
10383,14,1,0,512,64,3.1699,2.9135,0.789
10384,14,1,0,512,64,3.1699,2.9135,2.048
10385,14,1,0,512,64,3.1699,2.9135,0.945
10386,14,1,0,512,64,3.1699,2.9135,1.274
10387,14,1,0,512,64,3.1699,2.9135,1.041
10388,14,1,0,512,64,3.1699,2.9135,0.65
10389,14,1,0,512,64,3.1699,2.9135,1.683
10390,14,1,0,512,64,3.1699,2.9135,0.955
10391,14,1,0,512,64,3.1699,2.9135,0.902
10392,14,1,0,512,64,3.1699,2.9135,0.694
10393,14,1,0,512,64,3.1699,2.9135,0.72
10394,14,1,0,512,64,3.1699,2.9135,0.711
10395,14,1,0,512,64,3.1699,2.9135,0.798
10396,14,1,0,512,64,3.1699,2.9135,0.797
10397,14,1,0,512,64,3.1699,2.9135,0.867
10398,14,1,0,512,64,3.1699,2.9135,1.266
10399,14,1,0,512,64,3.1699,2.9135,1.075
10400,14,1,0,512,96,2.663,2.3472,0.684
10401,14,1,0,512,96,2.663,2.3472,0.928
10402,14,1,0,512,96,2.663,2.3472,0.849
10403,14,1,0,512,96,2.663,2.3472,1.171
10404,14,1,0,512,96,2.663,2.3472,0.693
10405,14,1,0,512,96,2.663,2.3472,0.901
10406,14,1,0,512,96,2.663,2.3472,1.814
10407,14,1,0,512,96,2.663,2.3472,0.936
10408,14,1,0,512,96,2.663,2.3472,0.902
10409,14,1,0,512,96,2.663,2.3472,0.841
10410,14,1,0,512,96,2.663,2.3472,0.919
10411,14,1,0,512,96,2.663,2.3472,0.988
10412,14,1,0,512,96,2.663,2.3472,1.127
10413,14,1,0,512,96,2.663,2.3472,0.693
10414,14,1,0,512,96,2.663,2.3472,0.624
10415,14,1,0,512,96,2.663,2.3472,0.937
10416,14,1,0,512,96,2.663,2.3472,0.936
10417,14,1,0,512,96,2.663,2.3472,0.781
10418,14,1,0,512,96,2.663,2.3472,0.685
10419,14,1,0,512,96,2.663,2.3472,0.702
10420,14,1,0,512,128,2.3219,2.4108,0.538
10421,14,1,0,512,128,2.3219,2.4108,0.885
10422,14,1,0,512,128,2.3219,2.4108,0.605
10423,14,1,0,512,128,2.3219,2.4108,0.769
10424,14,1,0,512,128,2.3219,2.4108,0.728
10425,14,1,0,512,128,2.3219,2.4108,0.988
10426,14,1,0,512,128,2.3219,2.4108,0.573
10427,14,1,0,512,128,2.3219,2.4108,0.735
10428,14,1,0,512,128,2.3219,2.4108,0.625
10429,14,1,0,512,128,2.3219,2.4108,0.528
10430,14,1,0,512,128,2.3219,2.4108,0.606
10431,14,1,0,512,128,2.3219,2.4108,0.729
10432,14,1,0,512,128,2.3219,2.4108,0.719
10433,14,1,0,512,128,2.3219,2.4108,0.729
10434,14,1,0,512,128,2.3219,2.4108,0.633
10435,14,1,0,512,128,2.3219,2.4108,1.241
10436,14,1,0,512,128,2.3219,2.4108,0.963
10437,14,1,0,512,128,2.3219,2.4108,0.685
10438,14,1,0,512,128,2.3219,2.4108,0.658
10439,14,1,0,512,128,2.3219,2.4108,0.703
10440,14,1,0,1408,64,4.5236,4.3787,1.378
10441,14,1,0,1408,64,4.5236,4.3787,1.37
10442,14,1,0,1408,64,4.5236,4.3787,1.578
10443,14,1,0,1408,64,4.5236,4.3787,1.239
10444,14,1,0,1408,64,4.5236,4.3787,1.058
10445,14,1,0,1408,64,4.5236,4.3787,1.309
10446,14,1,0,1408,64,4.5236,4.3787,1.343
10447,14,1,0,1408,64,4.5236,4.3787,1.718
10448,14,1,0,1408,64,4.5236,4.3787,1.334
10449,14,1,0,1408,64,4.5236,4.3787,1.501
10450,14,1,0,1408,64,4.5236,4.3787,1.361
10451,14,1,0,1408,64,4.5236,4.3787,1.258
10452,14,1,0,1408,64,4.5236,4.3787,1.214
10453,14,1,0,1408,64,4.5236,4.3787,1.231
10454,14,1,0,1408,64,4.5236,4.3787,1.602
10455,14,1,0,1408,64,4.5236,4.3787,1.569
10456,14,1,0,1408,64,4.5236,4.3787,1.405
10457,14,1,0,1408,64,4.5236,4.3787,0.963
10458,14,1,0,1408,64,4.5236,4.3787,1.387
10459,14,1,0,1408,64,4.5236,4.3787,1.449
10460,14,1,0,1408,96,3.9696,3.7395,0.893
10461,14,1,0,1408,96,3.9696,3.7395,1.057
10462,14,1,0,1408,96,3.9696,3.7395,1.491
10463,14,1,0,1408,96,3.9696,3.7395,1.049
10464,14,1,0,1408,96,3.9696,3.7395,1.032
10465,14,1,0,1408,96,3.9696,3.7395,1.231
10466,14,1,0,1408,96,3.9696,3.7395,1.224
10467,14,1,0,1408,96,3.9696,3.7395,1.526
10468,14,1,0,1408,96,3.9696,3.7395,1.371
10469,14,1,0,1408,96,3.9696,3.7395,1.11
10470,14,1,0,1408,96,3.9696,3.7395,1.032
10471,14,1,0,1408,96,3.9696,3.7395,1.033
10472,14,1,0,1408,96,3.9696,3.7395,1.481
10473,14,1,0,1408,96,3.9696,3.7395,1.509
10474,14,1,0,1408,96,3.9696,3.7395,1.049
10475,14,1,0,1408,96,3.9696,3.7395,0.841
10476,14,1,0,1408,96,3.9696,3.7395,1.085
10477,14,1,0,1408,96,3.9696,3.7395,1.109
10478,14,1,0,1408,96,3.9696,3.7395,0.885
10479,14,1,0,1408,96,3.9696,3.7395,1.423
10480,14,1,0,1408,128,3.585,3.4254,1.291
10481,14,1,0,1408,128,3.585,3.4254,1.32
10482,14,1,0,1408,128,3.585,3.4254,0.927
10483,14,1,0,1408,128,3.585,3.4254,1.127
10484,14,1,0,1408,128,3.585,3.4254,0.857
10485,14,1,0,1408,128,3.585,3.4254,1.154
10486,14,1,0,1408,128,3.585,3.4254,0.84
