"",participant,day,iteration,A,W,ID,IDe(2d),Duration
4320,15,2,3,1024,64,4.0875,3.8619,1.379
4321,15,2,3,1024,64,4.0875,3.8619,1.378
4322,15,2,3,1024,64,4.0875,3.8619,2.591
4323,15,2,3,1024,64,4.0875,3.8619,1.352
4324,15,2,3,1024,64,4.0875,3.8619,1.986
4325,15,2,3,1024,64,4.0875,3.8619,1.717
4326,15,2,3,1024,64,4.0875,3.8619,1.196
4327,15,2,3,1024,64,4.0875,3.8619,1.336
4328,15,2,3,1024,64,4.0875,3.8619,1.127
4329,15,2,3,1024,64,4.0875,3.8619,1.17
4330,15,2,3,1024,64,4.0875,3.8619,1.291
4331,15,2,3,1024,64,4.0875,3.8619,1.657
4332,15,2,3,1024,64,4.0875,3.8619,1.421
4333,15,2,3,1024,64,4.0875,3.8619,1.579
4334,15,2,3,1024,64,4.0875,3.8619,1.464
4335,15,2,3,1024,64,4.0875,3.8619,1.292
4336,15,2,3,1024,64,4.0875,3.8619,1.517
4337,15,2,3,1024,64,4.0875,3.8619,1.387
4338,15,2,3,1024,64,4.0875,3.8619,1.25
4339,15,2,3,1024,64,4.0875,3.8619,1.153
4340,15,2,3,1024,128,3.1699,3.0704,1.04
4341,15,2,3,1024,128,3.1699,3.0704,1.144
4342,15,2,3,1024,128,3.1699,3.0704,0.927
4343,15,2,3,1024,128,3.1699,3.0704,1.336
4344,15,2,3,1024,128,3.1699,3.0704,1.158
4345,15,2,3,1024,128,3.1699,3.0704,1.171
4346,15,2,3,1024,128,3.1699,3.0704,0.971
4347,15,2,3,1024,128,3.1699,3.0704,0.876
4348,15,2,3,1024,128,3.1699,3.0704,1.117
4349,15,2,3,1024,128,3.1699,3.0704,1.049
4350,15,2,3,1024,128,3.1699,3.0704,0.866
4351,15,2,3,1024,128,3.1699,3.0704,0.963
4352,15,2,3,1024,128,3.1699,3.0704,1.006
4353,15,2,3,1024,128,3.1699,3.0704,1.284
4354,15,2,3,1024,128,3.1699,3.0704,1.124
4355,15,2,3,1024,128,3.1699,3.0704,1.049
4356,15,2,3,1024,128,3.1699,3.0704,0.918
4357,15,2,3,1024,128,3.1699,3.0704,1.162
4358,15,2,3,1024,128,3.1699,3.0704,1.266
4359,15,2,3,1024,128,3.1699,3.0704,1.263
4360,15,2,3,1024,96,3.5443,3.7177,0.884
4361,15,2,3,1024,96,3.5443,3.7177,1.197
4362,15,2,3,1024,96,3.5443,3.7177,0.874
4363,15,2,3,1024,96,3.5443,3.7177,2.037
4364,15,2,3,1024,96,3.5443,3.7177,0.902
4365,15,2,3,1024,96,3.5443,3.7177,1.057
4366,15,2,3,1024,96,3.5443,3.7177,1.881
4367,15,2,3,1024,96,3.5443,3.7177,1.084
4368,15,2,3,1024,96,3.5443,3.7177,0.919
4369,15,2,3,1024,96,3.5443,3.7177,0.998
4370,15,2,3,1024,96,3.5443,3.7177,0.875
4371,15,2,3,1024,96,3.5443,3.7177,1.847
4372,15,2,3,1024,96,3.5443,3.7177,1.032
4373,15,2,3,1024,96,3.5443,3.7177,2.245
4374,15,2,3,1024,96,3.5443,3.7177,1.395
4375,15,2,3,1024,96,3.5443,3.7177,1.117
4376,15,2,3,1024,96,3.5443,3.7177,2.176
4377,15,2,3,1024,96,3.5443,3.7177,1.076
4378,15,2,3,1024,96,3.5443,3.7177,1.187
4379,15,2,3,1024,96,3.5443,3.7177,0.928
4380,15,2,3,512,64,3.1699,3.3663,1.205
4381,15,2,3,512,64,3.1699,3.3663,1.257
4382,15,2,3,512,64,3.1699,3.3663,1.24
4383,15,2,3,512,64,3.1699,3.3663,0.937
4384,15,2,3,512,64,3.1699,3.3663,1.033
4385,15,2,3,512,64,3.1699,3.3663,0.789
4386,15,2,3,512,64,3.1699,3.3663,0.85
4387,15,2,3,512,64,3.1699,3.3663,0.746
4388,15,2,3,512,64,3.1699,3.3663,0.746
4389,15,2,3,512,64,3.1699,3.3663,1.43
4390,15,2,3,512,64,3.1699,3.3663,0.867
4391,15,2,3,512,64,3.1699,3.3663,0.98
4392,15,2,3,512,64,3.1699,3.3663,1.639
4393,15,2,3,512,64,3.1699,3.3663,1.142
4394,15,2,3,512,64,3.1699,3.3663,0.972
4395,15,2,3,512,64,3.1699,3.3663,1.1
