Unnamed: 0,Participant,MT,strategy,repetition,IDe
1041,13,0.6199999999999999,1,4,2.1642738520246585
1042,13,0.5699999999999998,1,4,2.1642738520246585
1043,13,0.9800000000000004,1,4,2.1642738520246585
1044,13,0.3600000000000003,1,4,2.1642738520246585
1045,13,0.5600000000000005,1,4,2.1642738520246585
1046,13,0.5099999999999998,1,4,2.1642738520246585
1047,13,0.3499999999999996,1,4,2.1642738520246585
1048,13,0.4100000000000001,1,4,2.1642738520246585
1049,13,0.4299999999999997,1,4,2.1642738520246585
1050,13,0.5800000000000001,1,4,2.1642738520246585
1051,13,0.4200000000000017,1,4,2.1642738520246585
1052,13,0.4699999999999988,1,4,2.1642738520246585
1053,13,1.0,1,4,2.1642738520246585
1054,13,0.5599999999999987,1,4,2.1642738520246585
1055,13,0.5400000000000027,1,4,2.1642738520246585
1056,13,0.4699999999999988,1,4,2.1642738520246585
