Unnamed: 0,Participant,MT,strategy,repetition,IDe
1057,13,1.98,4,1,5.700459766722684
1058,13,1.91,4,1,5.700459766722684
1059,13,1.66,4,1,5.700459766722684
1060,13,1.6400000000000006,4,1,5.700459766722684
1061,13,1.5599999999999987,4,1,5.700459766722684
1062,13,1.629999999999999,4,1,5.700459766722684
1063,13,1.7899999999999991,4,1,5.700459766722684
1064,13,1.6799999999999995,4,1,5.700459766722684
1065,13,1.8499999999999976,4,1,5.700459766722684
1066,13,1.7899999999999991,4,1,5.700459766722684
1067,13,1.4200000000000017,4,1,5.700459766722684
1068,13,1.7100000000000009,4,1,5.700459766722684
1069,13,1.6899999999999975,4,1,5.700459766722684
1070,13,1.3900000000000006,4,1,5.700459766722684
1071,13,1.3200000000000005,4,1,5.700459766722684
