Unnamed: 0,Participant,MT,strategy,repetition,IDe
4132,11,1.4900000000000002,3,3,5.370468882263096
4133,11,1.7799999999999994,3,3,5.370468882263096
4134,11,1.58,3,3,5.370468882263096
4135,11,1.9399999999999995,3,3,5.370468882263096
4136,11,2.280000000000001,3,3,5.370468882263096
4137,11,2.0700000000000003,3,3,5.370468882263096
4138,11,2.200000000000003,3,3,5.370468882263096
4139,11,2.119999999999997,3,3,5.370468882263096
4140,11,1.9699999999999989,3,3,5.370468882263096
4141,11,1.6499999999999986,3,3,5.370468882263096
4142,11,2.4099999999999966,3,3,5.370468882263096
4143,11,1.5,3,3,5.370468882263096
4144,11,1.3200000000000005,3,3,5.370468882263096
4145,11,1.6000000000000014,3,3,5.370468882263096
4146,11,2.140000000000008,3,3,5.370468882263096
4147,11,1.9199999999999875,3,3,5.370468882263096
4148,11,1.8500000000000083,3,3,5.370468882263096
