Unnamed: 0,Participant,MT,strategy,repetition,IDe
4337,14,1.04,3,4,4.257796665525348
4338,14,1.2300000000000004,3,4,4.257796665525348
4339,14,1.1099999999999994,3,4,4.257796665525348
4340,14,0.3599999999999994,3,4,4.257796665525348
4341,14,0.6399999999999988,3,4,4.257796665525348
4342,14,1.16,3,4,4.257796665525348
4343,14,1.6800000000000015,3,4,4.257796665525348
4344,14,1.1000000000000014,3,4,4.257796665525348
4345,14,1.1699999999999982,3,4,4.257796665525348
4346,14,0.5100000000000016,3,4,4.257796665525348
4347,14,0.5599999999999987,3,4,4.257796665525348
4348,14,0.91,3,4,4.257796665525348
4349,14,0.8000000000000007,3,4,4.257796665525348
4350,14,0.9200000000000016,3,4,4.257796665525348
4351,14,1.6000000000000014,3,4,4.257796665525348
4352,14,0.8399999999999963,3,4,4.257796665525348
4368,14,0.7899999999999999,3,3,4.589567698736973
4369,14,1.4700000000000006,3,3,4.589567698736973
4370,14,1.54,3,3,4.589567698736973
4371,14,1.3499999999999996,3,3,4.589567698736973
4372,14,1.7299999999999986,3,3,4.589567698736973
4373,14,0.9299999999999996,3,3,4.589567698736973
4374,14,0.9800000000000004,3,3,4.589567698736973
4375,14,1.4499999999999993,3,3,4.589567698736973
4376,14,1.3200000000000005,3,3,4.589567698736973
4377,14,1.3000000000000007,3,3,4.589567698736973
4378,14,0.8900000000000006,3,3,4.589567698736973
4379,14,1.3100000000000025,3,3,4.589567698736973
4380,14,2.1599999999999966,3,3,4.589567698736973
4381,14,0.730000000000004,3,3,4.589567698736973
4382,14,0.8800000000000026,3,3,4.589567698736973
4383,14,1.529999999999994,3,3,4.589567698736973
4384,14,1.0200000000000031,3,3,4.589567698736973
4385,14,1.1099999999999994,3,3,4.589567698736973
4587,14,2.48,3,1,5.044970084243502
4588,14,1.7599999999999998,3,1,5.044970084243502
4589,14,1.6999999999999993,3,1,5.044970084243502
4590,14,1.7400000000000002,3,1,5.044970084243502
4591,14,1.59,3,1,5.044970084243502
4592,14,0.9000000000000021,3,1,5.044970084243502
4593,14,1.5800000000000018,3,1,5.044970084243502
4594,14,1.6099999999999994,3,1,5.044970084243502
4595,14,0.8300000000000018,3,1,5.044970084243502
4596,14,1.2199999999999989,3,1,5.044970084243502
4597,14,1.7199999999999989,3,1,5.044970084243502
4598,14,2.309999999999995,3,1,5.044970084243502
4599,14,1.4100000000000037,3,1,5.044970084243502
4600,14,1.3800000000000026,3,1,5.044970084243502
4601,14,1.2800000000000011,3,1,5.044970084243502
4602,14,0.990000000000002,3,1,5.044970084243502
4454,14,1.67,3,5,5.63744680132858
4455,14,1.27,3,5,5.63744680132858
4456,14,1.1100000000000003,3,5,5.63744680132858
4457,14,1.09,3,5,5.63744680132858
4458,14,1.4900000000000002,3,5,5.63744680132858
4459,14,0.629999999999999,3,5,5.63744680132858
4460,14,0.8000000000000007,3,5,5.63744680132858
4461,14,1.0599999999999987,3,5,5.63744680132858
4462,14,0.8800000000000026,3,5,5.63744680132858
4463,14,0.9499999999999992,3,5,5.63744680132858
4464,14,1.2899999999999991,3,5,5.63744680132858
4465,14,0.8000000000000007,3,5,5.63744680132858
4466,14,1.120000000000001,3,5,5.63744680132858
4467,14,0.4799999999999969,3,5,5.63744680132858
4468,14,1.1600000000000037,3,5,5.63744680132858
4469,14,0.5900000000000034,3,5,5.63744680132858
4562,14,1.22,3,2,7.353715771068863
4563,14,0.91,3,2,7.353715771068863
4564,14,1.6500000000000004,3,2,7.353715771068863
4565,14,0.91,3,2,7.353715771068863
4566,14,1.3200000000000005,3,2,7.353715771068863
4567,14,1.4699999999999989,3,2,7.353715771068863
4568,14,1.8499999999999976,3,2,7.353715771068863
4569,14,1.2099999999999973,3,2,7.353715771068863
4570,14,0.8000000000000007,3,2,7.353715771068863
4571,14,1.3900000000000006,3,2,7.353715771068863
4572,14,1.2699999999999996,3,2,7.353715771068863
4573,14,1.4400000000000048,3,2,7.353715771068863
4574,14,1.3400000000000034,3,2,7.353715771068863
4575,14,1.2199999999999989,3,2,7.353715771068863
4576,14,1.490000000000002,3,2,7.353715771068863
4577,14,1.1899999999999975,3,2,7.353715771068863
4578,14,1.2000000000000028,3,2,7.353715771068863
4579,14,0.8200000000000003,3,2,7.353715771068863
4580,14,1.4299999999999995,3,2,7.353715771068863
4581,14,1.5899999999999963,3,2,7.353715771068863
4582,14,1.0700000000000005,3,2,7.353715771068863
4583,14,1.6999999999999955,3,2,7.353715771068863
4584,14,1.5799999999999983,3,2,7.353715771068863
4585,14,1.6000000000000083,3,2,7.353715771068863
4586,14,1.4499999999999886,3,2,7.353715771068863
