Unnamed: 0,Participant,MT,strategy,repetition,IDe
5430,7,2.33,5,5,7.457056229450511
5431,7,2.0700000000000003,5,5,7.457056229450511
5432,7,2.67,5,5,7.457056229450511
5433,7,2.2799999999999976,5,5,7.457056229450511
5434,7,2.729999999999997,5,5,7.457056229450511
5435,7,2.3200000000000003,5,5,7.457056229450511
5436,7,1.740000000000002,5,5,7.457056229450511
5437,7,2.710000000000001,5,5,7.457056229450511
5438,7,2.43,5,5,7.457056229450511
5439,7,1.8000000000000045,5,5,7.457056229450511
5440,7,2.4200000000000017,5,5,7.457056229450511
5441,7,2.4399999999999977,5,5,7.457056229450511
5442,7,2.910000000000004,5,5,7.457056229450511
5443,7,1.5,5,5,7.457056229450511
5444,7,2.1899999999999977,5,5,7.457056229450511
5445,7,0.9699999999999988,5,5,7.457056229450511
5318,7,2.45,5,1,7.541160816999585
5319,7,2.170000000000001,5,1,7.541160816999585
5320,7,2.66,5,1,7.541160816999585
5321,7,2.330000000000002,5,1,7.541160816999585
5322,7,1.4400000000000013,5,1,7.541160816999585
5323,7,1.7900000000000027,5,1,7.541160816999585
5324,7,1.2199999999999989,5,1,7.541160816999585
5325,7,2.3800000000000026,5,1,7.541160816999585
5326,7,1.7999999999999972,5,1,7.541160816999585
5327,7,2.1099999999999994,5,1,7.541160816999585
5328,7,1.529999999999994,5,1,7.541160816999585
5329,7,1.2800000000000011,5,1,7.541160816999585
5330,7,1.25,5,1,7.541160816999585
5331,7,1.5700000000000074,5,1,7.541160816999585
5332,7,1.8999999999999917,5,1,7.541160816999585
5333,7,1.8699999999999903,5,1,7.541160816999585
5350,7,1.5599999999999998,5,3,7.59998360977655
5351,7,1.0700000000000005,5,3,7.59998360977655
5352,7,1.7400000000000002,5,3,7.59998360977655
5353,7,1.8800000000000008,5,3,7.59998360977655
5354,7,1.790000000000001,5,3,7.59998360977655
5355,7,1.5199999999999996,5,3,7.59998360977655
5356,7,1.2300000000000004,5,3,7.59998360977655
5357,7,1.5799999999999983,5,3,7.59998360977655
5358,7,1.5699999999999967,5,3,7.59998360977655
5359,7,1.3999999999999986,5,3,7.59998360977655
5360,7,1.8599999999999997,5,3,7.59998360977655
5361,7,2.0,5,3,7.59998360977655
5362,7,1.8099999999999952,5,3,7.59998360977655
5363,7,2.25,5,3,7.59998360977655
5364,7,2.5600000000000023,5,3,7.59998360977655
5365,7,2.740000000000002,5,3,7.59998360977655
5270,7,1.47,5,2,7.628331136170787
5271,7,2.2700000000000005,5,2,7.628331136170787
5272,7,3.02,5,2,7.628331136170787
5273,7,2.419999999999998,5,2,7.628331136170787
5274,7,2.119999999999997,5,2,7.628331136170787
5275,7,2.3599999999999994,5,2,7.628331136170787
5276,7,2.479999999999997,5,2,7.628331136170787
5277,7,1.6899999999999975,5,2,7.628331136170787
5278,7,1.740000000000002,5,2,7.628331136170787
5279,7,1.8800000000000023,5,2,7.628331136170787
5280,7,1.93,5,2,7.628331136170787
5281,7,2.3400000000000034,5,2,7.628331136170787
5282,7,1.8800000000000097,5,2,7.628331136170787
5283,7,1.6799999999999926,5,2,7.628331136170787
5284,7,2.0799999999999983,5,2,7.628331136170787
5285,7,1.3799999999999957,5,2,7.628331136170787
5170,7,1.8900000000000008,5,4,7.859624054399906
5171,7,1.6799999999999995,5,4,7.859624054399906
5172,7,1.92,5,4,7.859624054399906
5173,7,1.9699999999999989,5,4,7.859624054399906
5174,7,2.1099999999999994,5,4,7.859624054399906
5175,7,1.990000000000002,5,4,7.859624054399906
5176,7,2.3299999999999983,5,4,7.859624054399906
5177,7,1.949999999999996,5,4,7.859624054399906
5178,7,1.8800000000000023,5,4,7.859624054399906
5179,7,2.25,5,4,7.859624054399906
5180,7,1.8000000000000045,5,4,7.859624054399906
5181,7,1.6700000000000017,5,4,7.859624054399906
5182,7,1.9200000000000017,5,4,7.859624054399906
5183,7,2.519999999999996,5,4,7.859624054399906
5184,7,2.1299999999999955,5,4,7.859624054399906
