"",Participant,MT,strategy,repetition,IDe
1944,12,1.95,5,4,5.264574783520994
1945,12,2.55,5,4,5.264574783520994
1946,12,1.9799999999999986,5,4,5.264574783520994
1947,12,1.379999999999999,5,4,5.264574783520994
1948,12,1.1500000000000021,5,4,5.264574783520994
1949,12,2.969999999999999,5,4,5.264574783520994
1950,12,1.8999999999999986,5,4,5.264574783520994
1951,12,0.6700000000000017,5,4,5.264574783520994
1952,12,1.7100000000000009,5,4,5.264574783520994
1953,12,2.2099999999999937,5,4,5.264574783520994
1954,12,2.229999999999997,5,4,5.264574783520994
1955,12,1.8500000000000014,5,4,5.264574783520994
1956,12,2.1199999999999974,5,4,5.264574783520994
1957,12,1.490000000000002,5,4,5.264574783520994
1958,12,1.3900000000000006,5,4,5.264574783520994
1959,12,2.1099999999999994,5,4,5.264574783520994
1960,12,2.010000000000005,5,4,5.264574783520994
1961,12,1.25,5,4,5.264574783520994
1962,12,1.3999999999999915,5,4,5.264574783520994
1963,12,1.01,3,4,4.340159246019763
1964,12,0.9900000000000002,3,4,4.340159246019763
1965,12,1.0,3,4,4.340159246019763
1966,12,1.0599999999999996,3,4,4.340159246019763
1967,12,1.0199999999999996,3,4,4.340159246019763
1968,12,0.9800000000000004,3,4,4.340159246019763
1969,12,0.7200000000000006,3,4,4.340159246019763
1970,12,1.2599999999999998,3,4,4.340159246019763
1971,12,1.1600000000000001,3,4,4.340159246019763
1972,12,1.2100000000000009,3,4,4.340159246019763
1973,12,0.8900000000000006,3,4,4.340159246019763
1974,12,0.7899999999999991,3,4,4.340159246019763
1975,12,1.0600000000000023,3,4,4.340159246019763
1976,12,1.1999999999999993,3,4,4.340159246019763
1977,12,0.46999999999999886,3,4,4.340159246019763
1978,12,1.3300000000000018,3,4,4.340159246019763
1979,12,1.3800000000000026,3,4,4.340159246019763
1980,12,0.98,1,4,3.2082158727567434
1981,12,0.7800000000000002,1,4,3.2082158727567434
1982,12,0.7599999999999998,1,4,3.2082158727567434
1983,12,0.6899999999999995,1,4,3.2082158727567434
1984,12,0.4800000000000004,1,4,3.2082158727567434
1985,12,0.8200000000000003,1,4,3.2082158727567434
1986,12,0.9200000000000017,1,4,3.2082158727567434
1987,12,0.9100000000000001,1,4,3.2082158727567434
1988,12,0.7399999999999984,1,4,3.2082158727567434
1989,12,1.3299999999999983,1,4,3.2082158727567434
1990,12,0.6000000000000014,1,4,3.2082158727567434
1991,12,0.740000000000002,1,4,3.2082158727567434
1992,12,0.6600000000000037,1,4,3.2082158727567434
1993,12,0.980000000000004,1,4,3.2082158727567434
1994,12,0.8100000000000023,1,4,3.2082158727567434
1995,12,0.6700000000000017,1,4,3.2082158727567434
1996,12,0.7299999999999969,1,4,3.2082158727567434
1997,12,0.46999999999999886,1,4,3.2082158727567434
1998,12,1.0500000000000003,4,3,5.406608343566061
1999,12,1.3600000000000003,4,3,5.406608343566061
2000,12,1.4099999999999993,4,3,5.406608343566061
2001,12,1.6800000000000015,4,3,5.406608343566061
2002,12,1.9000000000000004,4,3,5.406608343566061
2003,12,1.1599999999999984,4,3,5.406608343566061
2004,12,1.0,4,3,5.406608343566061
2005,12,0.3999999999999986,4,3,5.406608343566061
2006,12,1.3200000000000003,4,3,5.406608343566061
2007,12,1.2600000000000016,4,3,5.406608343566061
2008,12,1.0599999999999987,4,3,5.406608343566061
2009,12,1.2600000000000016,4,3,5.406608343566061
2010,12,1.610000000000003,4,3,5.406608343566061
2011,12,0.8900000000000006,4,3,5.406608343566061
2012,12,1.2199999999999989,4,3,5.406608343566061
2013,12,0.9600000000000009,4,3,5.406608343566061
2014,12,0.9099999999999999,2,5,4.111910517756421
2015,12,0.8199999999999998,2,5,4.111910517756421
2016,12,1.29,2,5,4.111910517756421
2017,12,1.1400000000000006,2,5,4.111910517756421
2018,12,1.0199999999999996,2,5,4.111910517756421
2019,12,0.9799999999999986,2,5,4.111910517756421
2020,12,0.9700000000000006,2,5,4.111910517756421
2021,12,1.4600000000000009,2,5,4.111910517756421
2022,12,0.990000000000002,2,5,4.111910517756421
2023,12,0.75,2,5,4.111910517756421
2024,12,1.0199999999999996,2,5,4.111910517756421
2025,12,0.6699999999999982,2,5,4.111910517756421
2026,12,0.6700000000000017,2,5,4.111910517756421
2027,12,1.0699999999999967,2,5,4.111910517756421
2028,12,1.4299999999999997,2,5,4.111910517756421
2029,12,0.9299999999999997,2,5,4.111910517756421
2030,12,0.7400000000000001,1,5,3.011075610452268
2031,12,0.94,1,5,3.011075610452268
2032,12,0.7299999999999995,1,5,3.011075610452268
2033,12,0.7600000000000007,1,5,3.011075610452268
2034,12,1.290000000000001,1,5,3.011075610452268
2035,12,0.5800000000000001,1,5,3.011075610452268
2036,12,0.7200000000000006,1,5,3.011075610452268
2037,12,0.9800000000000004,1,5,3.011075610452268
2038,12,0.7100000000000009,1,5,3.011075610452268
2039,12,0.6600000000000001,1,5,3.011075610452268
2040,12,0.46999999999999886,1,5,3.011075610452268
2041,12,0.5799999999999983,1,5,3.011075610452268
2042,12,0.759999999999998,1,5,3.011075610452268
2043,12,0.7999999999999972,1,5,3.011075610452268
2044,12,0.5700000000000003,1,5,3.011075610452268
2045,12,0.7100000000000009,1,5,3.011075610452268
2046,12,2.51,5,3,7.611620950255009
2047,12,1.8500000000000005,5,3,7.611620950255009
2048,12,0.9900000000000002,5,3,7.611620950255009
2049,12,1.6099999999999994,5,3,7.611620950255009
2050,12,1.2599999999999998,5,3,7.611620950255009
2051,12,1.9699999999999989,5,3,7.611620950255009
